ParlaMint-BE_2015-10-14-54-plenair-ip074x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u2	The discussion of the Government's statement is resumed. The discussion of the government statement is resumed. I call Mr Denis Ducarme. Mr Denis Ducrame has the floor.
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u3	Mr. President, Prime Minister, Ministers, your government statement yesterday morning was resolutely focused on action, public interest and dialogue. You stressed the importance of consultation and the explanations to be provided. Your statement was also determined. This majority is at work to bring our country the reforms it needs. You're right, Mrs. Onkelinx. The moment is historic in more than one way. Of course, you have not been tender; you are not often tender. However, when I hear the leader of the Socialist Group begin her speech by saying, "It's good to lower the burden on businesses, your measures for the self-employed are good", I say bravo! These reforms that this country needs are naturally all job-oriented, to support our SMEs – which account for 90% of our economic fabric –, to reward work better, to improve purchasing power, to show solidarity with the weakest and to guarantee the safety of Belgians. It is necessary for our country that these reforms be carried out in terms of pensions or index to restore our competitiveness and safeguard our social security. These demands, these needs, we have to meet them. Several encouraging signals have come to welcome the action that has been carried out by our majority for the past year: the Plan Bureau, the OECD, the European Commission, the IMF and, very recently, IRES (UCL) have provided interesting prospects for our country in terms of job creation, employment rates, falling unemployment, growth, not to mention the need to control public finances. The Prime Minister has reminded us that this can make us optimistic but not naive. So this majority will remain pragmatic, humble in the face of international gravity in particular, of our debt rate and the conservatism that our country still suffers, but, as the Prime Minister pointed out yesterday, the reforms implemented place us on the right path. On the right socio-economic path first. The right path is better to encourage job creation, it is to strengthen competitiveness, to enable our businesses and our self-employed people to hire more easily. This majority has repeated it a lot, it acts in the direction of its absolute priority which is and which remains employment. Everyone knows this here, but we have to repeat it, create jobs, it is not a question of improving statistics, it is above all to allow women, men to emancipate themselves. For them, finding or finding a job is, of course, supporting the family, but for many, it is reviving a sense of dignity. Creating employment means rebooting the social elevator. For many - we are aware - this elevator has been stuck in the basement for too long. This majority wants to participate in unlocking it. As we said, there are positive signals. For its part, the Planning Office is planning to create some 200,000 jobs. We'll see. This majority will in any case do its best. But the main obstacle to job creation is, of course, the burden. This is why the tax shift of a minimum size of almost $7.3 billion by 2018 aims to reduce employer contributions from 2016.
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u4	Mr Ducarme, you are constantly referring to this figure of more than 7 billion regarding the tax shift. Can I ask you if you have made the addition of what the index jump represents as a reduction on the wage bill, as a reduction on the replacement income represented by the index jump on replacement income (pensions, allowances) with, in addition, the increase in taxes on consumption, such as VAT on electricity, excises on diesel (6 Belgians out of 10 drive with a diesel car) and a whole series of other taxes (sodas and Cie)? Have you added all these elements that have a negative impact on household disposable income? Can you tell me what figure you get and put this in parallel, on the tax reduction side for natural persons, for households, with the figure that Belgians can expect in terms of tax reduction? Let's put the wellness envelope aside. It is not a new policy and we have had a debate on 60% / 100 per cent. We maintain that it was under the former government that it was decided to hand them over to 100%, not to mention all the information that Mrs. Onkelinx gave you. I come back to my fundamental question. Did you make this addition of the negative effect on household disposable income, when, at the index jump and the impact of index jump, all taxes on consumption are added? Did you do this calculation?
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u5	First of all, excuse me for not setting aside what is essential for us! We will not put, as part of this government's effort, to give you this pleasure, the well-being envelope aside.
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u6	[[...]]
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u7	You say, "Let's put aside the wellness envelope." No, but without a joke, it's not a new policy!
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u8	I'm talking about new policies!
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u9	There is no question, because we are doing better than you in this matter, of setting aside what would be right for you!
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u10	Mr Ducrame, Mrs Onkelinx reminded you that we owe the welfare envelope to the Socialists! So we have no lesson to learn from this point of view.
ParlaMint-BE_2015-10-14-54-plenair-ip074x.u11	We owe it to the socialists at 60%!
