ParlaMint-BE_2015-05-21-54-plenair-ip047x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u2	Colleagues, may I ask your attention? Mrs Temmerman has a question about the organisation of work.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u3	Mr President, ladies and gentlemen, this morning, around 11:15, 11:30, through the press, we heard that there was a shift of powers. The press used other words, which I will not repeat here to Secretary of State Sleurs. We very much regret that we have had to hear this through the press. Moreover, the timing was good: after eleven o'clock. As a result, no further questions can be asked in Question Time. Mr President, I could ask that the Prime Minister be brought forward on the basis of Rule 50 of the Rules of Procedure. I know he's in Riga, so obviously I won't. I would ask, however, that one of the Vice-Prime Minister's officials present here explain to Parliament why that happened. We are amazed by the shift. Parliament should at least have been informed. We also want to know whether this shift is a government decision or a party decision. Mr President, ladies and gentlemen, since 2001 we have had a separate Secretary of State for Combating Fraud, because we consider the fight against fraud to be so important. The current government says that it considers the fight against fraud to be very important, but no longer appoints a separate Secretary of State and will add it as an appendix to a minister. The government also claims that there would be more uniform powers. In fact, social and fiscal fraud would be a homogeneous package. There would still be some logic in that, but that logic is not used. One takes away the powers of a secretary of state and adds them to a minister. Mr President, can one of the members of the government give us a statement on this?
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u4	Mr Nollet has the floor.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u5	Mr President, my question deals with another subject. I think it is important that the government respond first to this aspect.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u6	Mr President, Mr Van Hees will be asking a question about the fact that, in our view, there is no fight against tax fraud in Belgium. He'll be asking Minister Geens a question later. I am sorry that we have to hear from the press that the composition of the government has changed. Although we are going to ask ourselves a question about tax fraud, I propose that we have a topical debate. It's not every day that the government is being pushed around with powers, is it? Let us have a serene debate on this with a majority and opposition, in the hope that someone in this country will eventually be involved in the fight against tax fraud. The problem with this government is that more than enough ministers are chasing the poor and controlling the unemployed. But for the fight against tax fraud, there is no one left. Mrs Sleurs was apparently incapable of combating tax fraud. I would like to know whether the government will finally make the fight against tax fraud a priority. Or do you continue to fight the poor and the unemployed?
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u7	Mr President, in fact, we have learned from the press the reshaping of powers within the government. This is not an anomalous information since it is the competence to combat tax fraud. It is on this jurisdiction that the government relies on its fiscal adjustment, as well as on finding a new source of funding for its future tax reform. So it's something central. And we learn it from the press. We must note that the Prime Minister is not here to talk about it. He's abroad. No doubt it's been planned for a long time, I'm not questioning him. But could this reshaping of powers not have occurred at a time when the Prime Minister himself could have come to explain it to us? We will therefore expect a member of the government, a deputy prime minister, to tell us a little more. First of all, the reasons for this reshuffle. Is this a disavowal? I don't know; I ask the question. I don't want to sue for intent. Is it a desire to optimize the distribution of competences? Then let us know why. Indeed, it has been a tradition in recent years to make it a specific competence, given the importance, given the stakes involved. And then, Mr President, you will admit that it redistributes the cards a little bit, that it redefines the political situation. Therefore, we would like to know officially who is responsible for this new competence, and that the new minister in charge will come to explain it to us in a forthcoming Finance Committee, where he will come to defend a new general policy note. That is our request, Mr President: we would like to present a new general policy note with, of course, the ensuing political debate.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u8	Mr President, Minister, on the form, you will agree that it is particular to learn, through a press release from the N-VA or the Secretary of State herself, that there is a redistribution of powers within the government. It is not annoyed in the budgetary context that we know about the importance of tax fraud: EUR 20 billion which escapes every year from the state budget due to fraud. I'd say that, basically, it's good news and bad news. This is good news because the newspapers say that Mrs Sleurs will stop fighting tax fraud. In fact, it has not really begun to fight tax fraud. He was seen at the time of the presentation of his policy note. It takes more than six weeks to answer oral questions and the written questions are not answered. Obviously, he was not interested in the subject. It was a bad casting. That is the good news! As for the bad news, I fear that the fight against tax evasion will not be the government's priority, unless – this is a chance to be left to you – the Minister of Finance decides that it is his first mission and that he will give himself the means to do better than Mrs Sleurs. Will a member of the government explain the reasons for this casting change? On the agenda next week in the Committee on Finance, will the Minister of Finance come to present to us his intentions and his means in the fight against tax fraud? Ms. Sleurs had presented a rather indigent note on the matter, but at least there was a note. Will there be a general policy note from the Minister of Finance on his policy on combating tax evasion? That must be a priority. It has not been so far in the head of government who does not know what tax justice or social justice is.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u9	Mr President, ladies and gentlemen, I have heard Mr Gilkinet, Mr Laaouej and Mrs Temmerman. To give the impression that tax fraud is not important for Parliament and for the current government is not correct. We had an exchange of views on the subject all yesterday. The opposition has even admitted that the commitment we have made to hold talks which I have even referred to as nominatim has been fully respected. We hear the Court of Auditors on Tuesday afternoon on budgetary control. The Minister of Finance will also be present at that committee session. I will certainly place the item on the agenda as well. Here, however, it is wrong to say that tax fraud is not a priority of the current government or of Parliament during the current legislature. In that case, I was not present on that committee. Up to 80% of our time this problem is discussed. Questions are also being asked about it. Mr Gilkinet, Mrs Sleurs has always come straight to Parliament to answer the questions. She has two more questions to answer. Mrs Temmerman, all the relevant questions have been asked. You must, of course, want to listen to the answers, which was often not the case with the opposition. I shall, however, put the item on the agenda for the next week immediately.
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u10	(...) the Prime Minister?
ParlaMint-BE_2015-05-21-54-plenair-ip047x.u11	The Prime Minister isn't here. I may not have heard it correctly, but Mr Gilkinet has asked that next Tuesday's item should be the first item on the agenda of the Finance Committee. Minister Van Overtveldt will be present at that committee session on budgetary control. That is a commitment of the committee, which I would certainly like to address.
