ParlaMint-BE_2015-03-12-54-plenair-ip034x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u2	I remind you that the Rules determine that there are two minutes for the question, two minutes for the answer and one minute for the reply, and preferably no paper is used. Preferably... you have to sing by heart, Mr. Calvo, and really by heart. The next item is questions for the Prime Minister. Tout d'abord, sur la disponibilité des prépensionnés, SWT and social consultation, which will also be answered by the Minister for Labour.
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u3	I invite the Prime Minister to sit here and I give the floor to Mr Massin.
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u4	Mr President, Prime Minister, ladies and gentlemen, I told you that I would come back when it comes to social consultation. This day has arrived since yesterday 10,000 workers protested to express their discontent. You've talked a lot about social consultation. Very sincerely and seriously, I wonder where you're going. In the framework of the government agreement, you announced the framework by specifying that you would not change it while opening the door to social consultation. You have invited the social partners to table agreements, which they have done. They've negotiated hard. A first agreement was reached in December, a second one now. What do we see? That you are sweeping the agreement, you are changing it, which gives rise to popular discontent, not only among trade unions but also among employers' organisations. If difficulties had been encountered in this bipartite negotiation, you could have asked for a tripartite negotiation, which you did not do. You have sent a simple letter which, moreover, requires multiple explanations. Indeed, no one understands what you mean by "adapted availability". However, we are faced with a particularly harmful negotiating climate and you are instilling it. You've got a lot of mastamores. You take ideologically radical positions and, when pressure is exerted, you suggest that you may be able to step back a bit. You say that you are open to dialogue in order, in the end, not to make it a reality. In my opinion, the summum is still to come. Indeed, when we want social peace, we pay attention when it comes to making statements. You should invite certain partners of the majority, in particular a resident of Antwerp, to pay attention to the comments they make. Social peace is not achieved by making certain statements. You should also stop responding to some of the photographic sirens. If you want a social dialogue, you must show good will, it deserves and it is earned. On the other hand, in other discussions, you are also taking other feet to social consultation, or even to some of your colleagues. Yesterday, in the Committee on Social Affairs, my colleague Frédéric Daerden asked the Minister for Pensions about a discussion to be held in Kern in the morning on the second pillar of the pension. Your colleague, Mr Bacquelaine, himself said that there had been a discussion. He added that, as far as he was concerned, he could indicate that in the event of unanimous agreement by the social partners, he undertook to defend him. This means that Mr Peeters himself does not defend social agreements! Let's go to the three questions. Are you finally going to change your approach to social dialogue by really respecting the social partners, without incendiary declarations and respecting their agreements? When will you finally grant them autonomy by allowing them to discuss the issues that concern them, among other things the question of the socially unfair index jump in view of the current wage gap in Belgium? Finally, will your Government fully respect the agreements negotiated by the social partners without perverting them?
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u5	Mr President, Minister, I am standing here for my weekly appointment with you and I am getting bored of that. Last week, this government did not accept the social agreement of the social partners. It is du jamais vu how little respect this government has for the social partners. No respect. Minister, you come here every week and you tell me that you think social dialogue is important and that it gives it every opportunity. And then I hear Mr De Wever say outside of Parliament, no matter what the unions say, this government will do what it wants. Some also continue to give the impression that the social dialogue consists only of the trade unions. However, employers are also part of it. It is really not wise to throw the positions taken by the employers' and employees' representatives overboard. I don't understand your attitude. I expected more from you. I thought you, as a CD/Voper, would value the social dialogue more. I don't understand why you're going so far in this story. My questions are therefore very simple. What is the significance of social dialogue for this government? Should I believe the position of De Wever, who says that one can say what one wants, this government will do what it wants, or do you take social consultation seriously? Can you finally give me an update on the file of the SWTs? You know that people are still waiting for clarity and there is no clarity.
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u6	Mr President, Prime Minister, ladies and gentlemen, I would like to look more closely at the content of the dossier. We can, of course, continue to talk about the importance of social dialogue and the primacy of politics, but I think the substance of the matter is much more important. This is, I believe, one of the most fundamental debates of the coming weeks and months. This is more than semantics. This is about how we can get more people to work and how we can get more people to work longer. I give one digit: in Sweden 75% of the 60-plussers work. In our country that is 23%. Only Greece does worse. So Belgium dangles at the bottom of the ranking. It's now or never, we have to make the cover now. I believe that the commitment to this policy is indeed to preserve our social welfare state and finally to promote solidarity between the different generations. What's it gonna take? It's a mentality change. We have known the Generation Pact. That was a first attempt. Under the Di Rupo government there were some age increases, which were meritorious attempts. But we're not here today. We must stop the damaging interaction between interest groups, which actually means dumping people at a much too young age. I now come to the notion of availability, Prime Minister. We need to activate the people. We must be able to achieve more tailor-made work. We must remove those things from our labour regulations which make it impossible for people to accept customization today. We need more tailor-made work. So I would like to invite the partners to allow people who have reached a certain age to create a regime where that customization can see the light of day. My questions are therefore very simple. I would like to invite the partners to stop the negativity of the past period. There is nothing as easy as spending money at taxpayers' expense. You will then see employers' and employees' organizations go hand in hand. However, Parliament represents the citizen and the taxpayer. To all those who say that the government should only act as a notary for social dialogue, I would ask that we resign and participate in the syndical elections next year. That is not my notion of parliamentary democracy! Secondly, Prime Minister, you have taken a decision with the government. That is the decision you made following the advice of the social partners. I expect that decision to be implemented now and that you will go to the Regions and that you will implement the concept of adapted availability with the Regions. For me, that's activate, activate and activate again!
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u7	(...)
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u8	Mr Calvo, Mr Verherstraeten has the floor.
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u9	Prime Minister, Deputy Prime Minister, it is not about who gets his way or who gets the last word. One does not do control by polarizing, one does control by consulting. It's about getting people to work, keeping people working and finding jobs for those people we expect to work longer. Important steps have already been taken. In the previous legislature, we moved the ages forward. That wasn't nothing. The decreasing numbers of bridge pensioners over the past three years have been spectacular. We will continue this by the majority. These figures will continue to fall further and significantly in the coming years, just as it is necessary to keep people working. The social partners and the government have done important work over the past few weeks. I do not join those who, in this assembly at the time, accused the social partners of being unable to conclude social agreements and then, if these agreements are concluded, say that they are dictatorships. It is good what this government has done with its adapted availability, because tailored guidance is absolutely necessary. If the ten social partners, employers and workers' organisations, even those who criticized the government decision, ask for clarification, then they deserve clarification. This clarification is necessary, because the appropriate availability requires input and consultation with the regional governments, and that takes time. Even more than customized availability is the question of how we find jobs for those people we expect to work longer. The work has been wonderful, but has not yet been finished. We don't find jobs with the primacy of politics. It's the employers and the employees who have to take care of jobs. The government creates the framework, the employers take care of the jobs. We need more social consultation for more jobs and to be able to work longer.
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u10	The employment rate of over 50s in our country is shamefully low. Apparently, some unions want to keep that employment rate so low. Otherwise I really don't see why they hold on to that SWT so cramped. It's very clear to the N-VA. Fifty-six people have access to the labour market. To deny 50+ people access to the labour market is only antisocial. Right to work is a fundamental right for everyone, including 50+. Article 23 of the Constitution also applies to over 50s. Fifty-six are also entitled to guidance to work. That is what this government has decided. That's also what's in the N-VA's program. We will all work longer to have it better. Unfortunately, some are ideologically blind. That is how I read Mr De Leeuw's statements and I hear similar statements here in the Chamber. The grandchildren do not find a job, but the grandparents are supposed to keep working. I'm sorry, but there's no connection between the two. I refer to a study by Koen Schoors and to the French-language study by the University of Liège of Jousten, Lefèbvre, Perelman and Pestieau, who state very clearly that it is not because there are fewer than 50+ people at work that there are more young people at work. On the contrary, countries with a high activity rate of over 50 are normally low youth unemployment, and countries with a low activity rate of over 50 have high youth unemployment rates. Maybe some people know better and I would like to believe that, but we are talking about scientific research: countries with a low activity rate of 50+ have a high unemployment rate. Belgium is a regrettable example of this. Our message is therefore: activate, right to work for everyone, both for young people and for over 50 people. That is why I ask you, Prime Minister and Deputy Prime Minister, whether you will implement fully and fully the agreement reached within the government?
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u11	Mr. President, Prime Minister, it is important to recall how much your government is listening, open to dialogue and respectful of social dialogue. I would simply like to point out that the Group of Ten's agreements on time credit are being respected in December, or that they are being sidelined. Here, with this government, with this majority, you have respected social consultation. You may have respected him better than others! Mrs Kitir, I hear you say that we will not respect social consultation. When you know how Mrs De Coninck turned her back on social dialogue, for example on the issue of overtime, you just think you're dreaming! [[(...): (...)]]
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u12	A glance in the mirror, it sometimes puts consciousness back in the place! And we need to put them back somewhere because you've been responsible in the past! We hear Mr Massin telling us that we are going to sweep away the social dialogue. I propose a small quote: "Of course, it is very easy for the opposition to say 'I walk with the unions'. Everyone can do it! But in a situation as difficult as the one in our country, it is time for responsibility and not irresponsibility." These words are from Elio Di Rupo! That's the reality! These are your realities, which we ask you to look at a minimum! If we are open and if we are going to continue, with this majority and this government, to be respectful of social consultation, then we must continue to be reformers. Our social security can only be guaranteed in the long term if we work longer in our country. To answer Mr. Frédéric and ask you a question, Prime Minister, I would like you to be able to twist your neck to a lame duck, erected as a totem by the Socialist Party and the FGTB. According to them, you will trigger the conflict of generations and keep young people unemployed. I therefore ask you, Prime Minister: will extending working time for pre-pensioners be a barrier in terms of employment for younger people?
ParlaMint-BE_2015-03-12-54-plenair-ip034x.u13	Mr President, Ministers, ladies and gentlemen, it is clear that the division in the government has never been so great. A government that divides can, of course, be very difficult to connect, but it is just what the citizens need. It is difficult for workers in the labour market, no one can deny that. It's hard to find a job tout court and it's hard to find a workable job, which one can also perform at a later age. I hear everyone has now discovered the expression 'workable work'. Mr Verherstraeten launched the call for a plan on workable work on the table last weekend in the Seventh Day. That call sounds unbelievable, because in terms of workable work, the results of the coalition agreement and the budget are very poor. Just a few weeks ago, you presented a budget, Mr Peeters, in which policy support to make working environments healthier and investment to make work work effective is being thoroughly cut. Minister, how should we and how should the citizens in our country believe that the government's new career model to keep employees longer in work will also be effective? Mr Peeters, you yourself asked the Group of Ten to reach an agreement and a settlement on the SWT, the former bridge pension. It did so, the employers and the trade unions came to an agreement, but that turned out to be not enough. I ask you the question with which they are sitting: what does this famous customized availability mean? There is, once again, a great deal of uncertainty about this. I call on you to clarify this at last. Are you prepared to make any adjustments and accept your responsibility in terms of social peace in our country?
