ParlaMint-BE_2015-07-16-54-plenair-ip065x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u2	Mr. Chair, Minister, the crime figures are pretty reassuring. I wanted to say that from the outset following the announcement made yesterday by the federal police. This confirms, if necessary, the need for an effective field presence of our police officers. Ladies and gentlemen, it has been twenty years since we asked for more blue on the streets. I believe that all political parties have included it in their electoral programmes. For ten years, we have been talking about removing police officers from their subordinate duties and re-focusing them on their priorities of maintaining order and protecting our populations. Your predecessor, Minister Joëlle Milquet, had made good progress on this subject. A first listing of the non-essential tasks of the police had been carried out on his initiative. Indeed, we must point out that the previous government has worked on the subject of outsourcing certain policing tasks. Unfortunately, perhaps for lack of time, this could not be implemented in a timely manner. But this useful work could not be left empty, and it was natural that the current government should plan to continue with it by including it in the parliamentary agreement. Nothing less, nothing more, but you, Minister of the Interior, are moving forward! There is no question here of privatizing the police, nor of making philosophical choices. I will allow myself to say it simply, and I will say it more in my capacity as mayor than as a Member of Parliament, those who say it forget a little bit quickly that they have participated in this work, which is now being implemented. The questions are simple. Do you need police to bring a wallet back? Is there a need for police officers to manage the transport of detainees? Is it necessary for police officers to supervise folk and cultural events or to facilitate the passage of cycling races? No, what is needed – and the MR claims it – is the effectiveness of police work and it does not have to do with philosophical choices. It's pragmatism, it's not ideology. Minister, you have conducted consultations and discussions with a number of stakeholders. The work is now over. My questions about the work that has been done are as follows. Does the report you received seem complete and ready for debate? What will be your methodology in the coming weeks and months? You had announced the outcome of the work for the summer. We're there and you're perfectly respecting the timing. What's the schedule for the next round? I understand that this work has dealt with expanding the skills of peacekeepers. Can you tell us more about expanding the skills of these increasingly important players in our prevention policy?
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u3	Mr President, Deputy Prime Minister, if I hear my colleague Pivin, this is not about privatisation. I do not know what else is called the fact that a function that is performed by public officials is now performed by private agents. Perhaps a new term will have to be invented? Nevertheless, privatization poses a fundamental and fundamental problem to us. We have discussed this in the debate on Greece with our Finance Minister, whom I will call Milton Van Overtveldt. The problem of privatization, including of the police, is that we find the character of an anti-social policy with democratic stakes. The antisocial aspect is clear. Privatization usually allows some firms to make profit. Where does this profit come from? At a higher price than expected – and I wonder if the services granted to the private sector are not likely to become more expensive. In addition, the service rendered is less. Finally, wages and working conditions are deteriorating. I have the impression, Mr. Deputy Prime Minister, that you are openly saying that a police officer's salary is too high and that they should be replaced by people whose salary would be lower. It also poses a democratic problem. Indeed, the police are a sovereign function of the State. Starting to privatize it is a serious problem in terms of democracy. The risk of slippage increases when non-police officers perform duties that are currently assigned to police officers. They are trained to respect the law. If we embark on this slope of privatization of certain police functions, where are we going to stop? Mr. Deputy Prime Minister, is there an agreement in principle of all the formations that make up the government in this respect? Is your goal to dispose of underpaid sub-police officers? Do you think the police are overpaid? What do you say to the unions that have already denounced attempts to privatise certain police missions in the past? How do you intend to respond to the democratic problems that will arise?
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u4	Mr President, Mr Minister, ladies and gentlemen, in the numerical communication that was made yesterday, and which is taken up in the press this morning, you were telling us, Mr Minister, that a decrease in crime, all events combined, of 3.7% was recorded compared to 2013. It is in Brussels that this decrease is the most notable for 2014 with 7.8%. This trend is also evident throughout Western Europe. You took the opportunity to thank the police and stress that the police presence on the street is, in your opinion, important. Even though, as you yourself have acknowledged, these figures must be taken with caution, it must be recognised that these results represent a positive development, on a daily basis, for our fellow citizens. Conversely, the announcements and the communication of the plan that followed the disclosure of these figures raise a great deal of concern for me. Indeed, you are talking about cost and performance analyses, business profitability, privatisation of certain services. So I expected you to announce the creation of a new company, namely the SA Police or the NV Politie. I even expected you to tell us about changes in turnover, solvency ratios, market shares, or even returns to invested capital. For environmentalists, the state must maintain the monopoly of human security and public order missions on ethical and ethical issues, as well as on efficiency. Given this context, Minister, my questions are as follows. First, is this plan a kind of intermediate step towards greater privatization of police services? What do you think are the basic tasks of the police that can never be outsourced? Second, in the plan, you differentiate between essential and non-essential tasks. How do you define them? For example, the transfer of persons (illegal, minors, mentally ill) or the replacement of prison guards are considered non-essential tasks. Do you really think that people who are not trained in these tasks can replace the police? Thirdly, how will the monitoring of the services to be carried out by the private sector be organised? Fourthly, you are aware that delegation of tasks and privatization have a cost. Have you estimated the budgetary impact of your plan?
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u5	Mr President, ladies and gentlemen, I would like to repeat what I replied on 25 June last in a debate on the key tasks of the police. The subject is not new. This debate began ten years ago without success or audacity. It was not possible at that time to make sometimes difficult decisions and to decide certain points. However, it seems to me essential to achieve something concrete today. In the current socio-economic context and taking into account a comprehensive and integrated approach, it is high time that we had a modern police service that operates effectively, in partnership with all the players in the security chain. I make the difference between police and non-police duties. The latter must no longer be provided by the police, but they must be entrusted to other actors more in a position to manage such missions. I repeat, the aim is to define what are, in our modern and present society, the key tasks of today's police force and, above all, to determine which are not. The aim is to refocus the police on their essential tasks and to free them from certain administrative and non-police tasks. With this reflection on the core tasks and tasks of the police, I want to strengthen police capabilities and direct them to the priorities of the police in the years to come. Two objectives are highlighted. The first is the strengthening of the integrated functioning of the police, both at the federal and local police levels. The second objective is to increase the police strike force in the areas of security identified as a priority by our Government. With regard to outsourcing and privatization, two considerations remain. First, they must lead to improvement and cannot have an adverse effect on the operational work of the police. Secondly, the operation must have a budgetary benefit effect in terms of means. Impacts in terms of budget and employment are therefore also taken into account. Where are we now? We have read the experts' report. I then went on a round of consultations with the federal police, the local police, the associations of cities and municipalities, the private sector and others. As a result of this consultation, we adapted the report of the expert group. Currently, we are engaged in political dialogue with the various partners in our government. As such, I will be able to submit the report as soon as possible and the results of this consultation to the government. Mr President, in September I will be ready to present the outcome of this work to Parliament. Mr. Pivin, the PAS tasks are analysed. The task force's work is focused solely on the tasks and tasks of the police and not yet on the tasks of the peacekeepers.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u6	Minister, thank you for your answers and for the clarification I was expecting because we do not have the texts. Outsourcing is not a Belgian creation. This has existed in France, England, Italy and Spain for many years. In my view, ladies and gentlemen, which you are speaking on the subject too, reducing the task of the police is not to privatize but to collectivise. It will make you smile! But if you really take things at the bottom of the letter, it means giving more time, more action, more operational to the advantage of all the citizens. It's more a collectivization than a privatization. I still wanted to tell you.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u7	I did not bring my PTB membership cards today. It'll be another time, Mr. Pivin! Minister, I remember two things from your remarks. On the one hand, you did not define what non-police tasks were for you. If I understand correctly, you'll do it later. On the other hand, you are talking about a budgetary objective. So, if I'm your logic, for you, privatizing amounts to reducing wages to get a budget gain. Defining the missions that will be privatized is not trivial. I am thinking of something that is quoted in the press but that you do not confirm, so it is difficult to discuss it. The police are now accompanying bailiffs in situations deemed delicate. That is, in particular, what you are aiming for. I am thinking of a particular case, when the bailiffs intervene with a picket to break it, by presenting periodic penalty payments on order of a judge and who are accompanied by police officers. From now on, it will be a private militia or, in any case, a privatized body that will accompany them. Many drifts can be at stake. Democratic drifts are a problem. I therefore wonder whether there is also pressure from large security companies. We know you're sensitive to some lobbies. But this will be discussed again at the time of the discussion on the programme law and on the diamond tax. Minister, I ask myself the question of the actual existence of a lobby or not that would push you to this privatisation.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u8	Minister, thank you for your answers. Quickly, three elements. First, you're talking about police tasks and non-police tasks. I think it is important for us to be able to participate in the discussion on defining these tasks. Furthermore, for non-police tasks, what about the training of officers who will perform tasks currently performed by police officers? Will budgetary resources be allocated for the training and supervision of these people? Secondly, unless I'm mistaken, you haven't really responded with regard to control. How will private sector agents be monitored if they perform public policy tasks? Thirdly, I take note that you wish to return to Parliament and to the committee. I was going to ask you, at least as far as the committee is concerned. Beyond the presentation of the plan, it would be good if we could discuss it, not just to find ourselves faced with a fait accompli. I would ask you that in September we should be able to discuss this in the Committee on the Interior.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u9	Mr President, Minister, ladies and gentlemen, yesterday we were able to hear the statistics on crime. The figures are good and we are pleased with that. Less thefts, fewer burglaries, that's what we need to pursue. This strengthens the sense of security that citizens love so much. It may be said that security is something that everyone remains deeply committed to, and it is certainly a spearhead for our party. Those good grades shouldn't make us euphoric either. There appear to be still a number of points of interest. I will mention some of them. The figures show, for example, that it can be done even better in the areas of combating drugs, xenophobia, racism and cybercrime. Minister, I know that you are working out a plan for this. You're working hard on that. I don't doubt that. Are you going to do something about the areas that are currently less well scored, so that the figures will be better there in the future?
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u10	Mr Degroote, you are right to point out that the crime figures for 2014 have fallen dramatically compared to 2013. I can tell you that the figures for the first semester of this year are in the same direction in a strengthened form. If we compare the first semester of 2015 with that of 2014, there is a global decrease of 17%. I would therefore like to take advantage of this gallery to thank our policemen everywhere, in the local areas and in the federal police, for the efforts they make every day, sometimes at risk to their own bodies and members, to ensure our security. I think it is appropriate here to thank those people very much for that. To answer your question, it is clear that these crime figures are one of the sources of input for the Integrated Security Framework Paper and later the National Security Plan. That's obvious. You rightly point to a number of phenomena, some of which are new, which are rising. However, all three of them ask for their own approach. You have spoken of homophobia and racism. The number of facts has increased, and I blame that on the fact that more people, through campaigns to encourage them to report, are actually reporting. However, we are well aware that there is still a huge dark number of facts that happen daily in this area and do not get to the police. Further efforts must therefore be made to bring these facts to the surface so that we can deal with them. As far as drug crime is concerned, that's a form of fetch crime. The more people we use, the more drugs we still find and the more gangs we can roll up. It's a matter of deploying capacity. The same applies to cybercrime, a fairly new phenomenon. You know that, as stipulated in the coalition agreement and in the new organic tables for the police in the context of the reorganisation, much more capacity will be used to tackle cybercrime, because it is a very serious threat and we want to deal with it in this way.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u11	Thank you, Minister, for your detailed reply. Of course, I agree with your praises to our police officers. I do have two reservations. The perpetrators of cybercrime crimes are extremely inventive. Everything is going very fast in that sector too. In the KB on police training, you can decide to provide our services with the necessary luggage and training. That won't be an unnecessary luxury. With regard to the fight against drug crime, it will be important to deploy sufficient capacity. Blue on the street does work. In the efficiency exercise you are doing, I would appreciate the release of capacity for this, but we will see that in September. However, I have every confidence in it, Minister. After all, you have already travelled a beautiful course in the past eight months. I use the term "Tour de France" because we are in the period of the Tour de France. If you finish the course further in this way, you can earn a sweater. You probably won't be mad if it's a yellow sweater for you.
ParlaMint-BE_2015-07-16-54-plenair-ip065x.u12	Minister, we have learned in the press that the unions are asking you to cancel the festivities in which the police are to participate in July 21, namely the police parade and the police village, because of a particular risk that they would incur during this demonstration. They say they asked the employer for a specific analysis about July 21. We know that since 7 January they have been subject to a special risk on all the police stations and the whole country. But it seems that by 21 July there is a specificity. They solicited their employer and only had the results of this analysis on Wednesday. It was the police prevention adviser who told them that there was indeed a special risk on the occasion of the 21st of July. Have you asked the Coordinating Body for Threat Analysis (OCAM) regarding 21 July, the risk to the police and possibly the military? What are the results of this particular analysis compared to the overall risk that exists at this time? The Prevention Advisor has issued a ruling for the Federal Police. What about local police? Was there also an analysis of this aspect of things? The federal police seem to say that this does not concern local police and that therefore local police would participate in this event with a sustained risk. What are your conclusions? Have you ever had the opportunity to meet and interact with trade unions? More generally, can you tell me whether, beyond the risk eventually confirmed by the OCAM, there is not simply a malaise due to a series of announced or ongoing reforms? I am thinking of the pensions, the optimisation that we have just discussed, the reorganization of the federal police and the abolition of the Mounted Police.
