Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	VandeputSteven	Vandeput, Steven	M	1967	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	JambonJan	Jambon, Jan	M	1960	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	TommeleinBart	Tommelein, Bart	M	1962	
ParlaMint-BE-en_2015-01-21-54-commissie-ic066x	ParlaMint-BE_2015-01-21-54-commissie-ic066x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-01-2015	2015-01-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VuyeHendrik	Vuye, Hendrik	M	1962	
