ParlaMint-BE_2015-06-18-54-plenair-ip054x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u2	Mr President, Prime Minister, ladies and gentlemen, a hundred years ago, in 1915, the Ottoman Empire's then government began with the systematic deportation and subsequent elimination of the Armenian population. In that period there were also mass murders on the Assyrian, Aramean and Chaldean Christians and the Pontic Greeks. In 1918, American President Theodore Roosevelt called the Armenian mass murders the greatest crime of the war and concluded that silence about that event would mean that all words about future peace would be complete nonsense. In 1987 the European Parliament adopted a resolution recognising that the tragic events that took place between 1915 and 1917 against the Armenians in the Ottoman Empire constitute a genocide as defined in the Convention on the Prevention and Punishment of the Genocide of 1948. Until today, Belgium has been left behind in the debate on recognition, but recent and unmistakable statements in the press by Prime Minister Michel have been encouraging. I wish to thank him for this. It would be nice to have the Belgian Government explain its position in Parliament as well. Hence my question, Prime Minister. Can you tell us what the Belgian Government's formal attitude is with regard to the issue of the Armenian genocide?
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u3	Mr President, Prime Minister, ladies and gentlemen, 100 years ago the Armenian genocide began in the then Ottoman Empire. Over a few years, one to one and a half million Armenians and members of other minorities were deprived of their lives. The male population was forced into forced labour and killed, while women, children, the elderly and the sick were deported or sent on the march of death. Ladies and gentlemen, these facts are fully and unreservedly in line with the United Nations genocide definition. It was, in other words, a targeted genocide with a motive and a permanent meaning. Today, apparently, we are still struggling to define and qualify those facts. Today, people and communities continue to turn against each other. From our universal values, therefore, we do not need disguised terms or evasive answers. It was genocide. It is important for our country to say so clearly. There are several reasons for this. For example, we recognize the right of Armenians to give trauma a place in history. In this way, we can also fight together against any form of xenophobia and extreme nationalism. This will enable the peoples to reconcile, because the recognition of the crimes and the mistakes of the past is an important condition for this. It is about facing history and the possibility of reconciliation, not about the question of responsibility or guilt. Prime Minister, the European Parliament has recognised these facts as genocide. The Senate did that in 1998. You recently, in a broadcast of the RTBF, said the word genocide. My question is whether you, on behalf of the Belgian Government, here in Parliament, want to classify the facts of a hundred years ago as genocide, not with an accusing finger, but to allow reconciliation?
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u4	Mr President, ladies and gentlemen, the relationship between history and the future is sometimes complicated. A few hours ago, we were in Waterloo to commemorate an important part of the history of our continent. I want to be very clear, my position is well known and very clear: I believe that the tragic events between 1915 and 1917 should be described by the last government of the Ottoman Empire as genocide. That is the position of the Belgian Government. [[Applause]] I would also add that it is crucial for the future, as you have said, to encourage the efforts for reconciliation. Dialogue is crucial for the future. In this regard, I would also like to welcome developments in the official speeches of the Governments concerned, including the expression of condolences that have been expressed. We know very well, in Europe, how important reconciliation is. We are a land, a continent, an area where peoples have waged war in a tragic and dramatic way. In Europe we have experienced fascism, totalitarianism. It has been possible, through dialogue, tolerance, openness and respect, to include the future of the peoples of Europe within the framework of the European ideal and the European project. It will be up to national or international courts to decide on these matters. As you did, I would like to recall the expression, at the beginning of the Senate in 1998, since a resolution already called on the Turkish government to recognize the genocide perpetrated by the government of the Ottoman Empire. This resolution made explicit reference to the 1987 European Parliament resolution. I believe that the questions that have been asked and the answers that have been given to them give the Government of our country an opportunity to express, with clarity and force, a position on this sensitive subject.
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u5	Mr President, Prime Minister, I would like to thank you and, of course, the entire government for your very clear and clear answer. The government is thus taking an immense step which removes any ambiguity in this area. As a result, I will present to the services of the Chamber today the text of a motion for a resolution, which will give the Chamber the opportunity to rule on this matter and ask the government to keep an active eye on this matter. The text I am going to present is to place these important statements within a process of reconciliation between Turkey and Armenia, a process that is today prevented by this theme. The recognition of these historical facts must remove a serious obstacle which prevents any progress towards mutual relaxation today. That is not an unnecessary luxury in the turbulent region where the facts have taken place. My group would like to thank you very much for your comments.
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u6	Mr President, Prime Minister, thank you for your reply, which makes history. It is a very powerful signal to all citizens all over the world. We must dare to name the facts. By accepting our world history with its black page, we can go further and prevent history from repeating itself. The worst thing for the victims is that their fate is hidden, forgotten or, worse still, denied.
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u7	Mr President, Prime Minister, we have been hearing the majority talk about a shift tax for several months. I'm not going to ask you about this shift in general. I'm not going to ask you about its amount or about the millionaire tax that you're not going to take anyway. I would just like to focus on the question of raising VAT on electricity. You will recall that, on 29 November 2013, the Di Rupo government decided, in the framework of a competitiveness pact, to reduce this VAT.
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u8	Ladies and gentlemen, may I ask you to listen to the speaker?
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u9	Mr President, thank you. The Di Rupo government, in all its components, had therefore decided to reduce this tax from 21 % to 6 %. This decision was heard favourably in the country. I read to you a press release: "It was essential to take a measure that fits in time, in order to support the purchasing power of citizens, at a time when energy expenditures represent a heavy financial burden in families' budgets. This measure will also have a direct effect on employment and purchasing power." I have no doubt that you remember that sentence, Prime Minister, since you were the author of it – at the time, you were presiding over the MR. Everything in this press release is perfectly accurate. The reduction in VAT from 21 % to 6 % was doubly positive: for the purchasing power of households and for economic activity, i.e. domestic consumption and employment. It has been calculated that, on average, a family earned around EUR 100 per year as a result of this reduction in VAT. It is also essential for families who experience situations of energy insecurity. Now, there is a question in the discussions on the tax shift of returning to an increase in this VAT, which would have an impact of 100 euros per year per family. By adding your tax on intercommunal electricity, that would be 140 euros per year per family. Is it correct, Prime Minister, that you are working on an increase in VAT on electricity? I will say this differently: can you guarantee here, in Parliament and in front of our fellow citizens, that there will be no increase in VAT on electricity? Thank you.
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u10	Mr President, Mr Charles Bilderberg Michel, if I may call you that, I have a question for you. Who said, "Don't touch VAT"? He was the president of the MR in 2012. I don't know if you remember, but you were then president of the MR. You repeated this statement: "Not touching VAT" in October, at the time of the formation of the government. Today, we are discussing the tax shift and one of the avenues that comes into play would be an increase in VAT on electricity from 6% to 21%. That's one of the leads. In fact, in the government, some take the Netherlands, where the reduced rates have been abolished, as a model. One could take the example of Greece to which the European Union imposes an increase in VAT, particularly on energy. VAT, and in particular VAT on energy, is an unfair tax. Not progressive, it affects everyone the same way with the same rate. Secondly, energy is a basic need. It is not normal to pay the same rate of VAT on energy and caviar! Indeed, the evolution of the legislation has seen a reduction in the VAT rate from 21 % to 6 % on electricity. It is worth recalling that the PTB collected 225 000 signatures for a 6% reduction in VAT on electricity and energy products. Prime Minister, yesterday the PTB launched a mail action in your direction. According to the latest figures in my possession, at 11:00 a.m., 1,700 e-mails would have been sent to you. Can you confirm these figures? Can you make a formal commitment not to change this 6% VAT rate on electricity?
ParlaMint-BE_2015-06-18-54-plenair-ip054x.u11	Mr President, Prime Minister, even before I elaborate on my intervention on tax reform, allow me to welcome the statement you have just made on the recognition of the Armenian genocide. There are times when democracy must come together. When the Head of Government makes a statement that is clearer and clearer than the one made by the Minister for External Relations a few weeks ago in the same forum, it deserves that the Democrats come together and welcome what must be one of the foundations of our common objectives in Europe. Irrespective of this, the tax reform you are announcing deserves a comment. You will tell me that you cannot be questioned about your intentions and that the press is reporting only leads. We know the speech, but the time has come to tell us two things, Prime Minister, about the electoral commitments you made. Can you say today the extent of the tax reform you are considering? What is the amount put on the table? Are we moving towards a mini-reform or will it have a significant scale that all economists, all specialists, estimate at the bottom of the word around 8 to 10 billion euros? The magnitude of ambition determines the task ahead of you. I come to a second essential question. Of course, in the election campaign, the MR and others said: "No compensation for tax reform. It will in itself be sufficient in budgetary terms. The feedback effects will be such that it will not have to be compensated." Today, however, we see very clearly that what is blocking compensation and that compensation, if you have to find it, may limit the scope of tax reform. Prime Minister, given the magnitude today, where will you put the effort of compensation? There's not a lot of leads. We find that you would question the lower rate of VAT on electricity. We could talk at length about VAT. Be careful, if the real ambition is at last to support economic growth by restoring purchasing power, don't take back what you will give with the other!
