ParlaMint-BE_2015-07-24-54-plenair-ip070x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u2	I have received amendments to the draft programme law, Nos 1125/1 to 14. I have received amendments on Program Bill Nos. 1125/1 to 14. I propose that these amendments be sent back to the Finance and Budget Committee. I propose that you refer these amendments to the Committee on Finance and the Budget. Are you sure you don't mind? [[No.]] Thus shall be done. No observation? [[No]] That will be the case. I propose that the Finance Committee meet during the afternoon. I propose that the Finance Committee meet around 12.00 - 12.30, depending on the progress of our work.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u3	Mr. President, Mr. Is Van Rompuy aware of the need to organise the committee meeting?
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u4	Yes. Mr. Terwingen promises to do so. Moreover, on a purely practical level, the group leaders and I agreed that the vote should take place at 6 p.m. at the earliest. I hope we can vote at that time. Let's take the risk! I'm going to ask the services to send a text message to all the members.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u5	Proposal tabled by: Proposal submitted by: Raf Terwingen, Sonja Becq, Gilles Foret, Philippe Goffin, Carina Van Cauter, Servais Verherstraeten.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u6	The general discussion is open. The general discussion is open.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u7	Mr President, as far as it is available, I refer to the written report.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u8	Mr President, I would like to say at the outset that we will abstain from this proposal. We have had discussions on this in committee. On this occasion, Minister of Justice, you explained to us quite clearly that the two existing agreements were sufficient. The Vienna Convention and the Basel Convention are both designed to provide all facilities for the performance of diplomatic missions and there are no provisions that affect the privileges and immunities of diplomatic missions. If we put in parallel a chronology of the facts in the press, the Russian Federation has threatened to take action. Putin seemed furious about who was going on. When you combine these two elements, I wonder whether this bill is put on the table in response to Mr Putin's demands. That is why we will abstain from this text.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u9	Is anyone else asking for the floor? Is anyone still asking for the floor? The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u10	We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (1241/6) We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (1241/6) The title was changed by the Committee to include an Article 1412quinquies in the Judicial Code, confiscating the property of a foreign power or of a public supranational or international organisation." The title has been amended by the commission by proposing a law inserting in the Judicial Code an article 1412quinquies governing the seizure of property belonging to a foreign power or to a supranational or international organization governed by public law". The bill has 2 articles. The bill has two articles. No amendments were tabled. No amendments have been tabled.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u11	The discussion of the articles is closed. The vote will be taken at a later date. The discussion of the articles is closed. The vote on the package will take place at a later date.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u12	Proposals tabled by: Proposals submitted by: - 550: Meyrem Almaci, Georges Gilkinet, Jean-Marc Nollet, Kristof Calvo, Stefaan Van Hecke, Wouter De Vriendt, Muriel Gerkens - 679: Peter Vanvelthoven, Ahmed Laaouej, Karin Temmerman, Stéphane Crusnière, Dirk Van der Maelen - 1038: Jan Spooren, Zuhal Demir, Peter De Roover, Sophie De Wit, Wouter Raskin, Kristien Van Vaerenbergh. I propose that a single discussion be devoted to this bill and these legislative proposals. I suggest that you have a single discussion on this bill and these bills.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u13	The general discussion is open. The general discussion is open. The rapporteurs are Mr Stefaan Vercamer, Mr Ahmed Laaouej, Ms Sophie Wilmès and Mr Marcel Cheron. Mr Stefaan Vercamer referred to the written report.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u14	Mr President, I refer to the written report.
ParlaMint-BE_2015-07-24-54-plenair-ip070x.u15	Mr President, I also refer to the written report.
