ParlaMint-BE_2015-02-05-54-plenair-ip030x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u2	Mr President, Prime Minister, ladies and gentlemen, our group would have liked today to have a topical debate on the succession of incidents over the last few days. Every half day, there was a new incident. We do not ask this every week, Prime Minister. This week we are asking, but unfortunately that question was refused because the majority does not want to have the full talk, at least not in Parliament but in the media. We have tabled this question this week because your government has both a political and a social problem. This government, ladies and gentlemen, does not do what it has promised and does not do what it needs. Prime Minister, week after week, you reiterated that your government provides unity and stability. What do we see? Anything but stability! A Mexican army! There is disagreement about the social dialogue, there is disagreement about the unemployment benefit, there is disagreement about the tax shift. Even on a fundamental issue such as our security, about which all our countrymen are concerned, and even on a sensitive issue such as the military's deployment, there is a fight, a fight, and another fight! We do not see a government with a prime minister, we see a sum of four political parties already engaged in elections, led by party chairmen. You promised jobs, too. It would be the most important shipyard in this government. That this is the biggest challenge, I absolutely agree. You announced two hundred thousand jobs in this hemisphere. Mr Van Overtveldt then announced eighty thousand of them in this Chamber. And two courses further, in the Committee on Social Affairs, Mr Peeters announced sixty thousand of them. Are you still following, Mr Dewael? The number is decreasing by tens of thousands each time. Yesterday we saw for the first time the total picture of the pluses and the minuses. Prime Minister, when it comes to your commitment to jobs, we are talking about ten thousand additional jobs during this legislature. What will you do to put things right? When is the government going to meet for a weekend to ensure unity and stability? In the light of budgetary control, what will you do to update yesterday's report, which predicts less income and hardly any additional jobs, and to reinvigorate this country? I look forward to your answers and I expect a performance from a prime minister.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u3	Mr President, Prime Minister, ladies and gentlemen, we saw an incident following an incident, with a cumulation last weekend when a government party asked its supporters and members to act against a decision which she had co-approved. Du jamais vu. That's not the only thing, but I won't list what happened before Christmas. I am just talking about the last week, about the discussions on the tax shift, about unemployment benefits, about tax amnesty, about the social agreement; in short, it does not stop. You may think this is fun for the opposition, that the opposition likes it. Not at all, Prime Minister. You will be surprised, ladies and gentlemen, but we want to debate the substance and we want things to happen. We do want to be able to discuss the number of jobs you promise, after which you have to withdraw that promise every time. We do not want to discuss the use of paracommands on the back of others. We also want to live in a safe society. The fact that your government is refusing to take a decision on this in unity, Prime Minister, is simply scandalous. I have no other words for that. My question is therefore very simple, Prime Minister. When will you finally be a prime minister and when will your government finally rule?
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u4	Mr President, ladies and gentlemen, Mrs Temmerman, Mr Calvo, thank you for opposing this caricature in order to play only political games without asking questions about the content. Congratulations! I am working with the government to find solutions and I will respond to the content. Is social consultation easy? No, but we work and we try to find solutions. A few days ago, the Group of Ten, although not unanimously, reached an agreement. That is a step in the right direction for social peace. That didn't happen by accident. It is the implementation of points in our coalition agreement: social prosperity and decisions on wages. These are concrete and substantive points to support our economy. Another example is the dialogue with the Länder. He's on the right track. The first meeting of the Consultative Committee took place. The agenda has been set and the first decisions have been taken. We are working on that. Over the last few hours and days we have also received many important encouragements which confirm that we are on the right track with the coalition agreement and the decisions taken and that we are moving in the right direction. An example of this is the 2015 budget. However, I do not receive any questions from the opposition. A few hours ago, the European Commission confirmed the argument that the government had prepared on the basis of fifty pages of substance about our future in the socio-economic field. It is a credible, realistic and serious budget. Those are the facts. Finally, it saddens me that you are unhappy because the government is at work and is achieving results. Those are the commitments of the coalition agreement. Mrs. Temmerman, my final words are for you. You are sad about the division and you speak loudly about unity. Well, the sp.a is a specialist in unity, especially in Antwerp.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u5	Prime Minister, as far as the latter is concerned, a real Prime Minister would not need such a thing. You're asking the opposition to stop playing political games. You do not yet have your own government under control, so I suggest that you do not begin to lecture the opposition. Who should stop playing political games? Mr Beke, Mr Peeters, Mr Dewael. Some members of your government are playing political games. That must be stopped and you must exercise authority on your own team. Every week the same answer is given here. (...): (...)
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u6	Ladies and gentlemen, let Mr Calvo conclude.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u7	Every week the same answer is given here. The Prime Minister is clearly still in denial. Every week, Prime Minister, you need more movements, adjectives and superlatives to say that this government is connected and is achieving results. We saw the results yesterday. In 2019, the income of citizens in this country will be 1.2 % lower. This country deserves better and can do better, for example with fair taxes. There's barely ten thousand extra jobs coming in, while you predicted two hundred thousand. If you face reality, you will find an ally in the opposition. There are many solutions on the table to put this country on a new footing. I hope that it will get through to you one of the next few days or weeks, Prime Minister, and you will find an ally in us.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u8	Mr Prime Minister, I would like to add my words, but your answer is not all that good. If we say that we want this government to rule and that there are no political games on security, you dare to answer that you are working on the Security Committee. Do I need to remind you that last week your own ministers called the Security Committee a talk barracks? Today you have come to tell us that you have done and will do so, but next week you will have to deny it again or you will have to reduce a number of things. Prime Minister, this country expects something else from the government and from the Prime Minister. I hope that you will be able to deliver on this in the future. Thanks for that.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u9	Mr Prime Minister, when I hear the opposition, I think of the spell: the dogs bark, the caravan passes by or les chiens aboient et la caravane passe. Colleagues, why do I say that? The European Commission announced today, three hours ago, the results achieved by our country. Growth is picking up, unemployment is falling for the first time since the crisis and the government deficit is falling in line with the commitments made with Europe. All this is done by a government policy that is committed to restoring competitiveness, reducing labour costs, labour and pension reforms and restoring public administration. I therefore find it incomprehensible that the opposition, in particular the Socialists, should come forward today with plans which would destroy growth, which is attracting growth. Higher taxes for larger companies by abolishing the notional income deduction, Mrs Temmerman, people will like to hear it from Volvo Gent. Furthermore, it is a question of taxing people who use their cars to go to work and taxing capital gains for SMEs. Those are the opposition's plans. That is what she is proposing as an alternative. Ladies and gentlemen, the opposition's tax offer is touching. After Green proposed twelve new taxes, the Socialists are now joining. (Loud protest on the benches of the sp.a. Group) I know my remarks hurt. First of all, Prime Minister, I would like to ask you how you respond to the important report of the European Commission. What measures do you intend to take in the coming months to give our economy extra oxygen? Secondly, the social agreement that has been reached will ensure stability in our economy. On what time and how do you intend to implement this important draft agreement, together with the government?
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u10	Mr President, ladies and gentlemen, the OECD report is indeed an important report. It provides an objective diagnosis of the situation in our country. The diagnosis in the report confirms the diagnosis on the basis of which we made a coalition agreement. The facts are that Belgium has some weak and delicate points. Unemployment remains an important problem in Belgium. The pay handicap is also a delicate issue. The pay handicap not only threatens current jobs, but risks that we will not be able to create more jobs. Finally, there is the ageing of our population, which makes pension reform an important objective for the future. I therefore note that the OECD's diagnosis is 100% in line with the government's diagnosis. Since we started four months ago, we've made decisions. Of course, the government will have to take further decisions in the coming months. Our priorities are clear. We are 100% in the process of restoring our socio-economic model. We do this because the best key to sustainably strengthening and guaranteeing our social protection is job protection and job creation. The current government and the majority, including in Parliament, will therefore continue to work hard to implement the commitments made. I would like to add a word about the important social dialogue. We are convinced that social peace is an important condition for the growth of activities in our country. Social rest and social consultation are necessary. We will certainly be holding meetings with the Group of Ten in the next few days to take stock of the situation. We await the views of the official bodies of the trade unions on the draft agreement. I would like to thank the Members of Parliament who are convinced that the priority is not the small fights and small debates, but the clear socio-economic orientations to give our country a good future.
ParlaMint-BE_2015-02-05-54-plenair-ip030x.u11	Thank you, Prime Minister, for your reply. A case is clear. There's still a lot of work to be done. If we can do this work together, we can bring our country back to the European summit. There is, however, a condition that the government should not be distracted by discussions in the margins and that we should work together on the structural improvement of our country. You can count on our group to implement the coalition agreement at 100%. Nothing more, but nothing less.
