Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Guest	notMP	notMinister	-	-	-	-	AnnaSabatova.1951	Šabatová, Anna	F	1951	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriJunek.1973	Junek, Jiří	M	1973	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JeronymTejc.1977	Tejc, Jeroným	M	1977	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	Usvit	Rise of Direct Democracy of Tomio Okamura	-	Far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelPlzak.1960	Plzák, Pavel	M	1960	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u12	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	JanaHnykova.1963	Hnyková, Jana	F	1963	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u13	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u14	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u15	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u16	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriJunek.1973	Junek, Jiří	M	1973	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u17	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u18	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriJunek.1973	Junek, Jiří	M	1973	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u19	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u20	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrKorenek.1966	Kořenek, Petr	M	1966	
ParlaMint-CZ-en_2016-11-10-ps2013-050-10-003-232	ParlaMint-CZ_2016-11-10-ps2013-050-10-003-232.u21	Parliament of the Czech Republic, Chamber of Deputies, 2016-11-10	2016-11-10	Lower house	ps2013	-	ps2013/050	ps2013/050/10	ps2013/050/232	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
