Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Regular	notMP	Minister	-	-	-	-	RobertPelikan.1979	Pelikán, Robert	M	1979	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Guest	MP	notMinister	-	-	-	-	MiroslavAntl.1955	Antl, Miroslav	M	1955	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2016-05-24-ps2013-047-01-003-002	ParlaMint-CZ_2016-05-24-ps2013-047-01-003-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-05-24	2016-05-24	Lower house	ps2013	-	ps2013/047	ps2013/047/01	ps2013/047/002	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
