Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Regular	notMP	Minister	-	-	-	-	RobertPelikan.1979	Pelikán, Robert	M	1979	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2016-02-10-ps2013-039-08-005-010	ParlaMint-CZ_2016-02-10-ps2013-039-08-005-010.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-02-10	2016-02-10	Lower house	ps2013	-	ps2013/039	ps2013/039/08	ps2013/039/010	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
