Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u1	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u2	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanChovanec.1970	Chovanec, Milan	M	1970	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u3	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u4	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	BronislavSchwarz.1966	Schwarz, Bronislav	M	1966	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u5	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u6	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u7	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u8	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u9	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u10	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	RomanSklenak.1970	Sklenák, Roman	M	1970	
ParlaMint-CZ-en_2016-03-23-ps2013-042-10-010-044	ParlaMint-CZ_2016-03-23-ps2013-042-10-010-044.u11	Parliament of the Czech Republic, Chamber of Deputies, 2016-03-23	2016-03-23	Lower house	ps2013	-	ps2013/042	ps2013/042/10	ps2013/042/044	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
