Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Chairperson	MP	notMinister	Batkivshchyna	All-Ukrainian Union "Fatherland" (Batkivshchyna)	-	Centre	ОлександрВалентиновичТурчинов.1964	Turčynov, Oleksandr Valentynovyč	M	1964	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Chairperson	MP	notMinister	Batkivshchyna	All-Ukrainian Union "Fatherland" (Batkivshchyna)	-	Centre	ОлександрВалентиновичТурчинов.1964	Turčynov, Oleksandr Valentynovyč	M	1964	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	МихайлоВолодимировичОхендовський.1973	Ochendovs'kyj, Mychajlo Volodymyrovyč	M	1973	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Chairperson	MP	notMinister	Batkivshchyna	All-Ukrainian Union "Fatherland" (Batkivshchyna)	-	Centre	ОлександрВалентиновичТурчинов.1964	Turčynov, Oleksandr Valentynovyč	M	1964	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ЮрійВасильовичБаулін.1953	Baulin, Jurij Vasyl'ovyč	M	1953	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Chairperson	MP	notMinister	Batkivshchyna	All-Ukrainian Union "Fatherland" (Batkivshchyna)	-	Centre	ОлександрВалентиновичТурчинов.1964	Turčynov, Oleksandr Valentynovyč	M	1964	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Guest	notMP	notMinister	NU	Our Ukraine	-	Centre-right	ПетроОлексійовичПорошенко.1965	Porošenko, Petro Oleksijovyč	M	1965	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Chairperson	MP	notMinister	Batkivshchyna	All-Ukrainian Union "Fatherland" (Batkivshchyna)	-	Centre	ОлександрВалентиновичТурчинов.1964	Turčynov, Oleksandr Valentynovyč	M	1964	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ЮрійВасильовичБаулін.1953	Baulin, Jurij Vasyl'ovyč	M	1953	
ParlaMint-UA-en_2014-06-07-m0	ParlaMint-UA_2014-06-07-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 7, session 4, sitting day 2014-06-07, n0	2014-06-07	Unicameralism	7	4	-	2014-06-07	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	МихайлоВолодимировичОхендовський.1973	Ochendovs'kyj, Mychajlo Volodymyrovyč	M	1973	
