Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	-	-	-	-	BratušekAlenka	Bratušek, Alenka	F	1970	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	TomcRomana	Tomc, Romana	F	1965	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	TankoJože	Tanko, Jože	M	1956	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	TankoJože	Tanko, Jože	M	1956	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NP	Parliamentary group of unrelated members of parliament	-	-	MöderndorferJankoJani	Möderndorfer, Jani	M	1965	
ParlaMint-SI-en_2014-05-08-SDZ6-Izredna-63	ParlaMint-SI_2014-05-08-SDZ6-Izredna-63.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 63, (08. 05. 2014)	2014-05-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
