Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavFaltynek.1962	Faltýnek, Jaroslav	M	1962	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
