Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u16	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u17	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u18	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-015-020	ParlaMint-CZ_2019-11-07-ps2017-035-10-015-020.u19	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/020	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
