Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	StanislavJuranek.1956	Juránek, Stanislav	M	1956	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2019-07-10-ps2017-033-02-013-048	ParlaMint-CZ_2019-07-10-ps2017-033-02-013-048.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-07-10	2019-07-10	Lower house	ps2017	-	ps2017/033	ps2017/033/02	ps2017/033/048	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
