Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Guest	MP	notMinister	-	-	-	-	LumirKantor	Kantor, Lumír	M	-	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2019-09-10-ps2017-034-01-003-003	ParlaMint-CZ_2019-09-10-ps2017-034-01-003-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-10	2019-09-10	Lower house	ps2017	-	ps2017/034	ps2017/034/01	ps2017/034/003	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
