Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-010-098	ParlaMint-CZ_2019-12-18-ps2017-039-10-010-098.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/098	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
