Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanVolny.1959	Volný, Jan	M	1959	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u16	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanVolny.1959	Volný, Jan	M	1959	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u17	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u18	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u19	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-05-09-ps2017-028-07-004-180	ParlaMint-CZ_2019-05-09-ps2017-028-07-004-180.u20	Parliament of the Czech Republic, Chamber of Deputies, 2019-05-09	2019-05-09	Lower house	ps2017	-	ps2017/028	ps2017/028/07	ps2017/028/180	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
