Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	PetrTresnak.1983	Třešňák, Petr	M	1983	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	PetrTresnak.1983	Třešňák, Petr	M	1983	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavKytyr.1963	Kytýr, Jaroslav	M	1963	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanCizinsky.1978	Čižinský, Jan	M	1978	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	OndrejVesely.1976	Veselý, Ondřej	M	1976	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MartinBaxa.1975	Baxa, Martin	M	1975	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-07-ps2017-030-08-004-150	ParlaMint-CZ_2019-06-07-ps2017-030-08-004-150.u16	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-07	2019-06-07	Lower house	ps2017	-	ps2017/030	ps2017/030/08	ps2017/030/150	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	RomanOnderka.1965	Onderka, Roman	M	1965	
