Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	LeoLuzar.1964	Luzar, Leo	M	1964	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	OndrejBenesik.1976	Benešík, Ondřej	M	1976	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	TomasMartinek.1986	Martínek, Tomáš	M	1986	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2019-03-13-ps2017-027-06-005-007	ParlaMint-CZ_2019-03-13-ps2017-027-06-005-007.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-03-13	2019-03-13	Lower house	ps2017	-	ps2017/027	ps2017/027/06	ps2017/027/007	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
