Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejProfant.1988	Profant, Ondřej	M	1988	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejProfant.1988	Profant, Ondřej	M	1988	
ParlaMint-CZ-en_2019-10-23-ps2017-035-06-003-015	ParlaMint-CZ_2019-10-23-ps2017-035-06-003-015.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-10-23	2019-10-23	Lower house	ps2017	-	ps2017/035	ps2017/035/06	ps2017/035/015	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
