Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Guest	MP	notMinister	-	-	-	-	JitkaSeitlova	Seitlová, Jitka	F	-	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Guest	MP	notMinister	-	-	-	-	JitkaSeitlova	Seitlová, Jitka	F	-	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelPustejovsky.1972	Pustějovský, Pavel	M	1972	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelPustejovsky.1972	Pustějovský, Pavel	M	1972	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-006-219	ParlaMint-CZ_2019-12-18-ps2017-039-10-006-219.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/219	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
