Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Regular	notMP	Minister	-	-	-	-	MiroslavToman.1960	Toman, Miroslav	M	1960	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MonikaCervickova.1967	Červíčková, Monika	F	1967	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2019-09-11-ps2017-034-02-007-026	ParlaMint-CZ_2019-09-11-ps2017-034-02-007-026.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-09-11	2019-09-11	Lower house	ps2017	-	ps2017/034	ps2017/034/02	ps2017/034/026	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
