Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	HanaAulickaJirovcova.1981	Aulická Jírovcová, Hana	F	1981	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndreaBrzobohata.1971	Brzobohatá, Andrea	F	1971	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2019-11-29-ps2017-039-04-010-019	ParlaMint-CZ_2019-11-29-ps2017-039-04-010-019.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-29	2019-11-29	Lower house	ps2017	-	ps2017/039	ps2017/039/04	ps2017/039/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
