Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2019-12-18-ps2017-039-10-007-220	ParlaMint-CZ_2019-12-18-ps2017-039-10-007-220.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-18	2019-12-18	Lower house	ps2017	-	ps2017/039	ps2017/039/10	ps2017/039/220	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
