Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	TomasMartinek.1986	Martínek, Tomáš	M	1986	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2019-06-05-ps2017-030-06-006-188	ParlaMint-CZ_2019-06-05-ps2017-030-06-006-188.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-06-05	2019-06-05	Lower house	ps2017	-	ps2017/030	ps2017/030/06	ps2017/030/188	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
