Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanaPastuchova.1965	Pastuchová, Jana	F	1965	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
ParlaMint-CZ-en_2019-11-07-ps2017-035-10-014-019	ParlaMint-CZ_2019-11-07-ps2017-035-10-014-019.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-11-07	2019-11-07	Lower house	ps2017	-	ps2017/035	ps2017/035/10	ps2017/035/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
