Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u2	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Guest	MP	notMinister	-	-	-	-	TomasCzernin	Czernin, Tomáš	M	-	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u3	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u4	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u5	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u6	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	KarlaMarikova.1981	Maříková, Karla	F	1981	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u7	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u8	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	LeoLuzar.1964	Luzar, Leo	M	1964	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u9	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u10	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2019-01-23-ps2017-026-02-004-080	ParlaMint-CZ_2019-01-23-ps2017-026-02-004-080.u11	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-23	2019-01-23	Lower house	ps2017	-	ps2017/026	ps2017/026/02	ps2017/026/080	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
