Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Guest	notMP	notMinister	NU	Our Ukraine	-	Centre-right	ПетроОлексійовичПорошенко.1965	Porošenko, Petro Oleksijovyč	M	1965	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ЛеонідМакаровичКравчук.1934	Kravčuk, Leonid Makarovyč	M	1934	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ЛеонідМакаровичКравчук.1934	Kravčuk, Leonid Makarovyč	M	1934	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ЮрійМихайловичЗакопець.1996	Zakopec', Jurij Mychajlovyč	M	1996	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	ОлександрОлександровичМороз.1944	Moroz, Oleksandr Oleksandrovyč	M	1944	
ParlaMint-UA-en_2016-06-28-m0	ParlaMint-UA_2016-06-28-m0.u11	Ukrainian parliamentary corpus ParlaMint-UA-en, term 8, session 4, sitting day 2016-06-28, n0	2016-06-28	Unicameralism	8	4	-	2016-06-28	-	Reference	English	Chairperson	MP	notMinister	NF	People's Front	-	Centre-right to right	АндрійВолодимировичПарубій.1971	Parubij, Andrij Volodymyrovyč	M	1971	
