ParlaMint-FR_2018-02-20-O1146.u1	The next item is the question to the Government.
ParlaMint-FR_2018-02-20-O1146.u2	The next speaker is Mr Pierre Vatin, for the Group of the European People's Party.
ParlaMint-FR_2018-02-20-O1146.u3	[[Mrs. and Mr. Members rise and applaud at length. – Mrs and Mr. members of the Government applaud]] Mr President, first of all, I would like to pay tribute to the exceptional and formidable achievement made today by our Olympic champion Martin Fourcade and his team-mates in the mixed biathlon relay. He is now the most successful French player in the Olympic Games. [[Applause on several benches in the LR group]] Prime Minister, your government likes to present itself as the champion of purchasing power. But at the end of eight months, the French saw above all that he was the champion of fiscal batonage and the fosseur of purchasing power. The year 2018 is already extremely brutal for the purse of our fellow citizens. Be aware: since the beginning of the year, the French have experienced a massive increase in the CSG – the widespread social contribution – as well as an unprecedented increase in the price of diesel and unleaded petrol! By increasing both, you are absolutely penalizing all drivers, in the first place the rural ones. The French also suffer an increase in the price of cigarettes, domestic fuel oil, gas, stamp, motorway tolls, insurance, mutuals. And this is not going to stop because the future parents will, from April onwards, be subjected to an important plan on the young child's reception benefit: a couple whose members earn 1500 euros will lose 100 euros per month for their first child, or 1200 euros per year. Fortunately, our compatriots are not fooled by your communication effects or your Coué method. It is not because you repeat, morning, noon and evening, that the purchasing power of the French increases, that the French will believe it. On the contrary, they see every day that they are getting poorer. [[Applause on the benches of the LR group and on some benches of the UDI-Agir group]] So, Prime Minister, when are you going to listen to our compatriots who are going through these increases and no longer know how to close their end of month?
ParlaMint-FR_2018-02-20-O1146.u4	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2018-02-20-O1146.u5	Mr Vatin, you were right to mention Martin Fourcade and to salute the feat of this immense champion.
ParlaMint-FR_2018-02-20-O1146.u6	He didn't turn his jacket over!
ParlaMint-FR_2018-02-20-O1146.u7	He is faithful to his country!
ParlaMint-FR_2018-02-20-O1146.u8	This achievement is the fruit of his work and his perseverance, and the whole Assembly salutes him. [[Exclaims on a few benches in the LR group]] We will demonstrate that perseverance is one of the best allies to achieve results. Why, on the other hand, persevere in error and continue to say untruths? [[Applause on a few benches of the REM group]] [[Claims on several benches in the LR group]] This government is the government of purchasing power. You could have mentioned, Mr. Member, the reduction in the housing tax. You could have recalled that 21 million French, private sector employees, saw the salary recorded on their payroll increase at the end of January, due to the drop in contributions, and that there will be a second wave in October. You could have talked about the increase in social minimums, such as the minimum old age or the allowance for disabled adults.
ParlaMint-FR_2018-02-20-O1146.u9	What about the CSG?
ParlaMint-FR_2018-02-20-O1146.u10	Mr President, let me tell you that you could have gone to the end of the exercise of truth, because there should be no on and off. We are fully democratic and we are taking on the commitments we have made.
ParlaMint-FR_2018-02-20-O1146.u11	You said the opposite six months ago!
ParlaMint-FR_2018-02-20-O1146.u12	[[Applause on the benches of the REM and MODEM groups. – Exclaims on the benches of the LR group]] You could have recalled, Mr. Member, that you supported a presidential candidate who wanted to remove 500,000 positions in the civil service and increase VAT – value added tax – by 2%. This would have been a levy of EUR 13 billion, taken into the pocket of all the French, without taking into account their income level, their situation or whether or not they have a job, that is, without any of the modulations that we have planned. [[Applause on the benches of the REM and MODEM groups]] Member, if you want to talk about purchasing power, then do a little introspection! Look behind you and remember the program you defended! Look what we're doing, and you'll see that we're in the real world!
ParlaMint-FR_2018-02-20-O1146.u13	The next speaker is Mr Aurélien Taché, on behalf of the Group of the European People's Party.
