ParlaMint-FR_2018-06-05-O1254.u1	The next item is the question to the Government.
ParlaMint-FR_2018-06-05-O1254.u2	Mrs Sophie Mette, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2018-06-05-O1254.u3	Madam Minister for Culture, yesterday you launched the projects which must lead to a reform of our public audiovisual sector. This campaign commitment of the President of the Republic has been a priority of the executive since the beginning of this legislature. It is expected to bring a reform to the French by the autumn of 2019 to begin the transformation of the public audiovisual sector. For it is in front of the French that we must justify the changes announced, both in terms of content and in terms of funding and governance. You have decided, contrary to what has often been done, to focus on the objectives in terms of content and redefinition of the offer, before dealing with funding or governance. While recalling that this reform of content is not impervious to questions of structure and funding, the Group of the Democratic and Related Movement supports this approach. He would, however, like more details on the methodology. You have announced the establishment of a mission to reflect on the changes to be made to the offer of our public audiovisual service. This public service, for many of our citizens, is a heritage and an access to cultural diversity, which should be promoted. It is also a decisive contribution to free will and critical thinking, in a society invaded by the information flows of GAFAM – Google, Apple, Facebook, Amazon and Microsoft – and the propaganda that is sometimes distilled there. It is therefore essential for us to involve the public, and particularly young people, in the reflection on the evolution of these media, in order to take account of their expectations and their uses. Nevertheless, the digital transformation of France 4 raises some concerns as animation could suffer, while the channel has already invested 14 million euros in 2018. [[Applause on the benches of the MODEM group]] Madam Minister, we share your direction, but, beyond the method, can you assure us that the public service will have the ambition to fulfil the missions that are its own – access to culture, education, information, creation – while regaining its legitimacy and the audience that should be its own?
ParlaMint-FR_2018-06-05-O1254.u4	The Minister for Culture has the floor.
ParlaMint-FR_2018-06-05-O1254.u5	Madam Member, thank you for your question. Public audiovisual is at the heart of French life, with two hours per French person per day on average. It must return to its universal vocation, which presupposes that it meets the expectations of the faithful public, who is attached to its radio and linear television, which is generally satisfied with it, but which expects more in terms of quality, on the one hand, and the uses of young people, who favour digital and want short series and formats that they can look at anywhere, on the other hand. We want to carry out a reform for the public, with the public. And youth, as you know, is at the heart of our concerns. Talking to young people means placing themselves on all terrains, making sure that children who only have access to linear television can see quality programmes on several channels and, at the same time, strengthening the digital presence of these programmes. It is also, as you said, strengthening the educational dimension. Tomorrow will be presented the platform of media education and decryption, hosted on the website of France Info. We will discuss this during the debate on the proposals for an ordinary and organic law on the fight against the manipulation of information. We will also create an educational platform, similar to that of the BBC, to support young people in their revisions. Companies will be responsible for conducting a wide-ranging consultation with the general public – listeners, viewers and Internet users – and will have to ensure that young people are particularly involved. [[Applause on several benches of the LaREM and MODEM groups]] The mission that I have appointed to me will ensure the proper conduct of this public debate and will lead to consultation with professionals. In a second phase, we will open the other construction sites by 2019.
ParlaMint-FR_2018-06-05-O1254.u6	Mr Le Fur, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-06-05-O1254.u7	This question is for you, Prime Minister, and I hope that it will receive your full attention. In the agricultural field, the major information of recent weeks is not the vote on the agricultural bill – we have no illusions about a text of circumstances. The major information is the announcement of a very sharp reduction in the budget for the common agricultural policy, which is a catastrophic decline, since we are talking about 10% to 12%. This represents a loss of EUR 5 billion for French agriculture between 2021 and 2027. This decline would have consequences for our farmers whose incomes will be directly affected, consequences for the credibility of Europe, of which it was the only real great long-term and proactive policy! This decline would also reflect the weakening of our country, which, by evoking the great European principles in great and beautiful speeches, forgets our fundamental interests. Prime Minister, what will the government do? I recall, with a certain solemnity, that never have your predecessors, never the predecessors of the President of the Republic, given up on the CAP. Don't give up! This decline comes at a time when we are opening our borders widely to Canadian products, to products from Latin America, Brazil and Argentina, to those from Mexico, and soon to those from Australia. [[Vif applause on the benches of the LR group]] In a region like Brittany, marked by a strong agricultural and agri-food specialisation, a decline in the CAP will have dramatic consequences – a loss of between 400 and 500 million euros is possible in the same period. I invite you to become aware of this! In fact, Prime Minister, since you went to the Cher, after visiting the Lot, I now invite you to Brittany to work, among other things, on this subject.
ParlaMint-FR_2018-06-05-O1254.u8	[[Exclaims on the benches of the LR group]] The Minister for European Affairs has the floor.
ParlaMint-FR_2018-06-05-O1254.u9	[[Protests on the benches of the LaREM group]] She doesn't know what the CAP is!
ParlaMint-FR_2018-06-05-O1254.u10	Thank you for your courtesy! [[Applause on several benches of the LaREM, MODEM and IDU-Agir groups]] Mr Marc Le Fur, the budget proposal presented by the Commission is only a draft. As far as the CAP is concerned, this project is not acceptable because it would lead to a drastic reduction in the incomes of our farmers and would affect most farms. It is not acceptable because the CAP is at the heart of the European Union's strategic stakes. It ensures our sovereignty and food security. It accompanies the new challenges of the environment, climate change. It helps to transform agricultural sectors, models and practices. [[Applause on several benches of the LaREM, MODEM and IDU-Agir groups]] Since this proposal is not acceptable, we will not accept it.
ParlaMint-FR_2018-06-05-O1254.u11	Double language!
