ParlaMint-FR_2018-05-15-O1210.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-05-15-O1210.u2	Mrs Anne Blanc has the floor to raise her question, No. 308, concerning the notice of contravention for non-designation of a driver.
ParlaMint-FR_2018-05-15-O1210.u3	Minister to the Minister of State, Minister of the Interior, I would like to draw your attention to the notices of contravention for non-designation of a driver issued to legal representatives about whom I have been solicited by many of my constituents. As of January 1, 2017, pursuant to section L. 121-6 of the Road Traffic Code, where an offence has been committed with a vehicle whose holder of the certificate of registration is a legal person, the legal representative of the latter shall indicate within 45 days of the dispatch or delivery of the notice of contravention, the identity and address of the natural person driving the vehicle. If the legal representative does not designate the natural person who committed the offence, he or she receives an additional notice of contravention for non-designation of the driver, a fine of up to 450 euros. This latter provision now affects many artisans, self-entrepreneurs or entrepreneurs who work alone and who, in good faith, spontaneously pay the fine without thinking of self-denunciation. This is often the result of a lack of clarity in the title on the first notice of contravention. In fact, it does not sufficiently specify the distinction between the legal representative and the natural person, nor their respective obligations, which can be all the more confusing since, in some cases, such as the one mentioned at the moment, the legal representative and the natural person are only one and the same person. You will agree that this situation is likely to cause serious inconvenience to many business leaders, who must subsequently engage in lengthy and costly procedures – for them as well as for the public prosecutor – to request exemption for notice of non-denunciation. I would therefore like to know what steps you intend to take to clarify the wording and presentation of the notice of contravention addressed to the legal representative, in order to prevent persons in good faith from having to pay increased fines. I would also like you to clarify the treatment of requests for exemption for these specific cases.
ParlaMint-FR_2018-05-15-O1210.u4	The Minister has the floor to the Minister of State, Minister of the Interior.
ParlaMint-FR_2018-05-15-O1210.u5	Member of Parliament, since January 1, 2017, legal persons whose legal representative does not designate a natural person who has committed an offence while driving a vehicle owned by them are issued a notice of contravention for non-designation of a driver. The issuance of this new notice of contravention must put an end to the situation in which certain offenders who have committed an offence while driving a professional vehicle are not subject to the removal of points. In some cases, the corporation may even pay the fine directly instead of the offender. Such procedures are, of course, disresponsible for offenders and contrary to road safety objectives. The legal representative of a legal person must therefore, upon receipt of a notice of contravention, designate the driver who has committed the offence or designate himself personally, if he himself has committed the offence, including the reference of his driving licence. In order to facilitate the procedures of legal representatives and to clarify the procedures to be followed, the National Agency for the Automated Processing of Offences has adapted the documents it sends to them as part of the automated control. All the information that is useful to legal representatives can thus be found in the combined reading of the notice of contravention and the accompanying payment notice. While these documents provided a clear understanding of the scheme, they have nevertheless been improved, in line with the recommendations of the Ombudsman. It should be pointed out that the provisions of the Road Code providing for the penalty for non-designation were submitted to the Criminal Division of the Court of Cassation, in the context of an application for the transfer to the Constitutional Council of a priority issue of constitutionality. In particular, the Criminal Chamber stated that these provisions of the road code were unambiguous, and that they ensured a fair balance between the needs of combating road insecurity and the right not to be self-incriminating. While, in certain professional situations, the distinction between professional and personal activities is difficult, the process of registering a vehicle as a legal person is always a choice, which gives legal representatives rights and benefits, but also obligations. These include the ability to identify and designate the driver who commits offences at the wheel of the vehicle, and the ability to designate himself as a driver, if the legal representative himself commits an offence at the wheel of the vehicle. If heads of very small enterprises have not realized that they have registered their vehicles on behalf of a legal person, it is up to them to make requests for correction of registration certificates, which can also be carried out by electronic means, as part of the dematerialised procedures accessible via the website of the Ministry of the Interior.
ParlaMint-FR_2018-05-15-O1210.u6	Mrs Anne Blanc has the floor.
ParlaMint-FR_2018-05-15-O1210.u7	Thank you, minister, for that clarification. You have not fully responded to requests for exemption from non-self-designated claimants, but we will certainly have an opportunity to discuss them together. There has certainly been a lack of communication on the application of this new measure. It would be relevant to transmit this information locally to all entrepreneurs so that they are fully aware of their obligations on this particular subject.
ParlaMint-FR_2018-05-15-O1210.u8	Mrs Véronique Hammerer has the floor to raise her question, No 310, concerning the issue of identity cards in rural areas.
ParlaMint-FR_2018-05-15-O1210.u9	Minister, since 1 March 2017, the issuance of national identity cards is no longer automatic in the town hall of the place of residence, but in a town hall with a device to collect the fingerprints of the users. Identity cards, such as passports, are now biometrics. This innovative device involves making an appointment on the dedicated Internet platform before being able to deposit its documents in person at the town hall, which gives rise to a second appointment, always in person, in order to recover the identity card. This system, which is intended to simplify the issuance of national identity cards, seems to me to complicate it. What is a reasonable time to get his ID? Before this system, we went to our town hall with the necessary papers, and we got the card within three weeks. Today, in some town halls, the waiting time for the first appointment can be up to three months, and once the application is filed, it will take between three weeks and one month to recover the ID. What is a reasonable distance to travel to get his ID? The limited number of town halls equipped with biometric terminals obliges citizens who do not live in large cities to travel up to 100 kilometres in order to re-write their documents. In rural areas, one could almost speak of desertification in terms of biometric boundaries. Should we also force the elderly, often isolated, to take such a long journey to obtain their identity documents? I'm not even talking about the lack of internet access. If, on the other hand, citizens are dissatisfied, on the other hand, territorial officials and town hall staff are on the brink of the explosion because of the influx of demands. In view of the announced deadlines, citizens compete between town halls and thus increase telephone calls in the various municipalities. The situation will remain unresolved until the number of devices for fingerprinting is doubled or even tripled, especially in rural areas. Madam Minister, what to do?
ParlaMint-FR_2018-05-15-O1210.u10	The Minister has the floor to the Minister of State, Minister of the Interior.
ParlaMint-FR_2018-05-15-O1210.u11	Member, the reform of national identity cards has been taking place since 2015. The Ministry of the Interior has embarked on an unprecedented overhaul of the procedures for investigating these titles, with a threefold objective: to simplify the procedures of users, to secure the procedure – which is very important – and to strengthen the fight against fraud. The use of biometrics, which you mentioned, already allows us to see a sharp drop in fraud. In order to produce its full effects, this dematerialisation imposes a limitation on the number of municipalities equipped with collection devices. I recall that this mission is not a new mission that the State would have transferred to the communal bloc. It has been a mission of mayors for decades as an agent of the state. However, I do not ignore the fears of the mayors, and the exchanges with the Association of Mayors of France have led to firm commitments by the Government with regard to the financial modalities of the reform. For example, the State has decided to strengthen its financial support for municipalities with collection facilities. The two-fold increase in the allocation for secured securities in 2018 – from 18 to 40 million euros – has resulted in an increase in its flat-rate amount, to 8580 euros per equipment, and to 12130 euros when the scheme's activity reaches 1875 securities per year. I would point out that this allocation is paid only for the reception of users outside the municipality, since the municipalities are provided with State funds for the service rendered to their own population. You said that some users had to travel up to 100 kilometres, but it is possible for them to go to any town hall. They do not have to go to a specific location to apply for an ID card. In order to take full advantage of this reform, the town halls must, of course, adjust their organisation. A guide identifying good practices that could contribute to reducing delays is also available to the municipalities. For their part, the State services are also endeavouring to reduce the delays in the investigation and production of securities, in particular through dematerialisation, with the aim of achieving a global deadline – I say a global one – of no more than two to three weeks from the date of registration of the application in the application. Finally, I strongly encourage users to carry out the pre-application online, as this helps to avoid oblivion of supporting documents and facilitates the work of the reception staff of the town halls. I would also point out that in the public service houses that have been opened in all the territories, especially in rural areas, there is often a computer station where users, especially the oldest of them, can be helped in their applications by young people performing their civic service. All of these provisions reflect the Government's commitment to ensuring a high-quality, modern, community-based service at the time of information technology.
