ParlaMint-FR_2018-12-19-O1112.u1	The next item is the question to the Government.
ParlaMint-FR_2018-12-19-O1112.u2	Mr Fabien Di Filippo has the floor.
ParlaMint-FR_2018-12-19-O1112.u3	[[Applause from non-attached Members]] Prime Minister, why run away from the debate on immigration, a matter crucial to the destiny of our nation? France today voted at the UN to ratify the Marrakesh Pact on Migration. Why has there not been a debate on this text in Parliament, with you in the Chamber?
ParlaMint-FR_2018-12-19-O1112.u4	Where have you been?
ParlaMint-FR_2018-12-19-O1112.u5	[[Applause on several benches in the LR group]] The signatories of this pact undertake to make migration channels "accessible and more flexible", to ensure "access to basic services for all migrants" and to punish the media that do not present migrants in a positive way. This is an aberration, at a time when the integration capacities of our country are saturated! The Government has also come back to President Macron's promise to make immigration one of the main themes of the major national debate. [[Claims on several banks of the LaREM Group]] [[Raphaël Schellenberger applauds]] Our compatriots are worried about the drifts of your laxity: there are 20% more asylum seekers every year! To date, however, those who have been denied the right to asylum remain in France in 96% of cases. The French have understood that your policy led to the presence of more illegal people in our country and they are revolted at horrendous injustices: why do you revalue the aid to asylum seekers to the level of inflation, while you refuse to increase support for families and pensions? Why do you give an additional EUR 53 million to state medical aid, which provides free care for illegal immigrants and costs almost EUR 1 billion, while for many of our fellow citizens access to care is becoming increasingly difficult?
ParlaMint-FR_2018-12-19-O1112.u6	He's right!
ParlaMint-FR_2018-12-19-O1112.u7	Why are you expanding the possibilities of family reunification? Why are you pretending to refuse migrants' boats in our ports, as you offer refugee status to most of those in our ports, thus encouraging the atrocities of smugglers? All these measures constitute a genuine call for illegal immigration! [[Claims on several banks of the LaREM Group]] [[Applause on the benches of the LR group]] So, Prime Minister, when will you overcome the collective cowardice of your majority on this subject? The French want a debate, and we want it in the House, in front of the Nation!
ParlaMint-FR_2018-12-19-O1112.u8	[[Applause on the benches of the LaREM and MODEM groups]] The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2018-12-19-O1112.u9	[[Applause on several benches of the LaREM and MODEM groups]] Member of Parliament, I find your question strange.
ParlaMint-FR_2018-12-19-O1112.u10	She's not!
ParlaMint-FR_2018-12-19-O1112.u11	[[Claims on several benches in the LR group]] At the legitimate request of several Members, the ambassador responsible for these matters was heard yesterday,...
ParlaMint-FR_2018-12-19-O1112.u12	You're the one we need to hear!
ParlaMint-FR_2018-12-19-O1112.u13	Let him answer it!
ParlaMint-FR_2018-12-19-O1112.u14	[[Claims on several benches in the LR group]] ...and I spoke. Do you mind if I answer you? Mr. President, may I respond?
ParlaMint-FR_2018-12-19-O1112.u15	Yes, but everybody would have to shut up!
ParlaMint-FR_2018-12-19-O1112.u16	I'm going to calmly answer a question that was missing! Mr Di Filippo, the Marrakesh Pact was mentioned by myself to the Committee on Foreign Affairs last week...
ParlaMint-FR_2018-12-19-O1112.u17	Catimini!
ParlaMint-FR_2018-12-19-O1112.u18	...for two hours.
ParlaMint-FR_2018-12-19-O1112.u19	We were sitting in the Chamber!
ParlaMint-FR_2018-12-19-O1112.u20	[[Applause on the benches of the LaREM and MODEM groups]] I have had the opportunity to speak at length on this subject. Yesterday, at your request, I asked the ambassador following this question to be heard in turn by the Committee on Foreign Affairs. And there was no one in your group!
ParlaMint-FR_2018-12-19-O1112.u21	That's right!
ParlaMint-FR_2018-12-19-O1112.u22	Nobody, nobody, nobody, nobody!
ParlaMint-FR_2018-12-19-O1112.u23	That was before he had to come!
ParlaMint-FR_2018-12-19-O1112.u24	Your injunctions to the debate therefore seem a little inconvenient to me! [[Applause on the benches of the LaREM and MODEM groups]] [[Applause on the benches of the LaREM and MODEM groups, as well as on a few benches of the SOC and UDI-Agir groups]] Many fantasies, of which you have shown solidarity, if not complicity, have circulated on social networks about the Marrakesh Pact. This pact, which I advise you to read, reaffirms that migration policy is a prerogative of national sovereignty and that each State has the right to choose the people it admits on its soil and those it refuses. This is an intangible democratic principle, and the Global Compact for Safe, Orderly and Regular Migration is built on this fundamental principle. I am sorry, honourable Member, that you have not read it.
ParlaMint-FR_2018-12-19-O1112.u25	Mr Bertrand Sorre has the floor.
ParlaMint-FR_2018-12-19-O1112.u26	My question is for the Prime Minister. For several weeks now, our country has been in an unprecedented crisis. We know this: the movement called yellow vests is the result of a legitimate anger, which has been spreading for several decades. Beyond his social demands, he symbolizes the desire of many French people to express themselves, to be heard and above all to be even more involved in the public debate.
ParlaMint-FR_2018-12-19-O1112.u27	You're too subtle!
ParlaMint-FR_2018-12-19-O1112.u28	I am pleased that the Government – as evidenced by its decision to launch a major national dialogue – has understood this need for listening and participation. It will provide an unprecedented space of expression for all, for all and as close as possible to the territories. Although this exercise of participatory democracy is a direct result of the mobilization of yellow vests, it remains – and above all – a genuine national debate for our citizens. The consultation which will be launched at the very beginning of January 2019 will be structured around four themes, which directly concern the lives of the French: the ecological transition and the answer to three questions essential to the lives of our citizens – housing, moving and heating –; taxation and public expenditure; the functioning of our democracy and the exercise of citizenship; the organisation of the State and public services. The National Public Debate Commission, chaired by Ms. Chantal Jouanno, was asked to ensure the operational coordination of the major national debate. I would like to recall our Government's choice to ensure the independence, neutrality and transparency of the debates that will be conducted throughout French territory.
ParlaMint-FR_2018-12-19-O1112.u29	Too subtle!
ParlaMint-FR_2018-12-19-O1112.u30	[[Applause on several benches of the LaREM group]] Prime Minister, while we are particularly eager to engage and accompany this great agora in our territories, some issues remain outstanding. So, can you clarify the form of the debates and the role that parliamentarians will play in them?
ParlaMint-FR_2018-12-19-O1112.u31	The Secretary of State to the Prime Minister, spokesman for the Government, has the floor.
ParlaMint-FR_2018-12-19-O1112.u32	The teacher!
ParlaMint-FR_2018-12-19-O1112.u33	Mr Sorre, thank you for your question. At the initiative of the President of the Republic, a major debate will be held throughout the national territory.
ParlaMint-FR_2018-12-19-O1112.u34	Count on us!
ParlaMint-FR_2018-12-19-O1112.u35	This debate is important for our citizens, for elected officials and for intermediate bodies – in short, for all the French, who will participate – I am sure – massively. This debate is unprecedented on form and substance. You recalled the four themes on which our fellow citizens will be able to express themselves. [[Applause on several benches of the LaREM group]] Moreover, this debate has already begun. I would like to pay tribute to the opening work of the town halls, carried out in particular by the association of rural mayors of France. For several weeks, some mayors have been welcoming hundreds of our fellow citizens to their town halls. They started the job. At the beginning of January, we will rely on this pre-framework to organize a structured debate.
ParlaMint-FR_2018-12-19-O1112.u36	You won't frame anger!
ParlaMint-FR_2018-12-19-O1112.u37	The major national debate is not to replay the presidential election, nor to unblock what has been done in the last eighteen months. It does indeed aim to identify by consensus the problems common to our fellow citizens...
ParlaMint-FR_2018-12-19-O1112.u38	[[Rires on the benches of the GDR group]] You're still not going to write the answers before the debate!
ParlaMint-FR_2018-12-19-O1112.u39	... and the solutions that public authorities are able to offer with regard to the four themes chosen – energy transition, taxation, democratic participation and the organisation of the state and public services. In this debate, parliamentarians will obviously have their full place. Of course, we are counting on the involvement of the mayors. We know that they will respond now, because they love democratic debate. We also know that we will need the valuable advice of the National Public Debate Commission, chaired by Chantal Jouanno, with whom we have already started working. [[Applause on several benches of the LaREM group]] To debate in an enlightened way, far from cartoons, is our political DNA! The Government is ready for it!
ParlaMint-FR_2018-12-19-O1112.u40	Excellent!
ParlaMint-FR_2018-12-19-O1112.u41	Mr Stéphane Demilly, who I ask you to listen to in silence, has the floor.
ParlaMint-FR_2018-12-19-O1112.u42	My question is for the Minister of Economy and Finance. I would like to associate my colleagues in the IDU, Action and Independent Group, as well as my colleague from the Somme Jean-Claude Leclabart. "There's no Benco, nowhere! This famous replica of Franck Dubosc – alias Patrick Chirac – in the film Camping could well leave the film world to become an economic reality if we do not react very quickly. Nutrimaine, which owns the last factory in the world to manufacture the famous chocolate powders Banania and Benco, is seriously considering moving it to Germany, where its main shareholder, Kruger, is based. The town of Faverolles, in the department of the Somme, houses the historic factory where these iconic brands are produced. Nothing among the arguments put forward by the management of the company seriously justifies its relocation. The financial result of the site is stable. The average annual profitability is 11%. The production tool is good – it scored 98% on the IFS quality certification test. Employees are driven by a true entrepreneurial and family spirit and, above all, they are very proud of their company. While Banania celebrated its centenary in 2014, it would be inconceivable that this mythical brand leaves our territory, especially since the company's market is essentially French. Closing the last plant producing Banania and Benco in our country would be the abandonment of a strong element of our national economic heritage!
ParlaMint-FR_2018-12-19-O1112.u43	At least!
ParlaMint-FR_2018-12-19-O1112.u44	[[Applause on the benches of the UDI-Agir and LT groups as well as on several benches of the LR group]] Minister, what are you planning to do to accompany us and maintain jobs, as well as brands, on the national territory, so that there is still Banania and Benco in France?
ParlaMint-FR_2018-12-19-O1112.u45	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2018-12-19-O1112.u46	The Nutrimaine company produces on the site of Faverolles, in the department of Somme, cocoa, chocolate and confectionery products, partly marketed under the brand Benco and Banania. It employs forty-six CDI employees, as well as some temporary staff. It has been owned by the German group Kruger since 2008.
ParlaMint-FR_2018-12-19-O1112.u47	He's already said that!
ParlaMint-FR_2018-12-19-O1112.u48	At the end of November, he announced his intention to stop production at the Faverolles site and transfer it to Germany. Why? According to the company, this decision is due to the continued decline in its market share in a free fall cocoa powder market.
ParlaMint-FR_2018-12-19-O1112.u49	Like Macronie!
ParlaMint-FR_2018-12-19-O1112.u50	In France, this decline has been 27% over the last seven years and 13% over the last two years. The plant, with a production capacity of 20,000 tonnes, currently produces only 7000 tonnes. The situation is therefore a little more complex than the presentation you make of it. The company has adopted a plan to safeguard employment in order to accompany its employees and has voluntarily engaged in the search for a buyer for the site. His direction was received by my services, as well as by those of the Minister of Labour. We follow with the utmost attention the procedures initiated by the company, with particular care being taken to ensure that the conditions for accompanying employees are commensurate with the means of the group and that the search for a successor is undertaken by the company with the utmost seriousness, in order to enable the maintenance of an economic activity on the site.
ParlaMint-FR_2018-12-19-O1112.u51	That's not an answer!
ParlaMint-FR_2018-12-19-O1112.u52	Mrs Isabelle Florennes has the floor.
ParlaMint-FR_2018-12-19-O1112.u53	Minister of the Interior, in recent weeks there has been a staggering anger; We have all heard the daily difficulties experienced by our fellow citizens. The President of the Republic and the Government have, I believe, taken stock of the urgency of the situation.
ParlaMint-FR_2018-12-19-O1112.u54	After three weeks!
ParlaMint-FR_2018-12-19-O1112.u55	[[Applause on the benches of the MODEM, LaREM, LR, UDI-Agir and LT groups, as well as among non-attached MPs]] But there is a cry that has not yet broken, and for reason: it is, for the moment, stifled. This cry is that of our law enforcement agencies. I also want to take this opportunity to reiterate our full support and appreciation. Our law enforcement agencies are silent, suffering, showing admirable resilience and, despite a lack of human, financial and material resources, succeed in fulfilling their missions. [[Mr. Jean Lassalle applauds]] "We act as cannon flesh", "buffers", "punching-ball"... I could continue to embolden the terms that bear witness to their feelings in the face of the violence of recent weeks. But I want to dwell on something that I think is much more important: our law enforcement agencies feel "yellow vests". They face demonstrators whose difficulties they share. While the situation is not new, it is now essential for the State to honour its commitments. Mr Minister, when you received yesterday the representatives of the main trade union organisations, you opened a necessary dialogue. Three points of reflection are now on the table, it seems to me: the payment of overtime; the introduction of a more regular recovery system for these hours; the creation of a time-saving account to allow early retirement. [[Applause on the benches of the MODEM group]] What will be the Government's position on these proposals?
ParlaMint-FR_2018-12-19-O1112.u56	The next speaker is the Minister for the Interior.
