ParlaMint-FR_2018-06-06-O1256.u1	The next item is the question to the Government.
ParlaMint-FR_2018-06-06-O1256.u2	Mrs Agnès Firmin Le Bodo, for the IDU Group, spoke on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-06-06-O1256.u3	My question is for the Minister of Health and Solidarity. A few months ago, I was wandering about the dramatic situation of the psychiatric hospital in Le Havre, both because of the lack of psychiatrists and because of the exhaustion of staff and the condition of the buildings. A comprehensive project, built in a constructive spirit by the actors of the territory, will be presented to it in the coming weeks. The Rouvray Psychiatric Hospital is going through a great crisis, leading staff members to go on a hunger strike in order to question us about the seriousness of the situation: they are out of breath. In answering the question asked by our colleague Hubert Wulfranc yesterday, the Minister of Health reaffirmed her willingness to accompany this institution as closely as possible. The RSA – Regional Health Agency – reached out and the dialogue resumed. Measures were announced yesterday, including the creation of a flash audit conducted by three people covering the entire spectrum of the operation of the hospital. It is intended to assess the means necessary to reach a memorandum of understanding. I would like to welcome this initiative. The policy of the outstretched hand is necessary, as well as the presence of all the actors around the table, so that the project that will emerge from this audit and these negotiations will be co-built. The approach should not only be financial; It must also be based on listening and sharing. Buzyn announced a plan for psychiatry a few months ago, because she measured the need to act for this part of medicine, which is seriously ill. But it is clear that there is also a need for emergency measures, as has been done for EHPADs – accommodation facilities for dependent elderly people. Of course, psychiatry is a chronic disease in our country, but it also suffers from an acute pathology that must be treated urgently. [[Applause on the benches of the UDI-Agir group. – Mrs Martine Wonner also applauds]] What emergency measures will the Minister of Health take until the measures announced in her plan are effective?
ParlaMint-FR_2018-06-06-O1256.u4	The Secretary of State responsible for relations with Parliament has the floor.
ParlaMint-FR_2018-06-06-O1256.u5	Madam Member of Parliament, I thank you on behalf of the Government for your question, which allows me, in the absence of the Minister of Health, currently in the Senate, to take stock of the situation of the Rouvray Hospital. As Mrs Buzyn said yesterday, we pay great attention to what is happening there. The human situation is worrying: three men were hospitalized in emergency during this hunger strike.
ParlaMint-FR_2018-06-06-O1256.u6	Four!
ParlaMint-FR_2018-06-06-O1256.u7	They have engaged in this hunger strike to stir up a cry of anger, which we must obviously hear – and we hear it. As the Minister of Health said yesterday, and as you recalled, the Normandy regional health agency met with strikers and things have moved forward. You are right to remind us, Madam Member, that if negotiations are to succeed, all the actors must be gathered around the table, and they must want it to succeed. This will now seems to be shared around a common diagnosis. Last night, as you said, a crisis exit protocol was initiated. A new meeting must take place in the coming hours, under the auspices of the RSA, to move forward. Your question, Madam Member, is also, in a more global way, about the state of psychiatry in France. In 2020, according to the World Health Organization, more than one in five people will experience a mental disorder. That is why Agnès Buzyn and the Prime Minister presented last January an action plan for psychiatry and mental health, including both emergency measures and in-depth transformation in the longer term. [[Applause on a few benches of the LaREM group]] To remedy this type of disorder, it is necessary to act in proximity in order to find individualised solutions, adapted to each case, and effective. Instructions have been given to ensure that each hospital group in the territory has a shared approach to this problem, in order to provide concrete answers.
ParlaMint-FR_2018-06-06-O1256.u8	Mrs Cloarec, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-06-06-O1256.u9	My question is to Mr.Gérald Darmanin, Minister of Public Action and Accounts. The report of the Social Security Audit Committee, published yesterday, shows a net improvement, to the point of almost reaching balance in 2018. Indeed, instead of the 2.2 billion entered in the Social Security Financing Act, the deficit is expected to be only 300 million euros. We can therefore hope that this year the general scheme will show its best result in seventeen years! With three beneficiary branches – old age, family, accidents at work – and a health insurance deficit divided by ten, at less than 500 million euros, the Commission is looking forward to a positive result of 2.5 billion. On the other hand, the Old Age Solidarity Fund, which finances the minimum old age for poor pensioners, will only slightly reduce its deficit to EUR 2.8 billion. If this is good news that comes earlier than expected – remember that in 2017 the social security account deficit exceeded €5 billion – the famous security hole remains as the strong growth in revenues will not fill the remaining €120 billion by 2024. The majority is therefore firmly committed to continuing the ongoing reforms and to launching new ones in order to sustain our health system: I am thinking of the consultation, launched last January, aimed at the gradual implementation of a zero-load remainder in the fields of optics, hearing aids and dental prosthesis by 2021; I am also thinking of the regular information and prevention campaigns on the various health-related topics, which must be maintained and even amplified, particularly on the issues of ageing and disability, a major issue of our society. [[Applause on many benches of the LaREM group and on several benches of the MODEM group]] So, Minister, I want to know what perspectives are envisaged to support this excellent result of the Social Security accounts while improving the quality of the services provided by our health care system?
ParlaMint-FR_2018-06-06-O1256.u10	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2018-06-06-O1256.u11	Yesterday, Mrs Buzyn and I chaired the Social Security Audit Committee, and we were able to present, together with its Secretary-General and all the social partners, accounts which had improved significantly. Indeed, while, as you have pointed out, your Assembly has voted for a deficit forecast of EUR 2.2 billion, the cumulative deficit will in fact be between EUR 300 and 900 million, depending on how a budgetary difficulty with regard to the repayment of a tax credit will be resolved – we will have the opportunity to discuss it again. In any case, the accounts are improving and the social security gap is shrinking. You are right to think that this is obviously due to all the efforts of the nation, especially health personnel,...
