ParlaMint-FR_2018-04-18-O1194.u1	The next item is the question to the Government.
ParlaMint-FR_2018-04-18-O1194.u2	The next speaker is Mr Jean-Pierre Vigier, for the Group of the European People's Party.
ParlaMint-FR_2018-04-18-O1194.u3	Prime Minister, you had already given way once to the Zadists by abandoning the Notre-Dame-des-Landes airport project and sitting down on the outcome of a democratic referendum.
ParlaMint-FR_2018-04-18-O1194.u4	Yes!
ParlaMint-FR_2018-04-18-O1194.u5	You give up a second time to the Zadists by refusing to evacuate them once and for all. Not only has the ZAD not been evacuated, but the Zadists, taking advantage of your weakness, are every day a little more numerous defying the authority of the state. The situation is now completely bogged down and your government seems powerless. Worse: Republican order is deliberately flouted by some ultra-violent individuals. We even see scenes of guerrillas, with jets of homemade bombs, acid or Molotov cocktails on the gendarmes!
ParlaMint-FR_2018-04-18-O1194.u6	This is outrageous!
ParlaMint-FR_2018-04-18-O1194.u7	[[Applause on the benches of the LR group and on several benches of the NG group]] [[Applause on the benches of the LR group]] Here I would like to pay tribute to the exemplary work, courage and cold-bloodedness of the security forces, while 75 of them were injured in the operation. Rarity: gendarmes are now leaving their reserve by denouncing your immobilism and political resignation! [[Applause on the benches of the LR group and on some benches of the UDI-Agir group]] Prime Minister, we can no longer tolerate a few imposing their laws when the state has given them everything! Prime Minister, beyond the chin blows, when are you finally going to restore the authority of the state? When are you finally going to enforce the rule of law? When are you finally going to evacuate the ZAD?
ParlaMint-FR_2018-04-18-O1194.u8	The Prime Minister has the floor.
ParlaMint-FR_2018-04-18-O1194.u9	Mr President, ladies and gentlemen, Member of the House of Commons, you are asking me – without a stroke of chin... – about the situation in the ZAD of Notre-Dame-des-Landes. I would like to answer as precisely as possible, because the question you are asking is of course perfectly legitimate. After a lot of consultation, a lot of listening, after going there, on January 17, I indicated the position of the Government with regard to the very old project to build an airport in Notre-Dame-des-Landes.
ParlaMint-FR_2018-04-18-O1194.u10	What a step backwards!
ParlaMint-FR_2018-04-18-O1194.u11	I think I have made it clear, Mr Member – I do not think you can deny me on this point – that this project would not be carried out, that it was put an end to it, that the land reserved for the construction of this airport had to be permanently restored to their agricultural vocation, that the illegal occupants of the parcels in question had to release the premises and that if that were not the case at the end of the winter truce, we would take our responsibilities to ensure that it was so. That is the meaning and the precise words I used in January. At the end of the winter truce, in early April, a few days ago, under the command of the Director General of the National Gendarmerie and under the permanent operational guidance of the Minister of State, Minister of the Interior, we launched an operation to ensure that illegal occupants were expelled. He didn't escape you...
ParlaMint-FR_2018-04-18-O1194.u12	That they escaped!
ParlaMint-FR_2018-04-18-O1194.u13	[[Applause on the benches of the LaREM and MODEM groups and on several benches of the LR group]] ... Mr President, this operation has been prepared and carried out with great professionalism by the National Gendarmerie, in close cooperation with the Public Prosecutor's Office, of course, and with all the forces involved in this type of operation – I particularly welcome the involvement of the firefighters.
ParlaMint-FR_2018-04-18-O1194.u14	They're not the ones we're calling into question! It's you!
ParlaMint-FR_2018-04-18-O1194.u15	In three days, we deconstructed twenty-nine of the illegally built dwellings on the parcels in question.
ParlaMint-FR_2018-04-18-O1194.u16	That's not enough!
ParlaMint-FR_2018-04-18-O1194.u17	They're still here!
ParlaMint-FR_2018-04-18-O1194.u18	There's even more than before!
ParlaMint-FR_2018-04-18-O1194.u19	After being deconstructed, these twenty-nine plots are being cleared, which takes time – the mass of accumulated material is indeed considerable.
ParlaMint-FR_2018-04-18-O1194.u20	It can take time!
ParlaMint-FR_2018-04-18-O1194.u21	They're rebuilding at night!
ParlaMint-FR_2018-04-18-O1194.u22	This clearance, Mr President, is essential if the land is to be able to return to its agricultural vocation in the long term. After evicting all the occupants east of Highway No. 80, we told the illegal occupants – who may have thought that the state would act as it had done for so long, MP, that is, without honouring his commitments – that they could return to lawfulness if they did so quickly.
ParlaMint-FR_2018-04-18-O1194.u23	You've given in!
ParlaMint-FR_2018-04-18-O1194.u24	What does that mean, Congressman? This means that they must give their name and identity, which means that they must register with the social security funds – in this case, with the Agricultural Social Mutuality – if they want to have an individual project.
ParlaMint-FR_2018-04-18-O1194.u25	You're regularizing! Bravo!
ParlaMint-FR_2018-04-18-O1194.u26	[[Applause on the benches of the LaREM group]] [[Same movements]] Mr. Jacob, let me answer it! Listen! You're interested in the question, Mr. Jacob, but not the answer? Well, I'll take my time to answer you, Mr. Jacob! You'll see, it'll go very well! - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
ParlaMint-FR_2018-04-18-O1194.u27	What a sufficiency!
ParlaMint-FR_2018-04-18-O1194.u28	I am therefore replying to the honourable Member who asked me and who is polite to listen to my answer. I make it clear, honourable Member, that those of the illegal occupants who want to comply with the law have little time to do so. If they choose not to do so, they will take their responsibilities...
ParlaMint-FR_2018-04-18-O1194.u29	There'll be more!
ParlaMint-FR_2018-04-18-O1194.u30	[[Applause on the benches of the LaREM and MODEM groups]] ... because, listen to me, we will proceed exactly as I said in January. The illegal occupants will leave the place because force has to remain in the law – what, MP, I want as much as you do!
ParlaMint-FR_2018-04-18-O1194.u31	The last time you said that, there were twice as many!
ParlaMint-FR_2018-04-18-O1194.u32	Mrs Sabine Thillaye has the floor for the La République group on the move.
