ParlaMint-FR_2018-04-11-O1185.u1	The next item is the question to the Government.
ParlaMint-FR_2018-04-11-O1185.u2	The next speaker is Mr Jean-Pierre Cubertafon, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2018-04-11-O1185.u3	Minister for Territorial Cohesion, a few days ago, you announced the 222 cities that will benefit from the National Plan "Action coeur de ville". Thanks to this plan, these cities will benefit from unprecedented means – 5 billion euros over five years – to accompany projects to revitalize their city centre. As a result of this announcement, you even came to Périgueux, Dordogne, to present this plan, as well as its concrete declination in the territories, and I thank you for that. The "Action coeur de ville" plan provides support to medium-sized cities, i.e. municipalities with at least 10,000 inhabitants. The MODEM Group is convinced that this plan will restore attractiveness and dynamism to the chosen cities and restore a better territorial balance. However, in our territories, these medium-sized cities are not necessarily the ones that most structure the territorial grid of our departments and the lives of our fellow citizens. There are many cities in our country that do not have such a population and therefore go under the radar of the criteria for selecting the device. However, these municipalities are familiar with realities similar to those of medium-sized cities: they are cities with strong identities, which play an essential role in the meshing of our territory; They face significant difficulties related to deindustrialisation, the strengthening of metropolitan areas and desertification. This translates into vacant housing and shops, and an unemployment rate often above the national average. [[Applause on the banks of the MODEM group and on several benches of the LaREM group. – Mrs Véronique Louwagie and Mr Jérôme Nury also applaud]] An action in the sense of the plan "Action coeur de ville" seems to us to be fundamental for these smaller municipalities. I would also like to know your proposals for our small rural towns. Is it conceivable that they will be included in the "City Action" scheme during the second phase which will take place next year?
ParlaMint-FR_2018-04-11-O1185.u4	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2018-04-11-O1185.u5	[["Ah! » on the benches of the UDI-Agir group]] Mr President, a few days ago I came to your constituency in this beautiful town of Périgueux to describe the operation of the "Action coeur de ville" operation. Together, we have made the choice to select 222 candidate cities to support these medium-sized cities. I recall that there had been no specific action for medium-sized cities for more than forty years,...
ParlaMint-FR_2018-04-11-O1185.u6	What a memory!
ParlaMint-FR_2018-04-11-O1185.u7	... and that it is absolutely necessary to strengthen these poles of centrality, which are indispensable for the life of all our territories located outside metropolitan territories. This message has been heard: there have been a lot of demands, and we have made sure that we can respond strongly to them. At the same time, we maintained the rural contracts that had been launched under the previous quinquennium. These contracts have a clear interest in rural areas. It is the conjugation of the plan "Action coeur de ville" and these contracts that will allow to maintain and develop the dynamism of all these territories. It is not excluded that specific actions should be taken in favour of some smaller cities, but, I would remind you, you have voted for an increase in the provision of equipment for rural areas – DETR – which in 2018 stands at more than EUR 1 billion. We have kept the amount of support for local investment – DSIL – at more than 600 million euros, and have given clear guidelines to the prefects of departments to strengthen these rural contracts and action in rural areas. [[Applause on the banks of the MODEM group on several benches of the LaREM group]] In addition, the Digital Land Management Plan, which we will launch in the coming weeks, is also a response to the needs of rural areas. The appeal you made forcefully in your territory has been heard.
ParlaMint-FR_2018-04-11-O1185.u8	[[Mrs. and Mr. the deputies and members of the Government rise and applaud]] Before speaking to the next speaker, I am pleased to welcome a delegation from the Lithuania-France Friendship Group of the Seimas of Lithuania, led by its Chairman, Arünas Gelünas.
ParlaMint-FR_2018-04-11-O1185.u9	We are now taking questions back to the Government.
ParlaMint-FR_2018-04-11-O1185.u10	Mrs Brigitte Kuster, for the Republican Group, has the floor.
ParlaMint-FR_2018-04-11-O1185.u11	Minister for Action and Public Accounts, the tax levy at source will come into force on 1 January this year.
