ParlaMint-FR_2018-06-12-O1266.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-06-12-O1266.u2	Mrs Nadia Ramassamy has the floor to put her question, No. 384 on the strategy for the transformation of the health system.
ParlaMint-FR_2018-06-12-O1266.u3	My question is for the Minister of Solidarity and Health. In March 2018 the strategy for the transformation of the health system for the quinquennium was presented. The minister said that she wanted to move towards a system more oriented towards the patient's path, the financing of prevention, the coordination of actors and the medical and medical-social sectors, the quality of care and the relevance of the acts. Today, France spends 11.7% of its GDP on health, placing it fifth among OECD countries. It is also the second country with the highest life expectancy. But in terms of healthy life expectancy at sixty-five years, it ranks ninth in Europe. As you know, our health care system has to cope with the ageing of the population and the explosion of chronic diseases. It is too centered on care and insufficiently on prevention. As the adage says, prevention is better than cure. The Government has launched five major projects: placing the quality and relevance of care at the heart of organizations and practices; rethinking methods of remuneration, financing and regulation; accelerate the digital shift; adapt training to the challenges of the health system and support the transformation of work and occupations in the public hospital sector; rethink the territorial organisation of care. These global perspectives are particularly interesting, but in concrete terms, what financial means does the Minister of Health intend to release for our health care system in the next Social Security Financing Bill? What concrete measures does it immediately envisage to improve the daily lives of health-care workers at work and patients in their health paths?
ParlaMint-FR_2018-06-12-O1266.u4	The Secretary of State responsible for relations with Parliament has the floor.
ParlaMint-FR_2018-06-12-O1266.u5	Mr President, Madam Member, I apologize for the absence of the Minister of Health. The holding of the Council of Ministers this morning is somewhat disrupting this oral question-and-answer session without debate. Like you, I want to reaffirm the importance of our health care system, particularly our health care system. It is undergoing a profound change and real difficulties, which have not occurred in recent years and which are compounded by the ageing of the population, in a context of success in the fight against certain diseases, but also of the development of new diseases. These developments make it necessary to transform our health care system in depth. This is what the Government has undertaken, with the aim of not making it an umpteenth reform of the hospital. Because many reforms of the hospital have already been carried out, without succeeding in finding all the solutions – I do not want to question anyone by saying this, but to explain the fact that we are making. Not everything can be reduced to an accounting approach, but you have asked concrete questions, and the question arises in our hospitals. If we only had an accounting answer, I could tell you that the budget for the public hospital is increasing by EUR 1.7 billion this year. It's huge, but in the reality of institutions, it may not be enough. I could tell you that ONDAM – the national health insurance expenditure target – is increasing by 2.3%, which is also huge in view of the increase in public spending, and yet we know that this may not be enough. It is therefore essential to move from funding that does not encourage cooperation and that values quantity in relation to quality and relevance, to an appropriate system, turned prevention and care. The Minister of Solidarity and Health reiterated her wish to propose a true path of care for the patient. The aim is not to save money but to see how, with the same amount of expenditure, the quality of life of French people can be improved. Some of the measures inspired by the five health projects may be included in the 2019 funding bill, which I cannot reveal to you today. With regard to the quality of life at work of carers, Agnès Buzyn has entrusted Edouard Couty with a new task of prefiguring a mediation mechanism on the working conditions of carers in the broad sense. It is essential that we can move forward on this issue. In the same spirit, Minister Vidal and Frédérique Vidal announced last April fifteen commitments for the well-being of health students, following Dr. Donata Marra's report. All these measures must allow us to change the system of care in France in depth, because it is essential for each and every one of us, in all territories.
ParlaMint-FR_2018-06-12-O1266.u6	Mr Stanislas Guerini has the floor to put his question, No 375, concerning the new location of the Grand Paris Nord hospital-university campus project.
ParlaMint-FR_2018-06-12-O1266.u7	My question is for the Minister of Solidarity and Health. For several years, the north of Greater Paris has suffered from the absence of recent hospital complexes while the population continues to grow. The outdated Bichat hospitals – located in the third district of Paris, of which I am the elected one – and Beaujon means that they will not be able to accommodate patients in these territories in a few years' time. At the end of 2016, following a memorandum of understanding, all partners – the State, the University, the Public Assistance-Hospitals of Paris, the City Hall – worked on the implementation of a Grand Paris Nord hospital-university campus project in the ZAC Les Docks de Saint-Ouen. Recently, in view of the additional costs and complexity of the case – a flood zone, the costs of the clean-up of the land and compensation for evictions... – the prefect of the region has considered an alternative solution, still in the commune of Saint-Ouen, which seems to have significant advantages in terms of accessibility for the public – this hospital pole would be 30 meters from Garibaldi station and 200 meters from the future station of line 14 – as well as costs and ease of implementation. As a Member of Parliament for the third constituency, invested alongside the actors for the establishment of a hospital centre worthy of this name for the north of Paris, I note that this project raises concerns, sometimes natural, sometimes raised by one or the other, as regards both its geographical configuration and the content of the proposed care offer, with some raising the number of beds as the sole criterion. Convinced of the need for this project, but also of the need to think about what the hospital of the future should be, I hope, Mr Secretary of State for Relations with Parliament, that you will assure us of the support of the State for the completion of this project and we will share your vision of what a hospital should be in 2025.
ParlaMint-FR_2018-06-12-O1266.u8	The Secretary of State responsible for relations with Parliament has the floor.
ParlaMint-FR_2018-06-12-O1266.u9	I know your full commitment to this case. I remember our first exchanges and your interest in the subject even before you were elected to this constituency. The lack of hospital supply in the north of Paris concerns both the hospital community and all the elected representatives who are now mobilized to make the project of a large hospital-university campus Grand Paris Nord see the light of day. You recalled the difficulties that hospitals in Bichat and Beaujon face and the need to work on the Grand Paris Nord project. You have stressed the urgency of a new and more functional framework for the reception of patients, better working conditions for health professionals, and strong physical and organizational integration between hospital, research and training, which is essential for the quality of care, for the accompaniment and for the recruitment of the best professionals in our hospital centres. That is why the Ministry of Solidarity and Health committed 168 million euros at the end of 2016 to carry out the hospital valence of the project, whose geographical location was perfect but whose implementation, as you said, is now a problem because of the structure of the soil. We are facing a risk of financial collapse – and we are talking about public money. We know that if we let go without a decision, the project will not happen. It is therefore necessary to seek a solution that allows the objective – the construction of the centre – and the timetable – to be maintained as quickly as possible, in any case for such a building. But it was necessary to have the courage to see the additional land and development costs on the proposed site. This is why the prefect asked the project promoters to study the feasibility of an installation on a site with the same characteristics in terms of geographical positioning, accessibility and availability of the land space to accommodate a hospital and university campus, but also in terms of respect for the initial cost, because it is public money. You have mentioned the alternative envisaged. I want you to know, honourable Member, that the Minister of Health is, like you, very attentive to this project. The regional prefecture, whose ad hoc operational committee monitors the project in particular, and the regional health agency consider this reconstruction to be necessary and a priority. The Government fully supports this project and its officials, including the AP-HP, so that a definitive settlement solution can be found in the coming months, and not beyond.
ParlaMint-FR_2018-06-12-O1266.u10	Mr Stanislas Guerini has the floor.
ParlaMint-FR_2018-06-12-O1266.u11	Thank you, Secretary of State, for your answer, which I believe will reassure all the actors working on this issue. For projects of general interest such as this one, it is necessary that all actors, regardless of their political edge, be fully aligned to serve the interests of citizens. In this case, it is vital that we find, for the north of Paris, an offer of care adapted to the needs, and that we take the opportunity to rethink what the provision of city care should be, because our constituencies are often confronted, including in Paris, with the problem of medical desertification. I believe that the success of this project is absolutely necessary, and I am very pleased to be able to count on the support of the State in this regard.
