ParlaMint-FR_2018-01-23-O1120.u1	The next item is the question to the Government.
ParlaMint-FR_2018-01-23-O1120.u2	The next speaker is Mr Guy Teissier, for the Group of the European People's Party.
ParlaMint-FR_2018-01-23-O1120.u3	Madam Keeper of the Seals, Minister of Justice, after Vendin-le-Vieil on 11 January last, after Borgo, in Corsica, a few days ago, two new assaults of overseers occurred this Sunday, in the prisons of Longunesse and Châteauroux. Faced with the rise of violence and radical Islam, exasperated staff are organizing the blocking of prisons throughout France. These personnel, who work in such a difficult profession and deserve our consideration, try to make their voices heard. Anger is rumbling, Madam Seal Guard, and there is an urgent need to act. The men and women of the prison administration can no longer do so. In the wake of the overcrowding of French prisons, the unworthy daily newspaper of the overseers and prisoners is experiencing a deterioration which is probably in part the legacy of Mrs.Taubira,...
ParlaMint-FR_2018-01-23-O1120.u4	It's been a long time!
ParlaMint-FR_2018-01-23-O1120.u5	...who, when she was in business, did not build any prison space.
ParlaMint-FR_2018-01-23-O1120.u6	Yes! He's right!
ParlaMint-FR_2018-01-23-O1120.u7	The increasing number of attacks once again highlights the difficult working conditions of the overseers. It is in a climate of extreme tension that agents perform particularly ungrateful work on a daily basis. I see this during each of my visits to the Baumettes prison in my constituency. This business needs our full attention and re-alignment. Violence is just a reflection of the evils of our society. It is favored by overpopulation, in increasingly old and unsuitable institutions to meet the new challenges we face. The response to the profound unease of prison officials in the face of the crisis of authority goes far beyond mere compensation or staffing arbitrations. The personnel, in great disarray, have the feeling of being despised by the chancellery. [[Applause on the benches of the LR group and on several benches of the UAI group]] Madam Minister, I would therefore like to know what commitments you intend to make to the prison staff, who deserve our full recognition.
ParlaMint-FR_2018-01-23-O1120.u8	The Prime Minister has the floor.
ParlaMint-FR_2018-01-23-O1120.u9	Mr Teissier, many of your statements are not questionable, they are fair, and I would like to give you answers. [[Applause on the benches of the REM, LR, UAI and MODEM groups]] You are right, a number of serious acts, assaults, have been perpetrated in recent days against prison guards. Like you, honourable Member, and with the whole of the national representation, I want to assure those staff who are carrying out tasks indispensable for the exercise of State authority and national cohesion, but who, as you said, do not always benefit from the recognition of their important role.
ParlaMint-FR_2018-01-23-O1120.u10	Bravo!
ParlaMint-FR_2018-01-23-O1120.u11	Last Saturday, the guard of the seals – absent from these topical questions because it receives the trade union organisations in a few minutes – started the dialogue with the trade union organisations in the sector, the main ones being three, you know. In order to enhance staff safety, it has made concrete proposals, submitted on their basis by the trade union organisations which have accepted the discussion. However, after these proposals were put forward, further attacks took place, triggering the social movement that you mentioned. We will of course resume the dialogue – the guard of the seals, I repeat, will receive the trade union organisations in a few minutes – in order to find solutions that allow us to take into account the difficulty of these trades and to resume the activity, which, according to the law, cannot be interrupted. We must show our solidarity with the agents. That is why we will speed up recruitment to reduce vacancies: 1100 additional jobs will be created over four years. But you know as I do, honourable Member, that opening posts is, if not simple, less difficult than filling them. In addition, we are very much in favour of Parliament – and I thank the Chair of the Law Committee – evaluating the legislative provisions relating to the searches of detainees, particularly those adopted recently. Penitentiary supervisors are attached to it because they consider that improvements can be made. We need to check the effectiveness of the existing provisions and ensure that they actually allow supervisors to do their job. With regard to the most radical, often the most violent, prisoners, we want to set up totally waterproof units to take care of them and also to improve the security equipment available to the monitors. Several avenues of work need to be discussed with the trade union organisations and we are in favour of an evolution. Finally, Mrs La Custody of the Seals will confirm this, we are ready to examine, within a reasonable envelope, specific and targeted compensatory measures – I insist on these two adjectives – in favour of the staff. The discussion will take place. This measure is a way of improving the attractiveness of the prison professions and of compensating certain specific duties for prison supervisors. Again, the discussion is open and we will present proposals to the trade union organisations. Mr President, as always in such cases, I call for the responsibility of state and trade union staff. The malaise is real. The causes are not recent, you have said it with your words; They are linked to a very old under-investment, of which I have already had the opportunity to speak, which honors no one.
