ParlaMint-FR_2018-11-20-O1071.u1	The next item is the question to the Government.
ParlaMint-FR_2018-11-20-O1071.u2	Mr Sebastien Leclerc, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-11-20-O1071.u3	I would like to associate my colleague Damien Abad with my question. Prime Minister, last weekend, those whom the President of the Republic so brilliantly nicknamed the "Refractory Gauls" and the "laid men" dressed in yellow in each of our constituencies. It is a spontaneous movement that must not be chanced as a result of tax evasion following the succession of measures that you have taken for several months: a reduction in the personalized assistance to housing – APL –, an increase in the CSG rate, a tightening of the rules of technical control of vehicles, a unilateral introduction of the speed limit at 80 km-hour and, finally, an explosion of the taxes on fuels! [[Applause on the benches of the LR group]] Prime Minister, it is France that is working, France of the middle classes, France that is getting up early, France that has no other solution than to take its car to take up its post forty kilometers away it is this France that is now in yellow, and it is not your plan of ecological conversion, DIY in haste, announced in disaster last Wednesday, that will respond to the anger of the French! The aid you are proposing is not up to the situation when those who demonstrate are already unable to complete their end of the month. Do you really think they can advance the money to buy a new car? Not at all! They often don't even have the first euro to put in! You offer aids to offset your own taxes! Prime Minister, even more than your measures, it is your arrogance, that of your Government, for example, that of its spokesman who stigmatizes the French "who smoke cigarettes and drive diesel"...
ParlaMint-FR_2018-11-20-O1071.u4	It's outrageous.
ParlaMint-FR_2018-11-20-O1071.u5	And besides, he laughs at it!
ParlaMint-FR_2018-11-20-O1071.u6	... it is all this contempt for the "France des distancees" that is now responsible for this situation. [[Applause on the benches of the LR group]] [[Applause on the benches of the LR group]] Last Saturday, the French were in yellow. It was a warning for you. Prime Minister, you say you hear their anger, but we ask you now to react before all this anger degenerates. Instead of putting oil on fire, cancel, as the Republicans ask, your new fuel tax increases! Finally, put an end to this endless accumulation of taxes that the French can no longer bear! Give the French purchasing power back!
ParlaMint-FR_2018-11-20-O1071.u7	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2018-11-20-O1071.u8	Congressman, I'm really...
ParlaMint-FR_2018-11-20-O1071.u9	If you don't know what to say, you can shut up!
ParlaMint-FR_2018-11-20-O1071.u10	[[Protests on the benches of the LR group]] [[Protests on the same benches]] ... touched, Mr. President Jacob, that you and Mr. Leclerc did not have a word about the death of a person, not a word for people who were seriously injured during the demonstrations not a word to condemn racist and homophobic violence!
ParlaMint-FR_2018-11-20-O1071.u11	They're epiphenomena!
ParlaMint-FR_2018-11-20-O1071.u12	Please! Only the minister has the floor.
ParlaMint-FR_2018-11-20-O1071.u13	Mr Jacob, we can share this observation – some of the French are angry – but we cannot support demagogy...
ParlaMint-FR_2018-11-20-O1071.u14	You're the demagogue!
ParlaMint-FR_2018-11-20-O1071.u15	[[Applause on the benches of the LaREM group]] ...or, obviously, the lack of political courage that characterizes you to explain your assessment to the French Instead of blowing on the embers of the contestation, you would better be in solidarity with this policy which, although necessary, aroused anger! [[Protests on the benches of the LR group]] Yes, MP Leclerc, allow me to be particularly shocked that in your speech you did not have a word for the seriously injured and for the person who died today!
ParlaMint-FR_2018-11-20-O1071.u16	Because of who?
ParlaMint-FR_2018-11-20-O1071.u17	Let me point out to you that you did not have a word for the dozens and dozens of wounded among the police!
ParlaMint-FR_2018-11-20-O1071.u18	It's rolling...
ParlaMint-FR_2018-11-20-O1071.u19	You're not answering the question!
ParlaMint-FR_2018-11-20-O1071.u20	This morning, the minister of the interior, Christophe Castaner, was right to say that the demonstration is not anarchy, and that today dozens of gendarmes and policemen have been injured. But you did not say a word about it in your speech! What interests you, Mr. Leclerc, is not to solve the problems of the French...
ParlaMint-FR_2018-11-20-O1071.u21	You despise them!
ParlaMint-FR_2018-11-20-O1071.u22	...but to surf on this anger by offering by demagogy solutions that you have not been able to bring! So, yes, you have to be humble! The majority must remain humble and the opposition must remain humble, because the fiscal ras-le-bol is not new. If you had been in power, you would probably have faced the same problem.
ParlaMint-FR_2018-11-20-O1071.u23	We, sir, would not have betrayed our camp!
ParlaMint-FR_2018-11-20-O1071.u24	[[Applause on the benches of the LaREM group and on several benches of the MODEM group]] In fact, today we have to cut taxes considerably and listen to popular France. It is obviously not by surfing, by demagogy, on the situation and on the angers that we will achieve it! In any case, we don't have the same way of doing politics.
ParlaMint-FR_2018-11-20-O1071.u25	The next speaker is Mr Christophe Blanchet, for the La République group on the move.
