ParlaMint-FR_2018-11-21-O1073.u1	The next item is the question to the Government.
ParlaMint-FR_2018-11-21-O1073.u2	Mr Michel Larive, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-11-21-O1073.u3	Prime Minister, for more than a year now, my colleague Jean-Hugues Ratenon, whom I associate with this question, has alerted you to the explosive situation on the island of La Réunion. In this department, the unemployment rate is 28 per cent, and even 50 per cent among young people, and 42 per cent of the population lives below the poverty line. In 2012, a report indicated that nine of the ten most unequal municipalities in terms of wealth gap within our Republic were meeting communes. So all the elements were in front of you to understand that the situation was going to become insurrectional. However, you have persisted in applying your social insurance company, with the reduction of the tax reduction, the reduction in the number of contracts assisted, the increase in the CSG – a widespread social contribution – and, now, the increase in fuel prices. The mobilization of the "yellow vests", which began on 17 November, led to a strong and widespread social protest movement in La Réunion. The whole island is paralysed by some 30 roadblocks built daily on the roads, and wounded are to be deplored in the ranks of demonstrators as well as law enforcement officials. And what's your answer? The dispatch of 200 mobile guards, the introduction of a curfew from 9 p.m. to 6 a.m. in 12 of the island's 24 cities. From now on, a new CRS squadron from Strasbourg has been announced. [[Applause on the benches of the FI group. – Mr Fabien Roussel also applauds]] While security requires an end to looting, economic and social needs, which are real in Réunion, must also be met. There is no public order without social justice. [[New applause on the benches of the FI group. – Mr. Jean-Paul Dufrègne also applauds]] Prime Minister, apart from sending additional police forces, what are your options for the effective resolution of this social conflict?
ParlaMint-FR_2018-11-21-O1073.u4	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2018-11-21-O1073.u5	Since last Saturday, Member of Parliament, the island of La Réunion has indeed been faced with blockages whose evolution has become intolerable. The blockages of the day, organized by "yellow vests" actually bearing claims, give way to acts of violence committed by young people, often minors, who have no other purpose but to break, in particular shops and public services. They even go so far as to target elected officials, as we've seen in the last few hours. [[Bruno Studer applauds]] In the face of these gangs of young people, the response of the state, the Minister of the Interior and I will reaffirm it, will be firmness at night and every night, since La Réunion has been the victim of fire and many other damage, with many wounded at the key. Among them, I would like to recall by joining my voice with that of the Minister of the Interior, there are many representatives of the security forces, to whom I reiterate our full support.
ParlaMint-FR_2018-11-21-O1073.u6	Is that your only answer?
ParlaMint-FR_2018-11-21-O1073.u7	You have also said, honourable Member, there are many inequalities in this territory; It is perhaps even the most unequal territory in the Republic, with 40 per cent of young people under the age of 25 seeking employment and over 40 per cent of the population living below the poverty line. There is also a class that is doing well, that contributes to the development of the territory, to its economy, and that it is therefore normal to help. This class, and no other class, i.e. 4 per cent of the population, is covered by the income tax provision. I therefore urge you not to generalize this matter. [[Exclaims on FI banks]] Let's not mix it up. Reunion is a territory that we accompany through the measures of the Blue Book; I am at his side every day, including with the mayors, as was the case the day before yesterday.
ParlaMint-FR_2018-11-21-O1073.u8	What solutions do you propose?
ParlaMint-FR_2018-11-21-O1073.u9	Please, ladies and gentlemen.
ParlaMint-FR_2018-11-21-O1073.u10	[[Applause on several benches of the LaREM group. – Mr. Philippe Berta also applauds]] In this territory, the State will also respond with firmness to all acts of violence.
ParlaMint-FR_2018-11-21-O1073.u11	The next speaker is Mr Bruno Questel, on behalf of the Group of the European People's Party (La République) on the move.
