ParlaMint-FR_2018-06-12-O1267.u1	The next item is the question to the Government.
ParlaMint-FR_2018-06-12-O1267.u2	Mr Christian Jacob, for the Republican Group, has the floor.
ParlaMint-FR_2018-06-12-O1267.u3	Prime Minister, do we need to severely handicap our agriculture and undermine our food sovereignty? Of course not! However, this is what your government is about to do by increasing the import authorizations for palm oil by 300,000 tonnes.
ParlaMint-FR_2018-06-12-O1267.u4	Yes!
ParlaMint-FR_2018-06-12-O1267.u5	[[Applause on the benches of the LR group and on some benches of the UDI-Agir group]] You're going to impose totally unfair competition on rapeseed farmers.
ParlaMint-FR_2018-06-12-O1267.u6	He's right!
ParlaMint-FR_2018-06-12-O1267.u7	You are going to put at risk the French industry of rapeseed biodiesel, a sector on which, I remind you, 75,000 producers and about 20,000 jobs, mostly located in rural areas. Filled up, you will also reduce, in fact, the production of rapeseed cakes, useful for animal feed,...
ParlaMint-FR_2018-06-12-O1267.u8	Exactly!
ParlaMint-FR_2018-06-12-O1267.u9	[[Applause on the benches of the LR group and on some benches of the UDI-Agir group]] ...which will force French farmers to import more Brazilian or American soya meal. Prime Minister, your government is imposing ever more standards and constraints on French producers, and less on imported products. Economically, your decision will be catastrophic for agriculture, agro-industry and livestock. Environmentally, it will be more greenhouse gas emissions, more CO and more deforestation in Asia and South America. Your choice is all the more incomprehensible as the European Parliament has just voted for the ban on palm oil in 2021. [[Applause on the benches of the LR group and on some benches of the UDI-Agir group]] Prime Minister, can you say in full transparency, in front of the national representation, what is really behind this palm oil scandal?
ParlaMint-FR_2018-06-12-O1267.u10	The Prime Minister has the floor.
ParlaMint-FR_2018-06-12-O1267.u11	Mr. President Jacob, you are asking me about the government's authorization to Total to import a certain quota of palm oil to feed the processing of the industrial tool at the La Méde site. As you know, the decision to adapt La Méde's industrial tool was taken in 2015, by a previous government. It was at the time, I think you remember, to find a solution that would save jobs in La Méde – 450 at the time – and to ensure that a large French fuel producer could increase its production of biofuels, or rather, let's call them agrofuels. The aim was therefore to guarantee the production of these fuels in France and to save jobs. [[Applause on several benches of the LaREM group. – Exclaims on the benches of the LR group]] The logical consequence of this commitment, taken in 2015, was that at the time the plant could operate, the promised authorisation would be granted; Everyone can understand it, and I'm sure you can understand it perfectly, Mr. President Jacob. If we had not fulfilled this commitment, you could rightly have denounced the wrong blow to an industrialist who, after making investment efforts to adapt his production tool, would not have been allowed to supply it.
