ParlaMint-FR_2018-12-11-O1102.u1	The next item is the question to the Government.
ParlaMint-FR_2018-12-11-O1102.u2	Mr Jean-Carles Grelier has the floor.
ParlaMint-FR_2018-12-11-O1102.u3	[[Mrs. and Mr. Members of the LR, LaREM, MODEM, SOC, UDI-Agir and LT groups stand up and applaud at length. – Applause on several benches of the FI and GDR groups. – While MPs from the FI and GDR groups remain seated, several MPs from the LaREM and LR groups hue or shout "Get up! »]] Prime Minister, for the past four weeks, they have kept our country standing. They deserve our recognition and the payment of their overtime. I'm talking about our law enforcement and civil security forces. The President of the Republic spoke last night. He finally came out of his heavy silence. For this, it took four consecutive Saturdays, Paris and most of France's major cities to be set on fire and bloodshed, and the artisans and traders to see their work tool devastated and destroyed,...
ParlaMint-FR_2018-12-11-O1102.u4	Yes!
ParlaMint-FR_2018-12-11-O1102.u5	...that our economy loses its momentum and growth, that the Republic itself is threatened in its deepest foundations. Why, Prime Minister, have you waited so long to bring these first elements of an answer, which you already feel will not appease all angers or concerns?
ParlaMint-FR_2018-12-11-O1102.u6	The Government must resign!
ParlaMint-FR_2018-12-11-O1102.u7	Why, in the last few hours, has it taken the Government to continue to navigate in sight...
ParlaMint-FR_2018-12-11-O1102.u8	There's no pilot left!
ParlaMint-FR_2018-12-11-O1102.u9	...on the SMIC, on the abolition of the ISF, on the challenges of overtime, on the CSG and on the financing of all these new measures?
ParlaMint-FR_2018-12-11-O1102.u10	Their watchword is "We keep going"!
ParlaMint-FR_2018-12-11-O1102.u11	[[Applause on a few benches of the LR group]] When it's blurred, there's a wolf. [[Applause on several benches in the LR Group and among non-attached Members]] Prime Minister, this deep crisis will leave lasting traces. Don't think tomorrow will be like yesterday! Don't think the French will forget soon! The movement that threatens to take you away and that almost took France away is the one that you created in the presidential election by making the French believe in the advent of a new world, more horizontal, more participatory and more attentive, while all your actions, for eighteen months, have shown the opposite. [[Applause on the benches of the LR group]] How will you rebuild with the French this part of the national narrative that you have damaged, this moment of history that now bears the mark of your responsibility? What legitimacy does your government have when you and your ministers are disavowed?
ParlaMint-FR_2018-12-11-O1102.u12	[[Vif applause on the benches of the LaREM and MODEM groups. – "Stay up! » on some benches of the LR group]] The Prime Minister has the floor.
ParlaMint-FR_2018-12-11-O1102.u13	Majority deputies don't get up! It's just that it's going very badly!
ParlaMint-FR_2018-12-11-O1102.u14	Mr President, you began your question by welcoming the work carried out continuously by the police since the beginning of the contestation and movement of the yellow vests. We welcome here the difficult and valuable work of the law enforcement agencies, and I obviously want to associate myself with what you have said about them. You referred to the announcements made yesterday by the President of the Republic. These are massive, key announcements based on an idea that we all share: work must pay.
ParlaMint-FR_2018-12-11-O1102.u15	"We must stay on course"!
ParlaMint-FR_2018-12-11-O1102.u16	The President of the Republic has contradicted you!
ParlaMint-FR_2018-12-11-O1102.u17	We must, as far as possible, speed up the implementation of all measures which are favourable to employees, particularly the most modest,...
ParlaMint-FR_2018-12-11-O1102.u18	It's about time!
ParlaMint-FR_2018-12-11-O1102.u19	... those who are paid at the SMIC level and those who, as a result of their intermittent work, even receive a monthly salary lower than the SMIC. That is the meaning of the measures announced by the President of the Republic. [[Applause on several benches of the LaREM and MODEM groups. – Claims on several benches of the LR and GDR groups]] First of all, I want to talk about the increase in SMIC, which will not be the responsibility of the company. Beyond the legal revalorisation, the remuneration of smicards will increase by 100 euros net. This measure will be financed by the State.
ParlaMint-FR_2018-12-11-O1102.u20	No, it will be financed by taxpayers!
ParlaMint-FR_2018-12-11-O1102.u21	It will be paid by the French themselves!
ParlaMint-FR_2018-12-11-O1102.u22	[[Persistent claims on several benches in the LR group]] It will benefit the beneficiaries of the business bonus – and perhaps even beyond – who will be able to benefit from the fruits of their work and participate in the economy. [[Exclaims on the benches of the LR group]] I come to the measure concerning overtime, which we have already mentioned. The aim is to speed up its implementation by abolishing all social security contributions which affect overtime, which will also be derailed.
ParlaMint-FR_2018-12-11-O1102.u23	It hurts you!
ParlaMint-FR_2018-12-11-O1102.u24	It's Sarkozy's return!
ParlaMint-FR_2018-12-11-O1102.u25	[[Applause on the benches of the LaREM and MODEM groups]] Again, it is necessary to ensure that the work pays. This measure will benefit private employees, but also, of course, public servants. It will allow for an increase in remuneration, including for the most modest.
