ParlaMint-FR_2018-03-21-O1162.u1	The next item is the question to the Government.
ParlaMint-FR_2018-03-21-O1162.u2	Mr Patrick Hetzel, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-03-21-O1162.u3	Prime Minister, on a forced march, you have decided to replace the former post-bac admission platform by Parcoursup this year. This has a serious consequence: students with a disability will no longer be affected by a specific procedure. Previously, in some academies, commissions carried out a special examination of orientation wishes...
ParlaMint-FR_2018-03-21-O1162.u4	To the draw!
ParlaMint-FR_2018-03-21-O1162.u5	...disabled students. They were thus given personalized treatment. From now on, there is no special mention; they no longer have any opportunity to report on their specific situation. This is a real regression, very poorly experienced by the families of disabled high school students.
ParlaMint-FR_2018-03-21-O1162.u6	Yes!
ParlaMint-FR_2018-03-21-O1162.u7	Some students had multiple hospitalizations and therefore did not obtain grades for several months. Knowing that it is not possible to indicate this specifically on the new platform, how will this be analysed? In the face of the unanimous protests of the associations and parents of students, a message was posted on March 17 on the Twitter account of Parcoursup: "Lyceans or students in reorientation, if you are in a situation of disability, do not forget to specify it and to express your specific needs before confirming your file. How can we be sure that this mention will not lead to hidden discrimination? What will happen for those who choose to specify that they are disabled? How to check that an institution will not choose a valid student rather than a disabled student, since no one will check the reasons for the choice? Prime Minister, in your haste, you have forgotten the disabled students.
ParlaMint-FR_2018-03-21-O1162.u8	He's right!
ParlaMint-FR_2018-03-21-O1162.u9	[[Applause on the benches of the LR group]] There are ten days left for all high school students to register. What are you planning to finally redress this injustice?
ParlaMint-FR_2018-03-21-O1162.u10	The Minister for Higher Education, Research and Innovation has the floor.
ParlaMint-FR_2018-03-21-O1162.u11	We want answers!
ParlaMint-FR_2018-03-21-O1162.u12	Mr. Hetzel, you were present when the National Assembly considered the draft law on student guidance and success. You cannot therefore ignore that this law, promulgated on 8 March, introduced new rights for students with disabilities.
ParlaMint-FR_2018-03-21-O1162.u13	We've got to get them implemented!
ParlaMint-FR_2018-03-21-O1162.u14	[[Applause on the benches of the LaREM group and on some benches of the MODEM group]] Indeed, thanks to an amendment defended by the majority, disabled students will be able to benefit, from the beginning of 2018 – this had never been the case before – from the registration in the field of their choice, directly by the Rector. The latter will be able to ensure that this enrolment allows them to complete their career in higher education in the simplest and most accompanied way possible. The aim of this law is, as you know, to accompany all students towards success, including, of course, students with disabilities. My colleague Sophie Cluzel, Secretary of State for Disabled Persons, and I are working with the associations to prepare the corresponding implementing decree, so that it takes into account all the specificities of these students. [[Applause on the benches of the LaREM and MODEM groups]] The possibility to report as a disabled student, which you mentioned, existed in the context of special and local procedures, which were the privilege of five academies – and only five – in France. It is now a right that we have extended to all of these students. We wanted to extend it by law; We have gone further thanks to an amendment proposed by the majority, in favour of which all the Members present on these benches at the time of its vote have spoken. The result, therefore, is actually more welcome and more successful for all students, including, of course, students with disabilities.
ParlaMint-FR_2018-03-21-O1162.u15	Mrs Sandrine Mörch, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-03-21-O1162.u16	Mr. Minister of the Interior, it may be enough for a word, for a scornful look, for a child to be mocked, and for a long time evil is done. Your ministry's latest figures show an overall decrease of 16% in racist and anti-Semitic acts in 2017, but at the same time there is a worrying increase in violent acts. And then, there is this ordinary, daily violence that is wreaking havoc. She touches this young man, every time he posts a video on social media, this teenager who is afraid of being assaulted if he goes out with his kippa or that young woman who fears disappropriating eyes when she wears the veil, this young woman who is desperately waiting for a job interview and who thinks that she would better change her name, this retired woman who is bitterly thinking of the career that he might have had if he had been a little less typified or perhaps this elected woman, who, whatever he does, is always sent back to her origins. We must face all these figures of racism. We must mobilize massively against this fear of the other being conveyed by the media, relayed by the families and by each of us when we hear reprehensible words and let them say. We must prevent these prejudices, tackle them from school – obviously – but also in all the places where this racism is expressed, for example by opening up our administrations, which reflect the values of our Republic but which are far from being a reflection of our diversity. Six years ago, we lived in Toulouse the tragedy that took several students and a teacher from the Ozar Hatorah Jewish school. It reminds us each time with pain of the urgent need for a daily fight against this hatred capable of pushing to the worst. The new national plan is experimenting with new ways to identify and punish racist acts. It is here, Minister, that we must be inflexible.
ParlaMint-FR_2018-03-21-O1162.u17	What's the question?
ParlaMint-FR_2018-03-21-O1162.u18	[[Applause on the benches of the LaREM group and on several benches of the MODEM group]] Here it is: can you explain to us all the main measures that you are considering to combat this scourge and to rekindle this pleasure of living together that is never far away?
ParlaMint-FR_2018-03-21-O1162.u19	The Prime Minister has the floor.
ParlaMint-FR_2018-03-21-O1162.u20	On Monday morning, together with eight ministers, I presented the plan that will enable us to achieve results in the fight against racism and anti-Semitism. You have mentioned it: these words, these attitudes, these acts directed against French people, French people, because of their origins, the colour of their skin, their religion are completely unacceptable.
ParlaMint-FR_2018-03-21-O1162.u21	All right!
ParlaMint-FR_2018-03-21-O1162.u22	We therefore want to act in all areas where fighting is necessary. I insist on this word "combat," because it is a fight that is still going on again. He's not new. He's old and he'll last. The essential thing is to deliver it, to help the combatants to do so, to give them good instruments, that is, the weapons and the means to achieve results. I will not list all the measures, but we wanted to design this plan in four main areas. Sport, first of all, because we see that there is a new frontier in clubs, on the ground, where there is a struggle to avoid either radicalisation or the expression of prejudice or criminal opinions about racism or anti-Semitism.
ParlaMint-FR_2018-03-21-O1162.u23	Say it clearly!
