ParlaMint-FR_2018-06-27-O1288.u1	The next item is the question to the Government.
ParlaMint-FR_2018-06-27-O1288.u2	Mr Emmanuel Maquet has the floor for the Republican Group.
ParlaMint-FR_2018-06-27-O1288.u3	Madam Minister of Solidarity and Health, the various speeches on reversion pensions did not extinguish the fire lit by Jean-Paul Delevoye, the High Commissioner for Pension Reform, who said he wanted to remove them.
ParlaMint-FR_2018-06-27-O1288.u4	That's right!
ParlaMint-FR_2018-06-27-O1288.u5	The French will not forget the brutality with which this question was asked, which, moreover, says a lot about how you conceive solidarity between the spouses.
ParlaMint-FR_2018-06-27-O1288.u6	He's right!
ParlaMint-FR_2018-06-27-O1288.u7	For the past week, you've been playing on words pretending there will be no deletion. But we all remember the 25% increase in the CSG – the widespread social contribution – which reflects your obsession with considering pensioners as privileged. We end up knowing your method and are all the more concerned that your statements do not exclude a decrease in the envelope for future retirees. [[Applause on the benches of the LR group]] Reversion pensions, I would point out, concern 4.5 million widows and widows, 90% of whom are women, for whom it is a primary source of income, whereas, because of their dedication to their families and children, they have not had the opportunity to pursue a continuing professional career. These pensions embody the nation's attachment to the union between two beings, for a life of shared effort justifies the sharing of income. To tackle it is not only to flout the commitment to a life, but also to endanger millions of women, for whom it is the last bulwark against poverty. It is the honour of France, Madam Minister, to devote these efforts to the defence of the most fragile. Putting their fate "on the table", as you say, by using the vocabulary of businessmen, it is a new provocation and the door open to harmonization from the bottom. [[Vif applause on the benches of the LR group]] Madam Minister, the French want to know if you condemn the words of Jean-Paul Delevoye. They need to hear that this envelope will actually be sanctuarized.
ParlaMint-FR_2018-06-27-O1288.u8	All right!
ParlaMint-FR_2018-06-27-O1288.u9	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-06-27-O1288.u10	[[Applause on the benches of the LaREM and MODEM groups]] Mr Maquet, this polemic tone, which once again seeks to stir up fears, is totally useless! If the concerns are legitimate, let me clarify the debate one more time.
ParlaMint-FR_2018-06-27-O1288.u11	Why don't you answer me?
ParlaMint-FR_2018-06-27-O1288.u12	Clearly, the discussion that the High Commissioner...
ParlaMint-FR_2018-06-27-O1288.u13	Political Commissioner!
ParlaMint-FR_2018-06-27-O1288.u14	[[Applause on a few benches of the LaREM group. – Exclaims on the benches of the LR group]] [[Applause on a few benches of the LaREM and MODEM groups]] [[Applause on the benches of the LaREM and MODEM groups]] ... has led with the social partners is exemplary. All the subjects are discussed and have been the subject of a long and deep consultation. A website allows all French to contribute to it. I recall that there have been more than 100,000 votes and more than 17,000 contributions, which proves that the French want to intervene in this reform, not to be controversial but to be constructive. It is not a question of eliminating reversion pensions; It was not discussed at any time. You don't have a monopoly on defending widows and orphans! It is a duty, which is part of our social pact. Reversion pensions are of course for women who have not worked and cared for their children, who were with their husbands and did not contribute. These pensions will remain. On the other hand, it is not forbidden to be lucid, when one sees that there are thirteen different regimes, inequalities and injustices!
ParlaMint-FR_2018-06-27-O1288.u15	Stay calm!
ParlaMint-FR_2018-06-27-O1288.u16	[[Applause on the benches of the LaREM and MODEM groups]] [[Exclaims on the benches of the LR group]] It is against these inequalities and injustices that we are working on. In the next six months, we will devote all of our time to building together a fair, readable and equitable retirement system for families.
ParlaMint-FR_2018-06-27-O1288.u17	Like the rise of the CSG!
ParlaMint-FR_2018-06-27-O1288.u18	Solidarity will continue, it is a commitment of the High Commissioner and myself.
ParlaMint-FR_2018-06-27-O1288.u19	The Minister of Unrighteousness!
ParlaMint-FR_2018-06-27-O1288.u20	[[Applause on the benches of the LaREM and MODEM groups]] It will persist at the same level as today because we owe it to families.
ParlaMint-FR_2018-06-27-O1288.u21	The next speaker is Mr Christophe Blanchet, for the La République group on the move.
ParlaMint-FR_2018-06-27-O1288.u22	Madam Minister of Defence, the President of the Republic's campaign commitment, the re-establishment of a national service is now essential and decisive.
ParlaMint-FR_2018-06-27-O1288.u23	Accessory! Too expensive!
ParlaMint-FR_2018-06-27-O1288.u24	It is popular with a large majority of our compatriots, and our young people – one of the most committed in Europe – have the desire to give meaning to their future and to get involved in the life of our national community while keeping the freedom to choose their commitment. In a logic of inclusion and social mix, the national service of tomorrow will be universal: it will address both boys and girls, just before their majority.
ParlaMint-FR_2018-06-27-O1288.u25	What for?
ParlaMint-FR_2018-06-27-O1288.u26	The universal national service, SNU, must offer young people the opportunity to invest, to work, to create, to express themselves and to exist.
ParlaMint-FR_2018-06-27-O1288.u27	They're already doing it!
ParlaMint-FR_2018-06-27-O1288.u28	This UNS is not an obligation, it is a necessity. A necessity for the future of our society, animated by each of these young citizens with an interest in living it together and the values of the Republic. This UNS will be a milestone for these young people who, when they leave their daily lives, will experience shared, non-virtual time. That's also what development is all about! Young people must find an immediate benefit to this SNU, which will spread throughout society the republican values: respect, civicism...,
ParlaMint-FR_2018-06-27-O1288.u29	Blah, blah, blah, blah, blah, blah,
ParlaMint-FR_2018-06-27-O1288.u30	[["The question! » on the benches of the LR group]] ...mixity, taste of effort, utility, humility, dedication, solidarity, responsibility, sense of duty, resilience and fraternity.
ParlaMint-FR_2018-06-27-O1288.u31	Baratin!
ParlaMint-FR_2018-06-27-O1288.u32	The former military service has enriched us with a unique and unifying life experience around a national consciousness. The UNS can be inspired by this, but it must above all respond to contemporary issues and be part of a world and society that has evolved.
ParlaMint-FR_2018-06-27-O1288.u33	What about the question? There's no question?
ParlaMint-FR_2018-06-27-O1288.u34	Minister, can you tell us what the broad lines of this service will be...
ParlaMint-FR_2018-06-27-O1288.u35	You didn't have to, you did!
ParlaMint-FR_2018-06-27-O1288.u36	[[Applause on the benches of the LaREM group as well as on a few benches of the MODEM group. – Protests on the benches of the LR group]] ... as well as the planned timetable, in order to allow all to join in its elaboration and to ensure the accession of all the French, and as a priority of the young?
ParlaMint-FR_2018-06-27-O1288.u37	The Minister for National Education has the floor.
ParlaMint-FR_2018-06-27-O1288.u38	Mr President, ladies and gentlemen, Mr Blanchet, the universal national service is a project of society that corresponds to the ideals that you have recalled.
ParlaMint-FR_2018-06-27-O1288.u39	A gabegie!
ParlaMint-FR_2018-06-27-O1288.u40	We want a society of trust, a society of commitment, collective sense, fraternity and social mixing...
ParlaMint-FR_2018-06-27-O1288.u41	A community society! An unequal society!
ParlaMint-FR_2018-06-27-O1288.u42	... where all the children of the country can meet at certain times to do a service. We want a society where everyone feels useful, together.
ParlaMint-FR_2018-06-27-O1288.u43	You've been in power for a year! You missed everything! A year of chess!
ParlaMint-FR_2018-06-27-O1288.u44	These are the goals we pursue. That is why, for this great public policy, as for all others, we must first and foremost ask ourselves the question of why.
ParlaMint-FR_2018-06-27-O1288.u45	And by the way!
ParlaMint-FR_2018-06-27-O1288.u46	And how much!
ParlaMint-FR_2018-06-27-O1288.u47	What is the meaning of all this? It is very concretely a matter of cultivating the commitment of young people in our country.
ParlaMint-FR_2018-06-27-O1288.u48	They're not very happy, young people!
ParlaMint-FR_2018-06-27-O1288.u49	They only ask for that, all the investigations and hearings prove it. The working group, which had been in place for several months, had identified some broad lines of strength for the future mechanism.
ParlaMint-FR_2018-06-27-O1288.u50	It will cost 4 billion euros!
ParlaMint-FR_2018-06-27-O1288.u51	Today, the Prime Minister told us in Council of Ministers what these broad lines would be. In the coming months, we will organise a new dialogue aimed at hearing from all the actors involved in this major project and defining its format.
ParlaMint-FR_2018-06-27-O1288.u52	We'll open the barracks!
ParlaMint-FR_2018-06-27-O1288.u53	A first step of about a month, which will concern 16-year-olds, will be a moment of integration and can be followed by a longer time – six or nine months, perhaps more –, based on volunteerism, like civic service, which will allow some young people to engage in much-needed goals of general interest...:
ParlaMint-FR_2018-06-27-O1288.u54	But it already exists, stop!
ParlaMint-FR_2018-06-27-O1288.u55	[[Applause on the benches of the LaREM and MODEM groups. – Protests on the benches of the LR group]] ... sustainable development, defence, health issues or the fight against illiteracy. In short, it is a great project for our country and for our youth.
ParlaMint-FR_2018-06-27-O1288.u56	Sophie Auconia, for the IDU Group, spoke on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-06-27-O1288.u57	Mr Minister for Agriculture and Food, the professionals involved in the first processing of wood, particularly oak sawmills, in my department of Touraine and more generally in France, have been experiencing difficulties in supplying raw materials for several years. The establishment of the EU label by the National Forestry Board, the NFB, is part of the desire to sustain the national wood processing tool and to ensure a balanced development of the wood industry as a whole. In order to respond to supply-difficulty oak sawing companies, the mission of the regional government services is to bring together all stakeholders locally to share a diagnosis and identify solutions to be implemented from, inter alia, reciprocal commitments between economic actors – forest operators or sawmills. [[Applause on the benches of the UDI-Agir group as well as on a few benches of the LaREM group]] At the same time, the NFB is currently experimenting with the deployment of an online sales and stock exchange site, which will improve the visibility of the supply of wood from public forests, including certified oak lots. Does the Ministry intend to encourage the development of this type of website for private foresters? Finally, the plan under way for the hardwood sector will be essential for the future of oak sawmills. It will be accompanied by a new funding mechanism, designed with Bpifrance. Mr Minister, will this scheme be aimed at all players in the industry or will it focus particularly on the modernization of our sawing tool to reduce tensions between sawmills and operators?
ParlaMint-FR_2018-06-27-O1288.u58	The next speaker is the Minister of State, Minister for the Ecological and Solidarity Transition.
