ParlaMint-FR_2018-06-05-O1253.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-06-05-O1253.u2	Mr Martial Saddier, speaking on behalf of the Group of the European People's Party, raised his question, No. 350, concerning the track of the Arve Valley.
ParlaMint-FR_2018-06-05-O1253.u3	Madam Minister responsible for transport, I would like to draw your attention to the urgent need to renovate the track of the Arve Valley in Haute-Savoie. It is a subject on which I have been invested for more than ten years, particularly on the famous Léman Express, which will serve Geneva. You know it well, since we had the opportunity to discuss it in Saint-Pierre-en-Faucigny, when you came with the Minister of State, Minister of the ecological and solidarity transition, Nicolas Hulot. Located in the heart of Haute-Savoie, the Arve Valley is a very attractive area, from a demographic but also economic point of view – décolletage, ski resorts, summer resorts, and the presence of many borderers. In addition, this territory is also located at the railway interconnection of the department, between Chablais, Geneva, Annecy and Mont-Blanc. However, everyone agrees that there is currently a significant delay in railway equipment, both on the La Roche-sur-Foron - Le Fayet line and on the Le Fayet-Vallorcine line. However, the modernization of the railway service in the Arve Valley does not seem to be a major priority. Thus, it is not included in the report entitled "Mobility of the Daily: Responding to Emergencies and Preparing for the Future" presented on February 1 by Philippe Duron. This situation is all the more regrettable since this territory is the subject of an atmospheric protection plan – PPP – and is one of the 16 French geographical areas that do not comply with European air quality regulations. The European Commission has also initiated a dispute on this subject. SNCF, the region, the department and the municipalities have made a strong commitment to the Leman Express. We have an appointment this fall, with the State-Region Plan Contract – CPER – and the opening of the public investigation into the second atmospheric protection plan. Minister, can you reassure us and confirm that, by this fall, the state will make the renovation of this valley's railway a national priority?
ParlaMint-FR_2018-06-05-O1253.u4	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-06-05-O1253.u5	Mr President, you stress the emblematic character of the Arve Valley in terms of air quality issues, and I share this concern. As you recalled, I visited the area last September with Nicolas Hulot and Agnès Buzyn, and we noted the urgency of the situation and the very strong mobilization of the inhabitants. The Government is also fully aware of the importance of railway lines for the daily life of the territories crossed, especially for mountain areas, which are often less well equipped with mobility offers. In this context, the introduction in 2019 of the Léman Express, a true international RER, will be accompanied by a considerable change in the transport offer to Evian, Saint-Gervais and Annecy. Furthermore, the studies carried out by SNCF Réseau have shown the relevance of investments in the modernisation of railway installations throughout the Arve Valley. Thus, the CPER 2015-2020 provides 4 million euros for the realization of studies, which are under way, on the railway axis Bellegarde-Saint-Gervais. The results will be available in the coming weeks and will help to define the investments to be made under the €58 million envelope in the CPER. Finally, the Saint-Gervais-Vallorcine-Martigny section will undergo a new phase of modernisation between 2019 and 2021. Local authorities, first and foremost the region, as well as the State and SNCF Network, must work together to reinvigorate the use of rail transport in the valley. The transfer of ownership of the infrastructure to the region, at its request, is already possible since it is a metric track separate from the national rail network. I know that the region wishes to move in this direction, and I would like to assure you of the Government's support in this endeavour.
ParlaMint-FR_2018-06-05-O1253.u6	Mr Martial Saddier has the floor.
ParlaMint-FR_2018-06-05-O1253.u7	Thank you, Minister, for your very precise answer. The Léman Express will be commissioned, but we are awaiting the findings of the study on the La Roche-sur-Foron-Chamonix section. Indeed, there are negotiations with the region. You know that I sit on the regional council, alongside Éric Fournier, the mayor of Chamonix, and President Wauquiez. Your announcement is extremely important: beyond the study, part of the €58 million envelope will be devoted to work. We can't wait for the next CPER. The studies must be carried out this summer, and the modernization of the La Roche-sur-Foron - Le Fayet-Chamonix railway must be undertaken very quickly.
ParlaMint-FR_2018-06-05-O1253.u8	Mr Michel Herbillon, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, raised his question, No 353, on the noise protection of motorways A4 and A86.
ParlaMint-FR_2018-06-05-O1253.u9	Madam Minister of Transport, I would like to ask you about the programme to strengthen the sound protections in my constituency, which is crossed by the A4 and A86 motorways. In the Maisons-Alfort and Saint-Maurice sector, the state had publicly committed itself, including here, to the National Assembly, to build a wall of sound protections along the South A4 in the fourth quarter of 2017 and to install more efficient screens on the A4/A86 exchangers from the second part of 2018. However, to date, while construction works have been put in place several months ago for the A4 South project, construction work on these walls has not yet begun, even though it appears that workers have appeared on the site very recently. As for the plan to strengthen protections on motorway interchanges, it now seems to be at a standstill. You will understand that for the inhabitants of my constituency, who suffer from this noise pollution on a daily basis, these delays and lack of information are difficult to accept. I would therefore like to know the precise and detailed timetable for the implementation of these two projects, which are absolutely necessary for the protection of residents, and on which the State has repeatedly committed itself. I would also like to have information on the progress of the project to cover or semi-cover the A4 motorway, which has been studied for a long time by the State services, in the Charenton bridge sector, where the residents of Charenton and Saint-Maurice are subjected to the noise of the 260,000 vehicles that run on this motorway every day. Despite the recent installation of a loud surface, which has certainly improved the situation, this section of the highway remains a black spot of noise in Île-de-France. It is therefore absolutely necessary that the State, which has carried out numerous studies on this project, now inform us of what it intends to achieve and within what time frame.
ParlaMint-FR_2018-06-05-O1253.u10	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-06-05-O1253.u11	Mr President, the A4 and A86 motorways are structural axes of the Parisian agglomeration. To deal with nuisances, the State is implementing noise mitigation measures. The project to put in place acoustic protections in Saint-Maurice, Maisons-Alfort and Créteil envisages the construction of new screens or the replacement of existing screens. The operation was cut into two slices. The first was carried out in 2013. With regard to the second phase of work, launched in March 2013, the screens of the sectors concerned in Créteil and Maisons-Alfort have been completed. Work on the South-A4 screen in Saint-Maurice was started at the end of 2017. The preparatory work on the South-A4 screen has recently begun, and the first acoustic panels will be installed this summer. The South-A4 screen is scheduled to be completed in December 2018. With regard to the replacement of screens on the A4/A86 interchange viaducts, studies are under way to validate methods of anchoring on viaducts. In the sense of Paris-Créteil, the studies will be completed next September. Regarding the Créteil-Nogent meaning, the objective is to engage the first tranche of the construction contract in 2019. This calendar is linked to the work of the Nogent Bridge. With regard to the sound protections in Charenton's law, several development variants have been studied, and further studies are under way. Without waiting for their finalization, the Ile-de-France road management put in place, in the summer of 2017, an innovative coating on the terminal part of the A4 motorway, from Saint-Maurice to Paris, in order to reduce noise pollution. This coating solution has been deployed as part of a partnership between the State and the Île-de-France region and should also help to mitigate noise pollution.
