ParlaMint-FR_2018-05-30-O1237.u1	The next item is the question to the Government.
ParlaMint-FR_2018-05-30-O1237.u2	Mr David Lorion has the floor for the Republican Group.
ParlaMint-FR_2018-05-30-O1237.u3	Mr. Minister of Territorial Cohesion, the President of the Republic proudly announced last August that there would be a supply shock, particularly in the real estate and housing sector. We have had the shock, but it has mainly reduced the construction of new housing and social housing. Unfortunately, the numbers are not good. They have not been so for the last six months: with a decrease of 8.2 per cent, the construction of collective housing has decreased by 5.6 per cent and, for 2017, there are expected to be between 8 per cent and 10 per cent fewer sales.
ParlaMint-FR_2018-05-30-O1237.u4	That's right!
ParlaMint-FR_2018-05-30-O1237.u5	Why are there so many fears, especially about housing construction? First of all, social housing operators: if you take 2 billion euros in their pocket, they will obviously not invest much until 2020.
ParlaMint-FR_2018-05-30-O1237.u6	He's right!
ParlaMint-FR_2018-05-30-O1237.u7	Then you have to want to own it. When you have the means and feel that you are a target for the Government, believe me, you are not going to invest much because you are promised to tax your property or increase the costs of inheritance. But the worst part is when you're a helpless family and you want to become a homeowner. At that time, you are being deprived of the only possibility you have: the social acquisition of property that you have removed in a large part of metropolitan and overseas territories.
ParlaMint-FR_2018-05-30-O1237.u8	Yes! He's right!
ParlaMint-FR_2018-05-30-O1237.u9	So, minister, you're probably going to tell me that the so-called ELAN law – changing housing, design and digital – will erase all of this...
ParlaMint-FR_2018-05-30-O1237.u10	Thank you very much, Mr. Lorion. The Secretary of State to the Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2018-05-30-O1237.u11	Mr President, what is the situation? Today, in France, almost as many housing units are being built as in the early 1980s. However, we have 12 million more French, more and more families divorce, and the pressure on housing is therefore incredibly strong. As we speak, almost 1.8 million households are waiting for social housing. So, what do we do? We're staying with our arms crossed, waiting for this to happen? It would be very bad to know us. What are we going to do, in concrete terms? [[Applause on several benches of the LaREM group]] First, yes, we are going to transform social housing. Yes, we're going to allow people and social donors to regroup. Yes, we will allow them to have more financing with 10 billion euros brought by the Caisse des dépôts. Yes, we will create more mobility in social housing through the revision of family situations on the basis of proposals every six years to ensure that housing is well adapted. Yes, we're going to rewrite the building and housing code – I'm going to give it to you, it's harder, we're going out of the simplification that you've undertaken, we're going to rewrite the building code completely to rip one page out of five! Yes, we are going to take steps that no one has ever taken on the benches of this assembly to combat abusive remedies! [[Applause on several benches of the LaREM group]] [[Applause on the benches of the LaREM group]] At the same time, we are going to bring solutions to protect the weakest, we are going to fight tirelessly against the sleep merchants – I welcome all the work done, for example, with the MP Little – or will fight against the unworthy habitat, especially in the ultramarine territories, we are going to revitalize the city centers – in Réunion there are four of these medium-sized cities that have been the poor parents of your policy (Protests on the benches of the LR and NG groups) – that will receive 5 billion during this quinquennium. So yes, honourable Member, and this is perhaps our difference, we will tackle the root of the problems in order to bring solutions to the French!
