ParlaMint-FR_2018-12-18-O1110.u1	The next item is the question to the Government.
ParlaMint-FR_2018-12-18-O1110.u2	Mr Loïc Prud'homme has the floor.
ParlaMint-FR_2018-12-18-O1110.u3	Minister of Economy and Finance, the Ford Group has just announced the closure of the Blanquefort site for September 1, 2019, refusing its takeover by the Punch Powerglide Group.
ParlaMint-FR_2018-12-18-O1110.u4	Yes! One more failure!
ParlaMint-FR_2018-12-18-O1110.u5	[[Applause on the benches of the FI group]] Eighty-forty-seven jobs will be eliminated in ten months. It is an economic and social disaster. Ford's choice between recovery and closure was made on one criterion: pay as little as possible. For days, we have heard the outrageous and falsely naive reactions of politicians: "sham", "treason", "imoral decision"... But who could ever believe that a multinational was acting out of morality or ethics, when only shareholders' profits matter? Ford, that's 7 billion profits in 2017 and more than 100 million euros of public subsidies received over the last ten years. Ford, it's the symbol of your lack of industrial vision. You think that competitiveness is a goal, that you should align with Austria with its 60-hour week or Bulgaria with its €261 SMIC per month. Then you pretend to mourn the consequences of a policy that you defend. You made a confession in the press, minister: Ford's leaders don't even answer you on the phone anymore. You who speak of the common sense of the great bosses, this is the reality: first, you are not a valid interlocutor for them; Secondly, they leave with millions of euros of public money in their besace. You want to save jobs? Stop giving favors to shareholders. They have led to the deindustrialization of the country for decades. The tragic closure of Ford or the announced closure of Florange are only avatars. We need to produce high quality steels in France. [[Marie-George Buffet applauds]] [[Applause on the benches of the FI and GDR groups]] Mr Minister, are you finally going to take the matter up by temporarily nationalizing these factories, to allow the installation of buyers? For Ford or Arcelor, in this context of public necessity, a law would suffice – as confirmed by the Constitutional Council. The employees only have to make tears of crocodiles and regrets of inefficient elected ones. We need action now!
ParlaMint-FR_2018-12-18-O1110.u6	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2018-12-18-O1110.u7	A former socialist minister!
ParlaMint-FR_2018-12-18-O1110.u8	Mr President, your question concerns the resumption of the Ford site in Blanquefort. Bruno Le Maire, detained elsewhere, asked me to apologize for his absence. For us, Ford's refusal to follow up on the Punch Group's takeover offer is a perfectly incomprehensible decision. As you pointed out, it aroused immense disappointment and indignation, even though we had found a serious reprehensible. I would point out that this takeover offer covers a scope of more than 400 employees, was based on a solid and ambitious business plan, which the State, the Nouvelle-Aquitaine region and Bordeaux Métropole have been supporting for several months the consolidation of this industrial project with significant public support amounting to EUR 15 million. I would like to commend here the sense of responsibility and the sense of dialogue of the trade union organisations in Ford Blanquefort which have given their full support to this project and which have accepted, in order for it to be completed, an agreement aimed at making the Blanquefort plant more competitive in the context of the recovery. In return, the Punch Group undertook to refrain from requesting additional efforts from employees throughout the duration of the agreement and from making any dismissal for economic reasons or payment of dividends for a period of five years.
ParlaMint-FR_2018-12-18-O1110.u9	We already know that!
ParlaMint-FR_2018-12-18-O1110.u10	That is also the fruit of the negotiations. The Ford Group claims that its choice is driven by the search for the best possible protection for employees and argues that its social plan would be more generous but also that the Punch Group would not be financially sound enough to offer employees equivalent starting conditions in the event of default. For the Government, things are very clear: the best security for employees is to keep their jobs.
ParlaMint-FR_2018-12-18-O1110.u11	Well, nationalize!
ParlaMint-FR_2018-12-18-O1110.u12	It is time for Ford to reconsider its position and it is a very direct message that Bruno Le Maire sent to Steven Armstrong last Friday during a telephone exchange. Bruno Le Faire,...
ParlaMint-FR_2018-12-18-O1110.u13	What a lapsus!
ParlaMint-FR_2018-12-18-O1110.u14	[[Mr. Pierre Cordier repeatedly exclaims]] ...Bruno Le Maire asked Ford to accept the takeover project proposed by Punch because there is no alternative to preserving employment and industrial activity for the Blanquefort site.
ParlaMint-FR_2018-12-18-O1110.u15	Mr Cordier, please!
ParlaMint-FR_2018-12-18-O1110.u16	[[Applause on several benches of the LaREM group]] We are working: the Minister of Economy and Finance is mobilized and we will succeed.
ParlaMint-FR_2018-12-18-O1110.u17	[[Applause on many benches of the LaREM group]] Next time you scream, Mr Cordier, you'll be punished. Thank you, Minister.
ParlaMint-FR_2018-12-18-O1110.u18	Mrs Stella Dupont has the floor.
ParlaMint-FR_2018-12-18-O1110.u19	Last week, Madam Minister of Solidarity and Health, the President of the Republic announced measures to increase purchasing power of unprecedented magnitude. In particular, this will result in an increase in the activity premium, which will be increased by 90 euros per month, from the beginning of 2019.
ParlaMint-FR_2018-12-18-O1110.u20	We thought it was 100 euros...
ParlaMint-FR_2018-12-18-O1110.u21	It is the choice of our majority to respond to the demands of many French people, who want a concrete and rapid improvement in their purchasing power. Faster and stronger is our goal. This is an emergency measure, because the social emergency is there; we all hear it on the ground.
ParlaMint-FR_2018-12-18-O1110.u22	Because of who?
ParlaMint-FR_2018-12-18-O1110.u23	As of tomorrow, just nine days after the President's speech, a bill will be presented to the Council of Ministers to give effect to these announcements. Using the activity bonus means choosing the reactivity with an existing device. It is the choice of social justice, because it is based on the income of the home, and concerns very many French people who find it difficult to close their ends for months. The increase will be decided by decree from the beginning of 2019. It's fast, it's concrete! This is a measure that increases purchasing power for modest workers, i.e. 90 euros in increase combined with legal revalorisation. This increase in income is unprecedented. Since the business premium is non-taxable, it is a net gain in the French pocket. It is also a measure that does not strike companies, which is important in the current economic context. Minister, I welcome the Government's responsiveness to make the announcements a reality, and I would like to ask you a number of questions. Can you guarantee us that 100% of employees who only have the SMIC to live will have 100 euros more per month in 2019?
ParlaMint-FR_2018-12-18-O1110.u24	That's not true!
ParlaMint-FR_2018-12-18-O1110.u25	You are planning to increase the number of beneficiary households. Can you give us some concrete examples? [[Applause on the benches of the LaREM group]] Finally, what will be the budgetary impact of these measures?
ParlaMint-FR_2018-12-18-O1110.u26	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-12-18-O1110.u27	[[Applause on several benches of the LaREM group]] You are right, the bill that will be debated tomorrow in committee responds strongly and quickly to the anxiety and anger of the French. In order to increase purchasing power, the Government chooses to increase the gains received at the level of the SMIC, thanks to the activity premium. There are now two million people at SMIC. Starting in 2019, five million modest households will be eligible for the activity premium. [[Applause on several benches of the LaREM group]] [[Applause on several benches of the LaREM group]] Through the business bonus, the Government chooses to target modest households, regardless of whether its assets are under SMIC or slightly above it. In concrete terms, a single person without a child will receive 100 euros more per month up to 1565 euros net salary. Prior to the reform, when a person was in the SMIC, he or she would no longer receive the bonus when his or her spouse earned more than 1264 euros; Today she will receive the bonus if her spouse earns up to 1716 euros per month. The Government chooses to target beneficiaries on the basis of the overall composition and income of the family, rather than on the basis of individual wages.
ParlaMint-FR_2018-12-18-O1110.u28	It's too smart for us!
ParlaMint-FR_2018-12-18-O1110.u29	This is also a step forward for single-parent families: 150,000 new single-parent families will be able to receive the activity premium from January onwards. We make the choice of social justice for employees, self-employed, farmers and public officials. [[Applause on the benches of the LaREM group]] To silence doubts and criticism, I would point out that this measure is no less costly than a general measure aimed only at people who perceive SMIC. The increase in the premium will represent an investment of more than 2.5 billion. The scheme will apply as soon as the January business premiums, which were affected by the insured on 5 February. Everyone will be able to apply online and simulate their rights from the beginning of January. I thank the agents of the family allowance fund who will transform the promise of the President of the Republic into reality.
ParlaMint-FR_2018-12-18-O1110.u30	We still have to see if this can be done within this time frame!
ParlaMint-FR_2018-12-18-O1110.u31	Mr Eric Ciotti has the floor.
ParlaMint-FR_2018-12-18-O1110.u32	[[Applause on the benches of the LR, UDI-Agir, and LT groups]] My question is for the Prime Minister. Our country has an enormous opportunity to have exceptional men and women to ensure our safety: our police and gendarmes. Our police officers, in particular, have once again demonstrated their courage and effectiveness in neutralizing the Islamist terrorist who carried out the tragic attack in Strasbourg. We owe them tribute and gratitude. But after these words, Prime Minister, our police officers are waiting for action. Today, they express a profound unease and anger just as deeply. Sixty-three police and gendarmes have committed suicide since the beginning of 2018. They are under pressure: under the pressure of terrorism, under the pressure of violence, under the pressure of demonstrations, under the pressure of migratory flows. Today the uniform no longer protects, it exposes. This is all the more true since Magnanville's assassinations. [[Applause on the benches of the LR group]] For fifty years, the nation's security effort has been divided by two. Police officers work in unworthy conditions. The criminal response is not up to their sacrifice. I say that we all have a responsibility in this situation, and that is why we owe them a unanimous response. [[Applause on the benches of the LR group]] Prime Minister, the police want a Marshall plan over time, but they also want an immediate move. We solemnly ask you to grant it to them. Are you going, yes or no, my question is simple and precise, paying them the 24 million euros of overtime that the state owes them?
ParlaMint-FR_2018-12-18-O1110.u33	Bravo!
ParlaMint-FR_2018-12-18-O1110.u34	The next speaker is the Minister for the Interior.
ParlaMint-FR_2018-12-18-O1110.u35	[[Applause on the benches of the LaREM, MODEM, UDI-Agir, LT and SOC groups]] Mr President, thank you for your question and for the tone on which you put it. Indeed, although there may be debate between us, there are only women and men in this Chamber who know the importance of the engagement of our police officers, our gendarmes, and all our security forces. There are women and men here who are elected on the ground, who know particularly the importance of this commitment on a daily basis, but also in exceptional times that you have mentioned. The halting of the terrorist in Strasbourg shows this security continuum from the power of our judicial police to the effectiveness of our field police. Indeed, one man and two women of a field team neutralized the terrorist. But you are right, the working conditions of our security forces over the last few weeks, and overall for many years, and our commitments in this area have not been up to what they do on a daily basis. Of course we need to hear it. That is why the budget of the Ministry of the Interior will have increased in two years by more than EUR 1 billion, which is an important priority. Is that enough? The answer is no. We must continue our commitments, efforts and recruitment. The recruitment plan of 10,000 police officers and gendarmes will only return to the 2007 level by the end of next year. We know that we need to go further in improving working conditions, in safety, and in terms of equipment. This is why the budget, which has increased sharply this year by 575 million, provides for the strengthening of automotive equipment and the increase in appropriations for real estate. This budget also provides for increases in appropriations so that we can equip the police and gendarmes we hire – until today, this was not always planned. [[Applause on the benches of the LaREM group]] We need to go further, especially with regard to the specific question you have put. I will meet with all the social partners earlier to propose that we work together on the payment of this debt, because it is indeed a debt, that of the State in terms of overtime, so that we can agree together on the modalities of its extinction. This debt amounts to €275 million; We will not be able to pay it in the hours and in the days ahead, but we must commit ourselves together.
ParlaMint-FR_2018-12-18-O1110.u36	Mrs. Barbara Pompili has the floor.
