ParlaMint-FR_2018-03-14-O1159.u1	The next item is the question to the Government.
ParlaMint-FR_2018-03-14-O1159.u2	Mrs Isabelle Valentin has the floor for the Group of the European People's Party.
ParlaMint-FR_2018-03-14-O1159.u3	Prime Minister, like many Members of Parliament, I receive many angry pensioners in my permanence. They are angry because they are hit hard by the increase in the widespread social contribution, the CSG. Not all had understood that this 1.7% increase was actually equivalent to a 25% increase. Many had held that only pensions in excess of EUR 1200 would be affected.
ParlaMint-FR_2018-03-14-O1159.u4	That's right!
ParlaMint-FR_2018-03-14-O1159.u5	Very few had understood that it was the couple's tax income that was taxed. Like many of my colleagues, I receive people who receive a monthly pension of 400 euros or 500 euros and who are affected by this increase in the CSG due to the higher income of their spouse. Is that decent? How do you respond to these people, Prime Minister? What are they privileged? Yet they have often worked more than we do, and under more difficult conditions. Their retirement is just the fruit of a working life; their savings just a small security to ensure the financing of the retirement home. In his campaign programme, the President of the Republic promised €60 billion in savings and €20 billion in tax cuts.
ParlaMint-FR_2018-03-14-O1159.u6	And not for the richest!
ParlaMint-FR_2018-03-14-O1159.u7	Without combating the wasteful use of public money, your government is increasing compulsory household levies this year by 4.5 billion euros, and state spending by 7.1 billion euros.
ParlaMint-FR_2018-03-14-O1159.u8	Yes!
ParlaMint-FR_2018-03-14-O1159.u9	The Institut national de la statistique et des études économiques, INSEE, as confirmed by the Observatoire français des conjunctures économiques, OFCE. And I'm not talking about the increase in taxes on diesel, gas and fuel oil. [[Applause on the benches of the LR group]] Prime Minister, when will your government finally make purchasing power its priority and meet the expectations of the French?
ParlaMint-FR_2018-03-14-O1159.u10	The Secretary of State responsible for relations with Parliament has the floor.
ParlaMint-FR_2018-03-14-O1159.u11	Madam Member, this is a subject that comes up regularly.
ParlaMint-FR_2018-03-14-O1159.u12	Because you're not doing anything!
ParlaMint-FR_2018-03-14-O1159.u13	[[Exclaims on the benches of the LR group]] Know that it is not by force to repeat that you will succeed in convincing the French. Answering your question is, today, extremely easy, for a simple reason: the French people voted in the presidential election, and your candidate was eliminated. [[Applause on several benches in the REM group. – Brouhaha on the benches of the LR group]] Your candidate, the Member, who, I would remind you, wanted a 2% increase in VAT which would have affected the total consumption of the French. Your candidate, who wanted to remove 500,000 civil servants in our country – a measure that still finds many support on your benches today.
ParlaMint-FR_2018-03-14-O1159.u14	It's out of the question!
ParlaMint-FR_2018-03-14-O1159.u15	As far as I am concerned, I observe that the President of the Republic was elected...
ParlaMint-FR_2018-03-14-O1159.u16	By default!
ParlaMint-FR_2018-03-14-O1159.u17	[[Applause on several benches in the REM group]] ...on a clear contract with the French. This contract did indeed provide for an increase in the CSG of 1.7% for 60% of pensioners: it was very clearly announced at a meeting on 10 December 2016. So it was never hidden.
ParlaMint-FR_2018-03-14-O1159.u18	That's not the point!
ParlaMint-FR_2018-03-14-O1159.u19	Answer the question!
ParlaMint-FR_2018-03-14-O1159.u20	I remember a debate with the chairman of your group, Mr Christian Jacob, on the evening of the first round: he blamed me for this measure and I assured him perfectly.
ParlaMint-FR_2018-03-14-O1159.u21	She was not enrolled in the profession of faith!
ParlaMint-FR_2018-03-14-O1159.u22	In fact, at the time we decided on this, we were also ensuring that 21 million employees in France could experience a significant increase in their wages. We all know, and this should bring us together, that, in this country, work does not pay enough.
ParlaMint-FR_2018-03-14-O1159.u23	You're sacrificing pensioners!
ParlaMint-FR_2018-03-14-O1159.u24	Ladies and gentlemen of the opposition, our objective is to ensure that the labour society guarantees every woman and man access to work through a thorough reform of vocational training.
ParlaMint-FR_2018-03-14-O1159.u25	Answer the question!
ParlaMint-FR_2018-03-14-O1159.u26	[[Exclaims on the benches of the LR group]] It is also to ensure that every employee receives fair remuneration. You can, of course, pretend to forget that a presidential election has taken place and that the French have chosen.
ParlaMint-FR_2018-03-14-O1159.u27	By default!
ParlaMint-FR_2018-03-14-O1159.u28	[[Applause on the benches of the REM and MODEM groups]] Or you can mobilize so that we can transform this country in depth and return to full employment.
ParlaMint-FR_2018-03-14-O1159.u29	The next speaker is Mr Richard Ferrand, on behalf of the Group of the European People's Party (La République) on the move.
ParlaMint-FR_2018-03-14-O1159.u30	A comeback!
ParlaMint-FR_2018-03-14-O1159.u31	Prime Minister, the first European exporter of poultry, the Breton company Doux, headquartered in Châteaulin, is on the brink of the abyss. Three years ago, after years of difficulty, and then a return to profitability, the collective mobilization allowed the takeover of the company by the Terrena group. I would like to commend the action that was taken at that time by Ministers Garot, Le Foll and Macron.
ParlaMint-FR_2018-03-14-O1159.u32	Your friends!
ParlaMint-FR_2018-03-14-O1159.u33	Holland, come back!
ParlaMint-FR_2018-03-14-O1159.u34	However, the hope regained was only a respite. Today, the urgency is there: Sweet loses several million euros per month and the results for 2016 show tens of millions of euros of losses.
ParlaMint-FR_2018-03-14-O1159.u35	We have to nationalize!
ParlaMint-FR_2018-03-14-O1159.u36	The majority shareholder Terrena threatens to withdraw, while 1200 employees are in distress. It is the entire western part of France that holds its breath, from the Vendée to the port of Brest, an entire livestock sector that fears for its future.
ParlaMint-FR_2018-03-14-O1159.u37	Get out the red hat!
ParlaMint-FR_2018-03-14-O1159.u38	If no solution is found quickly, the company Doux risks liquidation pure and simple. This fateful outcome would be a human tragedy; It would be extraordinarily painful for whole families as for the whole Finistrian territory, for the whole of Breton territory. For weeks, negotiations have been under way, particularly following the expressions of interest expressed by the Ukrainian group MHP. Behind its president Loig Chesnais-Girard, the Brittany Regional Council is mobilized alongside workers, breeders, trade union organisations and state services. [[Applause on the benches of the REM group]] Prime Minister, in this context that the government wants – and what can – the government want? How can we act to save this major player in the poultry sector, to safeguard the industrial tool and know-how, to preserve the employment of employees, as well as the activity of farmers?
ParlaMint-FR_2018-03-14-O1159.u39	The Prime Minister has the floor.
ParlaMint-FR_2018-03-14-O1159.u40	Mr. President Ferrand, Doux, there are 1,400 employees in France, notably Chantonnay, Quimper, Plouray and Châteaulin; 161 breeders are directly dependent on their activities in Brittany; it accounts for about 10% of the French sector. He is therefore a major economic player whose difficulties, which are not recent, are unfortunately well known. They continued despite the recovery of 2013, which you mentioned. The company's model has been confronted with drastic changes in markets and the economic environment. We must note that, despite the efforts of all stakeholders and the significant support of shareholders since 2013, the company has failed to sufficiently adapt its business model, which is now 80% based on the export of frozen chickens to the Middle East. In this context, Doux has been accompanied since 2013 by the State services. I want to tell you, Mr.President Ferrand, how much the Government as a whole is mobilized on this issue – sorry to use this term: behind it, there are women, men, breeders who are legitimately worried about their future, their economic future and that of a production apparatus to which they are attached. At the time of the General Food States, our objective, and the need for us, is to promote a strategy of increasing the range and repositioning of the French poultry sector. Bruno Le Maire, Stéphane Travert, Jean-Yves Le Drian have mobilized in France and abroad to identify and support all possible avenues of recovery for this company, in good intelligence with the local authorities, including the Brittany Regional Council. All potential buyers were approached. Let us acknowledge this: few marks of interest have been formulated. However, discussions are ongoing today intensely between Doux's current shareholders and a Ukrainian actor, the MHP group, who could be the partner of a recovery project. We do not want to neglect any leads, especially with regard to national actors, with whom discussions are also taking place – but they are at a very preliminary stage. [[Applause on the benches of the REM group]] Our demand is clear, as is the position that I am going to express: if we can build a credible, commercially credible, socially credible, economically credible recovery project that will allow as many sites as possible and as many employees as possible to be taken over on a sustainable basis, the State will obviously support it, through the instruments at its disposal and a very strong mobilisation. This is the objective we have: not to buy words – no one wants it, neither you nor me – but to accompany a company on a sustainable basis so that its project is credible and that what we do for it has a scope.
ParlaMint-FR_2018-03-14-O1159.u41	Blabla!
ParlaMint-FR_2018-03-14-O1159.u42	Mrs Pires Beaune has the floor for the New Left Group.
ParlaMint-FR_2018-03-14-O1159.u43	[["Yes! » on the benches of the LR group]] Prime Minister, could you live with 852 euros every month? Probably not! Yet this is the reality of hundreds of thousands of agricultural pensioners, with full careers and who have begun to work very young. Under the previous legislature, the Ayrault government had upgraded agricultural pensions to 75% of the interprofessional minimum wage for growth – the SMIC. My colleagues in the Group of the Democratic and Republican Left have proposed to go further and raise this minimum to 85% of the SMIC. Their proposal was unanimously adopted by the National Assembly in January 2017. It should have been adopted in the same terms by the Senate last week, if you had not stopped it.
ParlaMint-FR_2018-03-14-O1159.u44	Yes!
ParlaMint-FR_2018-03-14-O1159.u45	It's shameful!
ParlaMint-FR_2018-03-14-O1159.u46	[["Congratulation! » and applause on the benches of the NG, LR, FI, GDR and on a few benches of the UDI-Agir group]] Prime Minister, this method of using and abusing the most binding constitutional arrangements, of governing by order, of confiscating the debate and, tomorrow, of trying to prevent parliamentarians from amending the texts is your trademark! Blocked voting is, of course, provided for in the Constitution; Nevertheless, there is still a brutal measure. You send this brutality to the face of the nation's representatives; Above all, you send it to the faces of retired farmers.
ParlaMint-FR_2018-03-14-O1159.u47	The majority don't like pensioners!
ParlaMint-FR_2018-03-14-O1159.u48	Yet our colleagues were not presenting a revolutionary measure; They simply demanded the immediate implementation of a campaign promise from candidate Emmanuel Macron.
ParlaMint-FR_2018-03-14-O1159.u49	Oh, we know what it's worth!
ParlaMint-FR_2018-03-14-O1159.u50	[["Yes! » on the benches of the LR group]] [[Applause on the benches of the NG, FI and GDR groups]] Yesterday you indicated here, Prime Minister, in response to President Chassaigne, that things had to be done in the right order. Is it doing things in the right order, Prime Minister, to remove the ISF – the solidarity tax on wealth – and to create a flat tax on January 1, 2018, while returning the revalorisation of agricultural pensions to 2020? I would point out to you that the reform of the ISF and the flat tax cost billions of euros to the state budget, while the revalorisation of agricultural pensions would represent an expenditure of barely 400 million euros. [[Applause on the benches of the NG, LR, FI and GDR groups]] Mr Prime Minister, are you finally going to deal with Parliament with the consideration that universal suffrage demands that it be given to it? Above all, are you going to allow, as of 2018, the just revalorisation of agricultural pensions?
ParlaMint-FR_2018-03-14-O1159.u51	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-03-14-O1159.u52	Oh, my God! What solidarity!
ParlaMint-FR_2018-03-14-O1159.u53	Madam Member, I will answer you on the merits.
ParlaMint-FR_2018-03-14-O1159.u54	It will change us!
ParlaMint-FR_2018-03-14-O1159.u55	[[Exclaims on the banks of the GDR and FI groups]] Everyone here, on these benches, is obviously aware of the low level of agricultural pensions, despite the national solidarity and efforts made, notably in 2009 and 2014. This is a serious and serious matter, to which the bill on the Senate's Orders of the Day last week unfortunately provided only a partial and, above all, unfunded response. The text included financial guarantees which would have resulted in a €400 million increase in taxation.
ParlaMint-FR_2018-03-14-O1159.u56	So what?
ParlaMint-FR_2018-03-14-O1159.u57	What about the rise in the CSG?
ParlaMint-FR_2018-03-14-O1159.u58	Guarantees based on resources that are not even allocated to the financing of pensions, such as the proceeds of the tax on financial transactions, allocated to development aid, and the proceeds of the consumption rights on tobacco, allocated to health insurance! [["Yes! »on the benches of the GDR group]] It also comes at a time when we are about to embark on a comprehensive reform of pension systems, a reform that will enable us to lay the foundations for a more equitable system and to clarify the place we want to give to solidarity schemes. Together with Jean-Paul Delevoye, the High Commissioner for Pension Reform, we will soon be receiving parliamentarians and agricultural representatives to discuss the subject. The Government logically considers that no significant change in the parameters of the existing regimes is intended to intervene before the debate in Parliament, a fortiori in a sectoral way. This is not a refusal to take into account the special situation of agricultural pensioners,...
ParlaMint-FR_2018-03-14-O1159.u59	Farmers live it like this!
ParlaMint-FR_2018-03-14-O1159.u60	On the part of the Government, it is even contempt!
ParlaMint-FR_2018-03-14-O1159.u61	...but the Government considers that the conditions for doing so are not met today. [[Applause on several benches of the REM and MODEM groups]] Madam Member, the Government renews its commitment to talk about the particular situation of farmers in preparation for the comprehensive reform of the pension system. The debate is therefore not closed; On the contrary, it's just beginning.
ParlaMint-FR_2018-03-14-O1159.u62	The next speaker is Mr Raphaël Gérard, for the La République group on the move.
ParlaMint-FR_2018-03-14-O1159.u63	My question is to Mrs Annick Girardin, Minister for Overseas Affairs. I would like to associate my colleague Said Ahamada, whom I know is sensitive to the plight of our Maori citizens. For a month now, Māro women have been on the front lines of barricades to denounce the situation of insecurity and rampant violence on the island. And for good reason! Over the past six months, two students have been stabbed in the vicinity of schools. These cases of violence are far from anecdotal. Every day, the Maori schoolchildren go to school fear in the belly in the face of the resurgence of attacks, rackets and clashes of rival gangs of which they are hostage. This situation, as we understand it, affects the mothers of the Mahorese family in the depths of their flesh. That is why I would like to pay tribute to their struggle to ensure that the school of the Republic is up to its promise and that it is able to offer young Maori the same chances of success and the same conditions of schooling as in the hexagon. Beyond popular emotion, the problems that affect Mayotte in education, immigration and the fight against insecurity are structural. They do not date from last May; They are in fact the legacy of successive governments, unable to bring satisfactory solutions to a recent process of départementization and poorly prepared on the eve of the 2012 presidential election. I regret, moreover, that in the face of such important issues, which concern the entire national community, some are trying to exploit the suffering of the Mahorais for personal purposes.
ParlaMint-FR_2018-03-14-O1159.u64	At least some have the courage to go there!
ParlaMint-FR_2018-03-14-O1159.u65	[[Exclaims on a few benches in the LR Group and among non-attached MPs]] This is not the case of our majority, and I would like to commend your courage, Madam Minister, to have gone to the meeting of the Mahorese and Mahorese people in order to engage in an attentive dialogue between the people and the Government. [[Applause on many benches in the REM group]] After long hours of listening, an agreement in principle was reached, with representatives of the collective and local elected representatives agreeing with the Government, which I welcome. Could you, Madam Minister, describe to us the concrete measures that the Government intends to take to ensure a long-term commitment by the State to the Mahorais, who are French in their own right?
ParlaMint-FR_2018-03-14-O1159.u66	All right!
ParlaMint-FR_2018-03-14-O1159.u67	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2018-03-14-O1159.u68	Yes, MP Mayotte has been suffering, as have the Mahorese and Mahorese, for many years. No, we have not, collectively, been able to support this hundred-first department of our territory.
ParlaMint-FR_2018-03-14-O1159.u69	Especially you!
ParlaMint-FR_2018-03-14-O1159.u70	You treated him better before the departmentalization!
ParlaMint-FR_2018-03-14-O1159.u71	Yes, we had to re-engage in the dialogue and go there. But, as I said before, I'm going where my presence is most useful. My colleague Gérard Collomb and I had to respond to the first problem in the territory, namely the daily violence and security of the Mahorese and Mahorese. We also had to answer the question of the fight against immigration, without hiding behind our little finger, putting everything on the table, without taboo, as the Prime Minister in the Senate said a week ago. It was necessary, I said, to agree to dialogue with all, and first of all with the elected ones, because it is first and foremost up to them to express themselves.
ParlaMint-FR_2018-03-14-O1159.u72	And in concrete terms?
ParlaMint-FR_2018-03-14-O1159.u73	[[Exclaims on a few benches in the LR Group and among non-attached MPs]] This dialogue, then, was continued with the collectives and the inter-union, with a view to defining a new method for a transformation of the territory and setting a timetable.
ParlaMint-FR_2018-03-14-O1159.u74	All right!
ParlaMint-FR_2018-03-14-O1159.u75	Yes, more than thirty-five measures have been announced, including about fifteen proposed by the collective: there is no need to detail them, they can be found on all sites.
ParlaMint-FR_2018-03-14-O1159.u76	Incantations!
ParlaMint-FR_2018-03-14-O1159.u77	It is the spirit, method and transformation of this territory that are important; It is trust that must be revived in order to give it a future that is commensurate with the richness of its maritime basin. [[Applause on a few benches of the REM group]] Yes, we will have to talk about regional cooperation with the Comoros. Yes, we will have to work together in the region, so Mayotte represents French excellence. I never thought that my visit to Mayotte would settle everything in the following hours:...
ParlaMint-FR_2018-03-14-O1159.u78	Neither do we!
ParlaMint-FR_2018-03-14-O1159.u79	...as you know, not all dams have been dismantled yet. But yes, I announced more state, and better state. This morning we have already addressed a number of topics, starting with these eighteen youth gangs that scare the population...
ParlaMint-FR_2018-03-14-O1159.u80	[[Applause on the benches of the REM and MODEM groups]] Thank you, Madam Minister.
ParlaMint-FR_2018-03-14-O1159.u81	Mrs Justine Benin, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2018-03-14-O1159.u82	I would like to associate my colleagues from Guadeloupe with this question, which is addressed to the Minister for Solidarity and Health. On November 28, the University Hospital – CHU – in Pointe-à-Pitre suffered a severe fire. This tragic event, unprecedented in France, will have required the evacuation of 1200 people, including nearly 700 patients. I would like to pay tribute here to the extreme professionalism and composure shown by all CHU staff and firefighters, as well as to the solidarity of other health facilities, both private and public. Madam Minister, your arrival in Guadeloupe and your presence at the CHU a few hours after the disaster were also appreciated by all these actors and by the population. Nevertheless, three months later, the tension rises on the spot, adding to this unprecedented health crisis a crisis of confidence. A CHU defence collective has been set up, some health professionals exercise their right to withdraw, and the population expresses legitimate doubts about the effectiveness of the provision of care following this tragedy. [[Applause on the benches of the MODEM group and on several benches of the REM and IUD-Agir groups]] Concrete measures, which cannot suffer from any financial objections, must be taken. Can you today, Madam Minister, reassure Guadeloupe and the Guadeloupeans by presenting us with the decisions that the Government intends to take to maintain critical care in Guadeloupe, preserve the university character of our hospital centre, preserve all the specialties and, finally, restore the CHU of Pointe-à-Pitre in order to guarantee a quality care offer in Guadeloupe?
ParlaMint-FR_2018-03-14-O1159.u83	All right!
ParlaMint-FR_2018-03-14-O1159.u84	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-03-14-O1159.u85	And labs!
ParlaMint-FR_2018-03-14-O1159.u86	We have today, Madam Member, a twofold concern with regard to the CHU of Guadeloupe. The first is the health security of health professionals and patients staying there; The second is access to adequate and adequate care, particularly in the field of critical care, in Guadeloupe. We make every effort to ensure that there are no serious health risks, which could affect the health of those staying in this hospital. The current working conditions are not optimal, but the health capital of people is not affected at present. New expertise from the RSA – Regional Health Agency – is planned next week to validate or not the results of previous analyses, which had not revealed any anomalies. In addition, countermeasures to avoid current inconveniences are put in place, such as the containment of certain parts of the CHU or the maintenance of the opening of windows and exits for air circulation. Be aware that we will not put people at risk of developing pathologies other than temporary symptoms due to confinement or irritation. If the CHU were to be evacuated, this would represent, in return, a risk to the population's access to critical care: then there would be a real danger of loss of chances. [[Applause on a few benches of the REM and MODEM groups]] So at this stage, we decided to clean the CHU in slices; To do this, we will relocate certain activities to partner institutions, which will allow the remaining activities to be reorganized according to the areas to be cleaned. This solution will help to maintain the technical platform of critical care within the CHU, in order to ensure the best access to the care of the population.
ParlaMint-FR_2018-03-14-O1159.u87	[[Smile]] Colleagues, don't worry about the loss of the scoreboard counter. Until this technical problem is resolved, I can always control speaking times.
ParlaMint-FR_2018-03-14-O1159.u88	Mr Gérard Cherpion, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-03-14-O1159.u89	Prime Minister, not so long ago, alongside the Republicans, you defended with conviction the role of Parliament and the social partners and promoted decentralization to give the territories more responsibility.
ParlaMint-FR_2018-03-14-O1159.u90	To ensure Republican equality!
ParlaMint-FR_2018-03-14-O1159.u91	Today, alongside a former minister of a government you were fighting, who became President of the Republic, you are implementing a policy of recentralization and confiscation of intermediate powers.
ParlaMint-FR_2018-03-14-O1159.u92	Yes!
ParlaMint-FR_2018-03-14-O1159.u93	Thus, you remove from the regions the competence to learn, you remove from the social partners the governance of vocational training and you wish to withdraw from Parliament some of its powers, in particular by attacking the fundamental right of amendment and reforming almost exclusively by order.
ParlaMint-FR_2018-03-14-O1159.u94	Scandalous!
ParlaMint-FR_2018-03-14-O1159.u95	Plutocracy!
ParlaMint-FR_2018-03-14-O1159.u96	This authoritarian method has a purpose: to give all powers to the President of the Republic and to the French high administration. In democracy, however, responsibility before Parliament, the representative of the nation, is the counterpart of authority. This method of government has two consequences: it increases the territorial divide and it increases the social divide. With the reforms that you are undertaking, of which I do not dispute the necessity but the method, you divide France, you oppose the French:...
ParlaMint-FR_2018-03-14-O1159.u97	That's right!
ParlaMint-FR_2018-03-14-O1159.u98	[[Exclaims on the REM benches]] ... France from metropolises to rural France, the French among themselves according to their social class, those who have access to technology to those who do not.
ParlaMint-FR_2018-03-14-O1159.u99	Old-age pensioners!
