ParlaMint-FR_2018-02-14-O1141.u1	The next item is the question to the Government.
ParlaMint-FR_2018-02-14-O1141.u2	Sophie Auconia, for the IDU Group, spoke on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-02-14-O1141.u3	Prime Minister, the rural world is suffering. He can no longer be silent, you must, we must hear his suffering, his suffering!
ParlaMint-FR_2018-02-14-O1141.u4	Yes!
ParlaMint-FR_2018-02-14-O1141.u5	[[Applause on the benches of the UDI-Agir and LR groups]] The President of the Republic had pledged that no classes would be closed in rural schools, but in the departments, dozens of classes would be closed by the next school year! We say stop! Declining allocations for private agricultural education – yet a path of excellence in our countryside? We say stop! [["Stop! » on the benches of the UDI-Agir and LR groups]] The decline in the overall purchasing power of rural residents – due to the increase in the CSG and the price of diesel fuel – which is no longer sustainable for them? We say stop! [["Stop! » on the benches of the UDI-Agir group and applause on the benches of the LR group]] Limiting the zero-rate loan or eliminating the housing tax – almost the only resource in small rural communities – that is involved in the desertification of our countryside? We say stop! [["Stop! » on the benches of the UDI-Agir and LR groups]] Recently, with the revision of the map of disadvantaged agricultural areas, it was our farmers who said stop, Prime Minister! Blockages, demonstrations... at the time of short circuits and food self-sufficiency, thousands of farmers would be excluded from zoning, 300 in my department, with the consequences we know: a loss of 7000 euros per year and per farm, of 14000 euros for a young farmer. They are mobilizing, we support them and we say stop! Faced with the difficulties of ranking and the urgency of this issue, it is now a matter of demonstrating a genuine political will to unblock. So, Prime Minister, what is the government's vision that rurality, as promised, is not the adjustment variable of metropolitan territories?
ParlaMint-FR_2018-02-14-O1141.u6	She's right!
ParlaMint-FR_2018-02-14-O1141.u7	[[Applause on the benches of the UDI-Agir and LR groups]] What is your answer, Prime Minister? Can you assure us that with the map of disadvantaged areas, you will choose to show political courage?
ParlaMint-FR_2018-02-14-O1141.u8	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2018-02-14-O1141.u9	Madam Member, I will respond to you with the calm and temperance required by this kind of case. I assure you that I am not unaware, absolutely nothing, of the concerns expressed in the disadvantaged territories concerned. The same applies to the entire Government.
ParlaMint-FR_2018-02-14-O1141.u10	It's softness, not temperance!
ParlaMint-FR_2018-02-14-O1141.u11	First of all, Madam Member, to explain to you how we work and how we organise the consultation, I would like to remind you that the professionals of Indre-et-Loire were received by my firm on Monday morning...
