ParlaMint-FR_2018-11-28-O1086.u1	The next item is the question to the Government.
ParlaMint-FR_2018-11-28-O1086.u2	Mr Olivier Faure has the floor.
ParlaMint-FR_2018-11-28-O1086.u3	Prime Minister, this is not a revolution, but it is not a mere grunt either. The situation has become socially explosive. These yellow vests are whistleblowers. They say something about the difficulties and suffering experienced by millions of women and men who share the same story, and now the same anger. This movement belongs to no one. Anyone who tries to get it back will do it in vain.
ParlaMint-FR_2018-11-28-O1086.u4	That's not what you're doing!
ParlaMint-FR_2018-11-28-O1086.u5	[[Mrs. Valérie Rabault applauds]] However, we must all, here, be driven by a common concern: to provide answers and to ensure a positive outcome to this crisis. The President of the Republic spoke yesterday. He did not convince, because he did not answer any of the two questions asked to him: the end of the month and the end of the world. The structuring choices are returned to later. Investment remains very low; Above all, they do not correspond at all to what is reported by ecological taxation.
ParlaMint-FR_2018-11-28-O1086.u6	The Government is out of date.
ParlaMint-FR_2018-11-28-O1086.u7	As far as purchasing power is concerned, nothing. Yet the French don't ask for alms! They're asking you for equality. Why are wages now taxed more than rent and speculation?
ParlaMint-FR_2018-11-28-O1086.u8	What did you tax finance?
ParlaMint-FR_2018-11-28-O1086.u9	How can we ask more of those who have nothing when those who have everything benefit from your widths? [[Applause on several SOC benches]] I therefore make two very simple proposals on behalf of the Socialists: firstly, to find 5 billion a year for the purchasing power of the French, by going back to your tax gifts; Secondly, to suspend the tax increases planned in January, pending genuine general states.
ParlaMint-FR_2018-11-28-O1086.u10	Both at the same time!
ParlaMint-FR_2018-11-28-O1086.u11	When the President of the Republic invites a dialogue while announcing its conclusion, this cannot work. We must put everything on the table: purchasing power, taxes like wages, and financing the energy transition.
ParlaMint-FR_2018-11-28-O1086.u12	Everything you haven't done!
ParlaMint-FR_2018-11-28-O1086.u13	[[Applause on the SOC benches]] Prime Minister, don't try to save time! Don't play rot! Don't...
ParlaMint-FR_2018-11-28-O1086.u14	Thank you, my colleague. The next speaker is the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2018-11-28-O1086.u15	[["Wow! Bravo! » on the benches of the LR group]] Mr President, as far as the yellow vest movement is concerned, I met, as you probably know, two of their spokespersons last night. One of them is in your Seine-et-Marne department. [[Claims on the MODEM Group and LR Group benches]] They have spoken to me which indeed deserve to be heard. They first told me, before repeating publicly, that the issue of fuels and ecological transition represented only 1% of their concerns, which are much broader, as did their demands and proposals – which they had on their list.
ParlaMint-FR_2018-11-28-O1086.u16	Their concern is the economic crisis!
ParlaMint-FR_2018-11-28-O1086.u17	Their demands range from purchasing power to the standard of living, through the amount of taxes, the abolition of the Senate,...
ParlaMint-FR_2018-11-28-O1086.u18	Very good measure!
ParlaMint-FR_2018-11-28-O1086.u19	... the use of referendums and the substitution of a citizens' assembly in the National Assembly.
ParlaMint-FR_2018-11-28-O1086.u20	Do you understand what's going on?
ParlaMint-FR_2018-11-28-O1086.u21	As you can see, these are very diverse concerns. They deserve to be heard and debated. That is why the Prime Minister and I will meet with many social and associative actors, with a view to building together a way of organising the debate on the ground.
ParlaMint-FR_2018-11-28-O1086.u22	Smoke!
ParlaMint-FR_2018-11-28-O1086.u23	As far as the substance of your question is concerned, the measures taken over the last 18 months cannot be enough to correct the tax and tax increases that have taken place for ten years. However, the decrease in wage contributions is an increase in the purchasing power of labour. The increase in the activity premium is an increase in the purchasing power of labour.
ParlaMint-FR_2018-11-28-O1086.u24	Fifteen euros per smicard!
ParlaMint-FR_2018-11-28-O1086.u25	The social and solidarity support of the ecological transformation, which we have already discussed and to which we will continue to work,...
ParlaMint-FR_2018-11-28-O1086.u26	For which 55 billion is missing!
ParlaMint-FR_2018-11-28-O1086.u27	[[Applause on several benches of the LaREM group and a few benches of the MODEM group]] ...will also be a way to improve the daily lives of our compatriots.
ParlaMint-FR_2018-11-28-O1086.u28	[[Applause]] [[Same movement]] Ladies and gentlemen, I would appreciate it if everyone took the habit of arriving on time. I count on the group presidents to ensure that this discipline is respected. Otherwise, the first responders are embarrassed, and the first answers disturbed by a brouhaha...
ParlaMint-FR_2018-11-28-O1086.u29	Mr. Francis Chouat has the floor.
ParlaMint-FR_2018-11-28-O1086.u30	[[Applause on the benches of the LaREM group as well as on several benches of the MODEM group]] [[Exclaims on the benches of the LR group]] In the special circumstances of last Sunday's vote, and despite the civic distrust that exists in the popular suburbs, I owe my election to the fact that the citizens have clearly chosen to defend their future by rejecting the degagism that opposes everything and leads to nothing. I am the deputy of this great suburb full of forces but whose social and territorial segregations undermine daily life. We're tired of having to fight twice as much to get twice as much in Greater Paris. Madam Minister for Transport, if our development is hampered, it is, in particular, by 30 years of underinvestment in public transport...
ParlaMint-FR_2018-11-28-O1086.u31	Where was Valls?
ParlaMint-FR_2018-11-28-O1086.u32	... especially in large crowns, where two thirds of the forced journeys are by car. Our ERs are big sick bodies. Thus, Line D transports 700000 passengers a day, and will transport 900000 in 15 years, under unacceptable conditions.
ParlaMint-FR_2018-11-28-O1086.u33	And Valls, what did he do?
