ParlaMint-FR_2018-10-09-O1011.u1	The next item is the question to the Government.
ParlaMint-FR_2018-10-09-O1011.u2	The next speaker is Mr Vincent Ledoux, for the IDU Group, Action and Independents.
ParlaMint-FR_2018-10-09-O1011.u3	Mr Minister for Europe and Foreign Affairs, I do not want to make a bad omen, but it is impossible for us to rule out the prospect of a "hard" Brexit. The worst is not always certain, but it would be irresponsible not to consider it, especially at this stage of the discussions and six months before the deadline. A note by Prefect Lalande, whose professionalism I would like to pay tribute to, alerts the Government to our needs and our level of preparedness. Our ability to ensure the best control at the borders and to deal with a very high flow mass is at stake here: every year, 32 million people and more than 4 million heavy goods vehicles transit through the ports of Calais, Dunkirk, and through the Channel Tunnel: two minutes of additional control and 27 kilometres of plugs! Brexit, in its hard version, will require the mobilization of an additional 250 police officers and an increase of almost 100 per cent in the number of health control officers, to rapidly increase from 2.5 to 230 full-time equivalents. Minister Darmanin has already announced 700 more customs officers, including 350 as of 2019.
ParlaMint-FR_2018-10-09-O1011.u4	Did he write the question?
ParlaMint-FR_2018-10-09-O1011.u5	Procedures will need to be dematerialized and others will need to be alleviated on the basis of risk analysis. Where do you think you are placing the cursor and by what method? On the other hand, considerable investment will be made to create off-site control areas, to purchase land and to build equipment. Have you measured the level of expenditure required? Finally, it will be necessary to reassure the 5,500 companies that are looking to the United Kingdom and are asking questions. [[Applause on several benches of the UDI-Agir group]] Where are we on all these subjects? The President of the Hauts-de-France region, Xavier Bertrand, calls for an exit agreement, for the total mobilization of the state and for everyone to play hand in hand at 200 %! Can you reassure him, Minister, and clarify the Government's road map?
ParlaMint-FR_2018-10-09-O1011.u6	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2018-10-09-O1011.u7	Mr President, you know that the French Government favours the option of an orderly withdrawal so as to maintain as close a relationship as possible between the European Union and the United Kingdom, within the framework of an agreement and in mutual respect for rights and obligations. It is now clear that time is running out, that several questions remain open, although progress has been made and that it is therefore necessary to remain both determined and optimistic. Whatever happens, at the end of the negotiations, Brexit will upset the links we have with the United Kingdom and we must prepare ourselves, administrations, citizens, businesses, considering all the eventualities. That is why Nathalie Loiseau and I, at the request of the Prime Minister, presented last Wednesday to the Council of Ministers a bill enabling the Government to adopt by order the contingency measures that would be necessary in case of a lack of withdrawal agreement. They concern both the right of residence and employment of British nationals on French territory, but also, as you have alluded to, the infrastructure and staffing that will have to be mobilised to ensure that this adaptation can take place under the best possible conditions, whatever the results. In the most difficult case – which we do not support –, I believe, Mr President, that all the elements are gathered so that we can adapt as best we can, both through our legislation and also through the initiatives taken by the European Commission. [[Applause on the benches of the LaREM and MODEM groups]] We fervently hope that the time remaining will allow us to reach a good agreement.
ParlaMint-FR_2018-10-09-O1011.u8	Mrs Célia de Lavergne has the floor for the La République Group on the move.
ParlaMint-FR_2018-10-09-O1011.u9	Prime Minister, the climate emergency is here now: it is ours. French citizens know that and French citizens expect strong answers. All of us here on all these benches are witnesses to this day-to-day on the ground. Yesterday, the Intergovernmental Panel on Climate Change (IPCC) issued its sixth assessment report. He says very simply that we are not on the right track undertaken by COP21. We need to contain global warming below the 1.5°C threshold, because beyond that, the changes will be irreversible. But, at the current pace, this threshold could even be crossed by 2030. In concrete terms, this will mean: a change in our climate on a daily basis, with heat records like those we experienced this summer; the widening of inequalities on the planet, with the proliferation of migratory movements and growing geopolitical tensions; the loss of biodiversity, especially of animal and plant species that are useful for the preservation of our health and our environment. The good news of this report is that it is still possible to contain warming below 1.5 degrees Celsius, but this will not happen without an international surge or the unanimous commitment of all policy makers. We must therefore accelerate. Your government has been mobilized for more than fifteen months, through the strong action of the minister of ecological and solidarity transition, and we are at your side in all sectors. This commitment must also be that of each member of the Government: the economy, housing, social cohesion, transport, agriculture, the budget are all public policies that must be responsible for, and committed to, this transition. Indeed, as difficult as arbitrations are today, the planet demands that we commit ourselves more to ensuring that the ecological and solidarity transition is full and complete. [[Applause on the benches of the LaREM group]] Therefore, Prime Minister, can you tell us the ambitions of the Government and how each of your ministers is mobilized to respond to the stakes and the demand for a legitimate start by the French population?
ParlaMint-FR_2018-10-09-O1011.u10	The Prime Minister has the floor.
ParlaMint-FR_2018-10-09-O1011.u11	Madam Member, the IPCC scientists have produced, as you mentioned, a report that summarizes years of work and expertise and documents the urgency of the situation. This report confirms, by means of a substantiated analysis, the feeling that an increasing number of our citizens feel when they look around them at the world as it goes, when they see the multiplication of episodes of great heat and drought, when they observe the reduction of biodiversity, when they see the terrible effects of climate change, the transformation of natural environments, the effects of deforestation. When the individual impression is confirmed by such a mass of scientific analysis, you are right, Member, it is not permissible to divert the head. [[Exclaims on FI banks]] This is obvious, but I observe, like you, and many politicians, that this scientific observation, which I believe is indisputable, is called into question by certain states, by certain governments. This is a problem that we must have in mind, because we will be able to find a solution to this challenge for humanity only in a collective way. And anyone who thinks that the problems facing everyone – this one or another – can find a national solution, put the future in jeopardy. [[Same movements]] Aware of this issue, the Government has embarked, since its appointment, on a course of action. We believe in these measures, although we know that they are not always easy to implement. We made the decision, and it was one of the first laws passed by this assembly, to ban the exploitation of hydrocarbons.
