ParlaMint-FR_2018-01-24-O1122.u1	The next item is the question to the Government.
ParlaMint-FR_2018-01-24-O1122.u2	The next speaker is Mr Philippe Berta, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2018-01-24-O1122.u3	Minister of the Interior, last Friday, a thirty-three-year-old man, suspected of planning an attack and known for his allegiance to the Islamic State group, was arrested in the Gard. This is the first attack foiled by the Directorate-General for Internal Security, DGSI, at the beginning of the year. I would like to acknowledge the high quality of the work of your services that allowed the arrest and then the indictment for "association of criminal terrorist criminals" of this individual. On this occasion, Gard's prefect, Didier Lauga, reminded the press of disturbing figures for our department. At the national level, the Gard ranks fourth among the most radicalised departments and the southern defence zone, which includes the Occitanie and Provence-Alpes-Côte d'Azur regions, accounts for more than half of the terrorist cases. In this context, the new plan of action against radicalization and terrorism is more than expected to combat the evil at its root. A plan against radicalisation should be presented at the end of an interdepartmental committee at the beginning of the year. We expect it to reflect the urgent and indispensable impulse of the Government to stem the phenomenon of radicalization. It should also enable all actors, both at national level and on the ground, to coordinate in order to ensure the continuity of this priority for national security. [[Applause on the benches of the MODEM and REM groups]] Minister, can you confirm the February 2018 deadline for the submission of the action plan against radicalisation? What are your priorities for the development of this plan, as well as the role you are considering for the territories?
ParlaMint-FR_2018-01-24-O1122.u4	The next speaker is the Minister of State, Minister for the Interior.
ParlaMint-FR_2018-01-24-O1122.u5	Mr President, ladies and gentlemen, first of all, I would like to welcome the action of our services, which, for the first time this year, have foiled an attack. The challenge remains high, and I confirm the figures that you have recalled, Mr.Member – I would like to always show the greatest transparency on these issues. Today, in the department of Gard, 258 people are registered in the file of reports for the prevention of radicalization of a terrorist nature – FSPRT. This gives an idea of the scale of the challenges we will face. Together with the Prime Minister, we will hold an inter-ministerial committee in February to combat radicalisation. We want to move forward in a comprehensive way. In this way, we will work with the Minister of National Education, because it is first and foremost at the foundation that we need to learn a number of values and prevent people from slipping on increasingly bad slopes. We will also work with the Minister of Solidarity and Health, as a number of situations originate in difficult psychological situations. Together, we will send out a circular to regional health agencies and prefects so that they can work together and avoid a number of people derailing.
ParlaMint-FR_2018-01-24-O1122.u6	The next speaker is Mr Raphaël Schellenberger, for the Republican Group.
ParlaMint-FR_2018-01-24-O1122.u7	My question is to Mr Bruno Le Maire, Minister of Economy and Finance. I would like to associate my colleagues Éric Straumann and Jacques Cattin. Minister, I would like to alert you to a dramatic industrial situation that affects my constituency. Indeed, six years ago, the majority shareholder of an industry installed in my territory decided to close a site in perfect working order. This site generates 2200 jobs in the territory, 400 million euros of turnover, and as many orders to subcontractors, 90 million euros of purchasing power spent from local merchants and artisans, 15 million euros of local taxation to anticipate the future of our territories. This majority shareholder has just announced that he will execute his threat, without ever taking the time to anticipate or prepare this decision. A human tragedy for the 800 families of the site's employees is to be expected. 400 direct claimants will see their employment disappear. The plant's network of subcontractors is going to be largely weakened, thus creating bleak prospects for the territory's TPEs and SMEs in the years to come. Worse, the absence of a real industrial strategy, particularly in the field of electricity supply, will weaken the presence in Alsace of many electro-intensive or electro-sensitive industries, because the closure of the Fessenheim nuclear power plant, which you assume as the majority shareholder of EDF, threatens to put an end to any industrial ambition for our territory. [[Exclaims on several benches]] Behind the reassuring figures of the Electricity Transmission Network – TEN – is a reality: that of the hypothesis of the decrease of the energy need of the industry. This assumption is not at all compatible with an ambition to restart our economy. It is even less compatible with the ambition of reindustrialization of Alsace, which we carry with the local authorities. You will simply "peninsulize" Alsace! [[Applause on the benches of the LR group]] Minister, how can you remain insensitive to this situation? How can you accept to weaken a whole regional industrial fabric?
ParlaMint-FR_2018-01-24-O1122.u8	The next speaker is the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2018-01-24-O1122.u9	And deindustrialization!
ParlaMint-FR_2018-01-24-O1122.u10	[[Applause on several benches in the REM group]] Mr President, if I were insensitive to this situation, I would have maintained the objective of reducing the share of nuclear power in electricity generation to 50%, without taking into account the social dimension.
ParlaMint-FR_2018-01-24-O1122.u11	You swallowed snakes!
