ParlaMint-FR_2018-10-31-O1043.u1	The next item is the question to the Government.
ParlaMint-FR_2018-10-31-O1043.u2	Mr Julien Aubert, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-10-31-O1043.u3	Minister of State, I would like to talk to you about a day of anger, the day of mobilization on November 17.
ParlaMint-FR_2018-10-31-O1043.u4	Ah!
ParlaMint-FR_2018-10-31-O1043.u5	[[Exclaims on the banks of the LaREM Group]] I would like to talk to you about Gérald, a specialist worker I met, who earns 1350 euros a month and has seen his purchasing power cut by 155 euros a month because of the rise in the price of fuel.
ParlaMint-FR_2018-10-31-O1043.u6	Cartoon!
ParlaMint-FR_2018-10-31-O1043.u7	Please...
ParlaMint-FR_2018-10-31-O1043.u8	Gérald will protest on November 17, like thousands of French. I am concerned, because without condoning the blocking of roads, we believe, at The Republicans, that this citizens' anger is entirely legitimate. It is legitimate at the tax level. Of course, you have nothing to do with the price of oil, but in a few years, the carbon tax has been multiplied by six, and VAT is increasing mechanically. It is therefore necessary to be realistic: it is perfectly unsustainable for households who have to go to work by car.
ParlaMint-FR_2018-10-31-O1043.u9	Yes!
ParlaMint-FR_2018-10-31-O1043.u10	It is politically legitimate. He pierces in your speeches a certain contempt for those millions of French people who can't do anything other than to heat themselves in oil or to run with diesel. It looks like you want to punish them, as if they were bad citizens, as if they had to be reeducated behaviorally.
ParlaMint-FR_2018-10-31-O1043.u11	Not at all!
ParlaMint-FR_2018-10-31-O1043.u12	You're talking about a climate emergency, and I'm talking about a social emergency. You are pursuing a policy that is contrary to that of Robin des Bois, because those who benefit from your policy are rather urban and affluent: to do energy renovation work, you need means. To qualify for a tax credit, you have to pay taxes.
ParlaMint-FR_2018-10-31-O1043.u13	Give back the money!
ParlaMint-FR_2018-10-31-O1043.u14	For peripheral France, the subject of mobility is vital: without fuel, no work, and without work, no bread. To find a job, they may cross the street, but not the city! As for the increase in the carbon tax on fuel oil, it will lead the most vulnerable households to give up heating, because your energy check will not be enough. The energy transition train is moving too fast: it leaves part of France on the dock. [[Applause and "Congratulation! » on the benches of the LR Group and among the non-attached Members]] I ask you to freeze the expected increase in the carbon tax and return to the French the excess VAT you have collected. If you don't listen to us, then listen to the people, before the revolt turns into a revolution!
ParlaMint-FR_2018-10-31-O1043.u15	The Secretary of State to the Prime Minister, spokesman for the Government, has the floor.
ParlaMint-FR_2018-10-31-O1043.u16	Member, we are dancing on a volcano, and you are acting like a funambule.
ParlaMint-FR_2018-10-31-O1043.u17	You're the funamble!
ParlaMint-FR_2018-10-31-O1043.u18	In France, three out of four children are exposed to overdoses of air pollution.
ParlaMint-FR_2018-10-31-O1043.u19	In Paris and in the cities.
ParlaMint-FR_2018-10-31-O1043.u20	In France last year, 48,000 of our fellow citizens died as a result of air pollution.
ParlaMint-FR_2018-10-31-O1043.u21	It's in Paris!
ParlaMint-FR_2018-10-31-O1043.u22	The World Health Organization report, released yesterday, recalled that 600,000 children in the world had died last year from air pollution. Where are you? What solutions do you bring to these problems of the world, to the problems of our children's generation, which the generation of our parents have never taken to arms? [[Applause on several benches of the LaREM and MODEM groups]] What are you proposing? A fuel ticket! Subsidizing pollution to further aggravate the health situation of children in this country is your solution!
ParlaMint-FR_2018-10-31-O1043.u23	What about the coal-fired power plants?
ParlaMint-FR_2018-10-31-O1043.u24	[[Applause on a few benches of the LaREM group. – Exclaims on the benches of the LR group]] You caress in the sense of the hair a demonstration: on 17 November, you will find yourself at the call of Mrs Le Pen and Mr Dupont-Aignan, your political friends. That's not the choice we make. Ours is responsible, both for the increase of the energy check and for the conversion premiums.
ParlaMint-FR_2018-10-31-O1043.u25	Piss off!
ParlaMint-FR_2018-10-31-O1043.u26	Invest in the environment!
ParlaMint-FR_2018-10-31-O1043.u27	You're talking about the purchasing power of the French. We have precisely removed the most unjust tax – socially, geographically, in all its dimensions: the housing tax. But you were absent on that date!
ParlaMint-FR_2018-10-31-O1043.u28	Zero!
ParlaMint-FR_2018-10-31-O1043.u29	[[Protests on the benches of the LR group]] You voted to maintain the housing tax. In your legislative programme, you have defended a two-point increase in VAT for all French citizens. [[Applause on the benches of the LaREM and MODEM groups]] Mr. Aubert, on the issue of purchasing power and responsibility to future generations, we really have no lesson to learn from you.
ParlaMint-FR_2018-10-31-O1043.u30	Zero!
ParlaMint-FR_2018-10-31-O1043.u31	Ladies and gentlemen, I would ask you to stop this brouhaha, and to listen to the questions and the answers. This will honor our congregation, including those who look at us. Do you hear what I'm saying?
ParlaMint-FR_2018-10-31-O1043.u32	Mrs Emilie Chalas has the floor for the La République group on the move.
ParlaMint-FR_2018-10-31-O1043.u33	My question is to Mr Olivier Dussopt, Secretary of State for the Public Service, to the Minister for Public Action and Accounts. The French public service plays a central role in our society; It is a precious common good that we share and inherit.
ParlaMint-FR_2018-10-31-O1043.u34	And you're killing him!
ParlaMint-FR_2018-10-31-O1043.u35	Protecting, preparing for the future, correcting inequalities when it is necessary or redressing injustices: this is the mission which is the daily responsibility of the 5.5 million public officials who make this public service live through all the territories of the French Republic. Since his election, the President of the Republic has set the objective of modernising public action and, through it, the public service, in order to better meet the aspirations of citizens and to meet the great challenges of the twenty-first century in a world in perpetual change: openness, mobility, diversity and efficiency. However, the State reforms undertaken over the past 20 years have sometimes led public officials to lose sight of the meaning of their tasks. The Prime Minister decided, at the interdepartmental committee on public transformation on 1 February, to initiate the recasting of a new social contract with public officials.
ParlaMint-FR_2018-10-31-O1043.u36	Amen!
ParlaMint-FR_2018-10-31-O1043.u37	This consultation took place around the four projects of simplification of social dialogue, remuneration according to merit, the use of contract workers and vocational retraining through training.
ParlaMint-FR_2018-10-31-O1043.u38	Hello?
ParlaMint-FR_2018-10-31-O1043.u39	Evolving the High Public Service...
ParlaMint-FR_2018-10-31-O1043.u40	This! She enters the government, the high civil service!
ParlaMint-FR_2018-10-31-O1043.u41	... and renewing the agreement on professional equality between women and men were also on your agenda. Finally, I know your attention to local public employers, the elected representatives of the territories.
ParlaMint-FR_2018-10-31-O1043.u42	That's great! Don't change anything!
ParlaMint-FR_2018-10-31-O1043.u43	On the eve of the professional elections, which will take place on 6 December, you have just closed nine months of consultation with a final stage with all the trade union organisations. I welcome their presence, their commitment and their sense of responsibility. However, as we know, there are still concerns. [[Applause on several benches of the LaREM and MODEM groups]] Minister, can you take stock of these nine months of cooperation and give us the lessons you have learned? What are the Government's directions and timetable for this modernization of the civil service?
ParlaMint-FR_2018-10-31-O1043.u44	Oh, there!
ParlaMint-FR_2018-10-31-O1043.u45	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2018-10-31-O1043.u46	We didn't understand what the question was!
ParlaMint-FR_2018-10-31-O1043.u47	Was it laid down?
ParlaMint-FR_2018-10-31-O1043.u48	Madam Member, you are right to point out that public service is a central element of our society and that there is no public service without public servants, without incumbent public servants or contract employees.
ParlaMint-FR_2018-10-31-O1043.u49	Unbelievable!
ParlaMint-FR_2018-10-31-O1043.u50	It is because we are anxious to empower public servants and public officials as a whole to respond to the new needs that we have launched a dialogue. Since 1 February, Gérald Darmanin and I, at the request of the Prime Minister, have opened a round of discussions around four main projects. Like you, Madam Member, I welcome the commitment of the local employers, the territorial elected representatives, the hospital employers and the employers of the state, as well as the nine representative trade union organisations which have participated in all the more than fifty meetings we have organised, which represents almost 100 hours of shared work. We have therefore defined four guidelines. First, to simplify social dialogue, to ensure that it is both more effective and to protect the full rights of agents, because we are convinced that giving more flexibility in career and agent management is also a way of serving the public and meeting the expectations of agents. We also have the will...
ParlaMint-FR_2018-10-31-O1043.u51	To dehumanize?
ParlaMint-FR_2018-10-31-O1043.u52	... to individualize the remuneration of public officials, in order to take account of their commitment and their special hardships. We want to ensure that, through mechanisms of interest, individual and collective, we can recognize the commitment of the men and women who serve public action in our country. We also want to give more freedom in recruitment, both to employers and to agents. This means broadening the conditions for recruitment by contract. This is not to call into question the general principle of the occupation of permanent posts by incumbents; it is to ensure that exceptions to this principle are sufficiently broad to allow for greater flexibility in career management, management of organizations. Finally, we want to promote professional mobility, provide training opportunities, support reclassifications and transitions, and also respond to the precarious situation of certain public servants – I am thinking in particular of contract workers – by improving their conditions of employment. [[Applause on a few benches of the LaREM group]] That is all that we are going to work with all those who, especially around you, are gathered to do so. I will have the honour to introduce a bill to this effect in Parliament in the first half of 2019.
ParlaMint-FR_2018-10-31-O1043.u53	Mr Alain David has the floor for the Socialist and related group.
ParlaMint-FR_2018-10-31-O1043.u54	Mr. Minister of Economy and Finance, week after week, you are sweeping away our criticism of the decline in purchasing power. However, the French and French have been subjected to the inconsequential measures you have taken for the past year. Between the increase in the general social contribution, the decrease in personalized housing subsidies and the rise in gas, petrol, diesel, domestic fuel and basic necessities prices, all combined with the stagnation of most wages, nothing goes any further for the purse of our fellow citizens.
ParlaMint-FR_2018-10-31-O1043.u55	What did you do for five years?
ParlaMint-FR_2018-10-31-O1043.u56	However, the discontent, which is perceptible in opinion polls, as it is on a daily basis in our constituencies, receives only indifference and contempt on your part. [[Applause on several SOC benches]] [[Same movements]] The Coué method that you adopt in order to tighten the ranks of your majority will quickly prove derisory and bring you back to reality, a reality that seems to disturb the President of the Republic himself. And what about the illusion of a drop in the housing tax? Your policy and the blind application of your program as unfair as it is inefficient precipitate France into difficulties that will become abyssal. More and more households are experiencing difficult end-of-months.
ParlaMint-FR_2018-10-31-O1043.u57	And even the beginnings of months!
ParlaMint-FR_2018-10-31-O1043.u58	However, "at the same time" – as you like to say – we learn that the number of millionaires is increasing thanks to your gifts to the richest and your liberal tax measures. For the first time, the average remuneration of CAC 40 managers exceeded EUR 5 million, or a 14 per cent jump in one year.
ParlaMint-FR_2018-10-31-O1043.u59	Thank you Macron!
