ParlaMint-FR_2018-01-17-O1113.u1	The next item is the question to the Government.
ParlaMint-FR_2018-01-17-O1113.u2	Mr Franck Riester, for the IDU Group, spoke on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-01-17-O1113.u3	[[Vif applause on the benches of the REM and MODEM groups and on several benches of the NG and FI groups]] Prime Minister, you have just made a major decision for the future of the West: the abandonment of the airport project at Notre-Dame-des-Landes. It was urgent to decide; We have been waiting ten years for a decision by the state, particularly by the people of the West. You took it.
ParlaMint-FR_2018-01-17-O1113.u4	It's a renunciation!
ParlaMint-FR_2018-01-17-O1113.u5	[[Applause on the benches of the REM and MODEM groups]] Those who today criticize the principle of a decision are disqualified: when they could act, a few years ago, they did not. [[Applause on the benches of the REM group. - Exclaims on the benches of the LR group]] You have also made a commitment to evacuate the "zone to defend", the ZAD, from Notre-Dame-des-Landes. This is important, because we cannot accept the establishment of non-right zones on the territory of the Republic. [[Exclaims on the benches of the LR group]] Nevertheless, Prime Minister, this decision runs counter to the wishes of the vast majority of local elected representatives, and even against the wishes expressed by the citizens in a referendum. In our discussions with the citizens and elected representatives of the West, we now hear a great deal of misunderstanding and even a sense of contempt.
ParlaMint-FR_2018-01-17-O1113.u6	Well, they're not applause?
ParlaMint-FR_2018-01-17-O1113.u7	[[Applause on the benches of the UAI group and on a few benches of the REM group. - Exclaims on the benches of the LR group]] Three questions arise. What method did you use to make your decision? What means do you intend to employ to ensure the attractiveness of the Great West? How can we ensure that we do not find such situations in the future, where some extremists block large-scale projects?
ParlaMint-FR_2018-01-17-O1113.u8	The Prime Minister has the floor.
ParlaMint-FR_2018-01-17-O1113.u9	Mr President, ladies and gentlemen, I did indeed announce this decision of the Government a few hours ago. We found that the conditions under which the project to build an airport at Notre-Dame-des-Landes could have been completed were not met. This decision came after very long years, as the project had been designed in the 1960s and re-launched in the 1990s.
ParlaMint-FR_2018-01-17-O1113.u10	The declaration of public utility dates from 2013!
ParlaMint-FR_2018-01-17-O1113.u11	To take it, I have examined the case at length and listened to all those who wished to speak, whether they defend the construction of the airport or, on the contrary, its abandonment. They all made their arguments, always formulated with great good faith and sincerity. On the occasion of the statement I made earlier, I reiterated that it was a sensitive issue, an enkysty issue – as illegal occupation in this area began in 2005 –,...
ParlaMint-FR_2018-01-17-O1113.u12	They won!
ParlaMint-FR_2018-01-17-O1113.u13	[[Applause on the benches of the REM and MODEM groups]] ... a file on which procedures have been followed, court decisions rendered, a consultation conducted with the inhabitants of the Loire-Atlantique department. Anyway, it's a tough case. I indicated during my consultations, including when I visited the site, that there was no good decision on this matter.
ParlaMint-FR_2018-01-17-O1113.u14	What wouldn't we do if Nicolas Hulot didn't quit?
ParlaMint-FR_2018-01-17-O1113.u15	The declaration of public utility dates from 2013, Prime Minister – from 2013!
ParlaMint-FR_2018-01-17-O1113.u16	The truth is sometimes hard to hear, Congressman. There was no good decision, because the large infrastructure projects that could be carried out – and our country has been able to design and deliver such projects in large numbers –...
ParlaMint-FR_2018-01-17-O1113.u17	That won't be the case anymore!
ParlaMint-FR_2018-01-17-O1113.u18	...have all aroused massive support. While there have always been local oppositions, it could then be considered that the general interest – at the local, regional or national level – justified overstepping.
ParlaMint-FR_2018-01-17-O1113.u19	And on Lyon-Turin, it'll be the same?
ParlaMint-FR_2018-01-17-O1113.u20	However, the Notre-Dame-des-Landes project is old, it is outdated, it provokes violent oppositions. No one managed to get out of this frontal fight.
ParlaMint-FR_2018-01-17-O1113.u21	It's the tyranny of thugs!
ParlaMint-FR_2018-01-17-O1113.u22	[[Applause on the benches of the REM and MODEM groups]] There was no good decision, but on the basis of all the information in my possession, and after listening to all the parties, I became aware of the idea of putting an end to this project. I also ordered the release of the roads crossing the area and the expulsion of the untitled occupants. The agricultural vocation of these lands must indeed be respected. [[Applause on the benches of the REM, MODEM and FI groups as well as on several benches of the GDR group]] I am committed to working with the elected representatives who wish to do so and whose criticisms I fully understand at this stage, to meet the needs of the West, which are real. Both regions are extremely dynamic, both demographically and economically. They need infrastructure. I am prepared to consider with them a future with fewer divisions and more efficiency.
ParlaMint-FR_2018-01-17-O1113.u23	Here you are applauded by Jean-Luc Mélenchon!
ParlaMint-FR_2018-01-17-O1113.u24	Mrs Sandrine Josso, on behalf of the Group of the European People's Party, is speaking.
ParlaMint-FR_2018-01-17-O1113.u25	[[Applause on the benches of the REM group]] A solution has been found to the project to build the airport at Notre-Dame-des-Landes, which has caused a lot of ink to flow in our country for several years, as the President of the Republic and the Prime Minister, who, unlike their predecessors, assume their responsibilities as statesmen, make decisions and act accordingly.
ParlaMint-FR_2018-01-17-O1113.u26	Coué method!
ParlaMint-FR_2018-01-17-O1113.u27	We can pay tribute to the method of consultation and the mediation work carried out by Anne Boquet, Michel Badré and Gérard Feldzer, which provided precise insights to the French. Prime Minister, you went to the field, to meet with elected officials and citizens, to be able to make an informed decision. You supported the abandonment of the Notre-Dame-des-Landes airport project.
ParlaMint-FR_2018-01-17-O1113.u28	Beautiful funeral prayer!
ParlaMint-FR_2018-01-17-O1113.u29	[[Applause on several benches in the REM group]] From now on, we must look to the future and give wings to the West as we move forward on the extension of Nantes Atlantic Airport. Prime Minister, what are the next steps on this issue?
ParlaMint-FR_2018-01-17-O1113.u30	Hello! Hello!
ParlaMint-FR_2018-01-17-O1113.u31	The Prime Minister has the floor.
ParlaMint-FR_2018-01-17-O1113.u32	[[Applause on several benches of the REM and FI groups]] Madam Member, the decision is made, it is now irrevocable.
ParlaMint-FR_2018-01-17-O1113.u33	No! You're not eternal!
ParlaMint-FR_2018-01-17-O1113.u34	I would like to clarify the timetable for future decisions. This afternoon, we will withdraw the request for an extension of the declaration of public utility, the DUP, under whose authority the proceedings were initiated. The DUP came to an end on February 8. We had, in December, submitted a request for an extension, which we will withdraw. The current DUP will therefore lapse on February 8. As I am committed to it, we will ensure that free movement on the roads that cross the area is guaranteed. For a very long time, she wasn't.
ParlaMint-FR_2018-01-17-O1113.u35	That's the least we can say!
ParlaMint-FR_2018-01-17-O1113.u36	As long as they didn't win!
ParlaMint-FR_2018-01-17-O1113.u37	That's not acceptable. Secondly, as I have indicated, we will ensure that the rule of law prevails on the land which, until now and for a long time, the Member, has been illegally occupied. [[Applause on several benches of the REM and MODEM groups]] In the spring – in this matter, we will have to scrupulously respect the law – the untitled occupants will be expelled from the plots on which they would remain.
ParlaMint-FR_2018-01-17-O1113.u38	So it will be March 21st!
ParlaMint-FR_2018-01-17-O1113.u39	I have no doubt, honourable Member, that this operation may require the public force and certainly a great deal of determination. For the future, it is necessary to work with local elected officials and parliamentarians...
ParlaMint-FR_2018-01-17-O1113.u40	You betrayed them!
ParlaMint-FR_2018-01-17-O1113.u41	...on how best to respond to the challenges facing the West, in particular that of connecting with the rest of France and Europe. This obviously involves the networking of airport platforms, through investments in Rennes airport, which will have to be discussed with the Brittany Regional Council which owns them, but also the short-term investments in the already granted part of Nantes airport. This requires an improvement in rail services, as the balance of mobility policy in Europe today is based on the ability to quickly reach major international airport hubs. It is therefore necessary to improve the service to these major poles from the Grand Ouest: this requires rail investment to the south of Paris, as well as an improvement in rail speed to these poles. Finally, it requires, all the elected representatives I have met, to improve traffic in Nantes and in the Nantes metropolis. It has become difficult to cross the agglomeration from north to south and vice versa. Whatever the Government's decision, that subject would have remained. We will try to deal with it with local elected officials and parliamentarians who will want to join us. [[Applause on several benches of the REM, MODEM and FI groups]] These will be intense discussions, I have no doubt, because the expectations are considerable. I have asked the Minister of Transport, in the coming months, to structure this discussion with the local elected representatives and to move forward with them.
ParlaMint-FR_2018-01-17-O1113.u42	Mrs Mathilde Panot has the floor for the Group of the European People's Party.
ParlaMint-FR_2018-01-17-O1113.u43	[[Applause on the benches of the FI group]] Prime Minister, you have just announced the abandonment of the airport project at Notre-Dame-des-Landes. This is a great victory for us. We have, with our friends, been of all the days of defense of this rural territory, threatened by this project of unnecessary infrastructure, anti-ecological and expensive.
ParlaMint-FR_2018-01-17-O1113.u44	The left is reconstructed!
ParlaMint-FR_2018-01-17-O1113.u45	We welcome this decision of general interest. We recognize the merit of a reasoned decision.
ParlaMint-FR_2018-01-17-O1113.u46	Mr. Hulot will be able to stay with the Government!
