ParlaMint-FR_2018-11-06-O1049.u1	The next item is the question to the Government.
ParlaMint-FR_2018-11-06-O1049.u2	The next speaker is Mr Régis Juanico, for the Socialist and Related Group.
ParlaMint-FR_2018-11-06-O1049.u3	[[Applause on some of the SOC and LR groups]] Prime Minister, why do you insist on undermining the purchasing power of the most modest French people? The President of the Republic, who announced cosmetic measures this morning, says that he prefers the taxation of fuel rather than labour. But at the same time, workers are the first victims of the unprecedented rise in fuel prices,...
ParlaMint-FR_2018-11-06-O1049.u4	Give back the money!
ParlaMint-FR_2018-11-06-O1049.u5	...that fly under the combined effect of your taxes and the increase in the price of the barrel.
ParlaMint-FR_2018-11-06-O1049.u6	We follow the curve of Ségolène!
ParlaMint-FR_2018-11-06-O1049.u7	[[Applause on some of the SOC and LR groups]] The ras-le-bol on purchasing power is swelling throughout the country, social grunt is filling up and many of our fellow citizens are about to express their discontent. Indeed, the only thing that is not taxed with you is fortune!
ParlaMint-FR_2018-11-06-O1049.u8	What a disappointment, Régis!
ParlaMint-FR_2018-11-06-O1049.u9	After having reduced the individualised support for housing, thus penalising the most fragile households, after having increased the CSG for pensioners – who will lose, in addition, 2% of their purchasing power due to the non-revalorisation of their pensions in a context of record inflation – after having frozen the index point of the civil servants, the Government is now tackling the exemption from social contributions on the aid paid by the works councils: beyond 300 euros, the employees will be taxed.
ParlaMint-FR_2018-11-06-O1049.u10	That's not true!
ParlaMint-FR_2018-11-06-O1049.u11	[[Laurence Dumont and Boris Vallaud applaud]] However, these aids allow 11 million employees to have access to holidays, culture, language stays and education for their children, Christmas trees, reading, cinema and sports hall subscriptions.
ParlaMint-FR_2018-11-06-O1049.u12	I'm sorry about that.
ParlaMint-FR_2018-11-06-O1049.u13	Give back the money!
ParlaMint-FR_2018-11-06-O1049.u14	While half of the French do not have the means to go on holiday, this measure will first hit the most deprived employees,...
ParlaMint-FR_2018-11-06-O1049.u15	That's right!
ParlaMint-FR_2018-11-06-O1049.u16	... many of these benefits, which sometimes represent more than a month's pay, are calculated on social criteria.
ParlaMint-FR_2018-11-06-O1049.u17	[[Smile]] He's a socialist, but he's right.
