ParlaMint-FR_2018-02-13-O1139.u1	The next item is the question to the Government.
ParlaMint-FR_2018-02-13-O1139.u2	The next speaker is Mr Mohamed Laqhila, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2018-02-13-O1139.u3	[[Murmurs and laughter on several benches]] [[Smile]] My question is to the Minister to the Minister of State, Minister of the Interior, Christophe Collomb... pardon, Gérard Collomb. For several days, a number of local newspapers and elected officials have referred to the merger, by 2021, of certain metropolises with their respective departments, including the Bouches-du-Rhône department, where my constituency is located. Created on January 1, 2016, Aix-Marseille-Provence is the largest city in the country. This proposed merger, if it is actually envisaged, is to be welcomed. In fact, we must boldly engage the rationalization of the territories in France...
ParlaMint-FR_2018-02-13-O1139.u4	His master's voice!
ParlaMint-FR_2018-02-13-O1139.u5	... and to carry out a real reflection on all these strata which, too numerous, too expensive, are now cruelly lacking in readability.
ParlaMint-FR_2018-02-13-O1139.u6	We do it, we undo it, we do it again!
ParlaMint-FR_2018-02-13-O1139.u7	[[Claims on several benches in the LR group]] If the institutional object of the metropolis allows this rationalization, why not use it – provided that a prior consultation with all local actors takes place? However, this solution, in order to be viable and effective, will necessarily have to be accompanied by a number of new measures. My question is twofold, Madam Minister. Firstly, what are the accompanying measures planned at this stage of the discussion? In the long run, do you envisage mergers throughout the national territory? In which case, what about the mode of governance, the method of voting and the timetable? [[Applause on the banks of the MODEM group and on a few benches of the REM group]] Secondly, with regard to the particular case of Bouches-du-Rhône and Aix-Marseille-Provence, can you tell us that the whole department of Bouches-du-Rhône will be the subject of this merger, and within what period? Jean Claude Gaudin, president of the metropolis, has just spoken on the subject by giving his consent to this merger.
ParlaMint-FR_2018-02-13-O1139.u8	The Minister has the floor to the Minister of State, Minister of the Interior.
ParlaMint-FR_2018-02-13-O1139.u9	Member of Parliament, the metropolis of Aix-Marseille-Provence...
ParlaMint-FR_2018-02-13-O1139.u10	A technocratic monster!
ParlaMint-FR_2018-02-13-O1139.u11	... was created, as you know, on 1 January 2016, by the law of modernization of the territorial public action and affirmation of the metropolises, known as the MAPTAM law. It is a common-law metropolis resulting from the merger of six public institutions of intercommunal cooperation. This metropolis was set up to respond to the challenges of the territory. You are asking me about our intentions to merge cities with their respective departments and about accompanying measures. On the ground, discussions have taken place, and it seems to us that there is no unanimous opinion in favour of such a merger.
ParlaMint-FR_2018-02-13-O1139.u12	Of course not!
ParlaMint-FR_2018-02-13-O1139.u13	In addition, the President of the Republic, in launching the work of the National Conference of Territories, has committed himself to ensuring legislative and institutional stability. He said that the State would be the companion and facilitator of voluntary cooperation.
ParlaMint-FR_2018-02-13-O1139.u14	Listen to the territories first!
ParlaMint-FR_2018-02-13-O1139.u15	I myself received elected representatives from Bouches-du-Rhône, whom I directed to the prefect for further discussions. At present, there does not appear to be a willingness on the ground to conclude the exchanges.
ParlaMint-FR_2018-02-13-O1139.u16	I confirm it!
ParlaMint-FR_2018-02-13-O1139.u17	[[Applause on the MODEM benches and on several REM benches]] However, it is true that a small number of metropolises carry projects that are all major development issues for their immediate environment and for the whole country. It is therefore a question of accompanying this movement as best as possible. The model remains to be built. In any event, it remains circumscribed and will not be extended to the entire national territory.
ParlaMint-FR_2018-02-13-O1139.u18	The next speaker is Mr Meyer Habib, for the IDU Group, Action and Independents.
ParlaMint-FR_2018-02-13-O1139.u19	Prime Minister, do you take the French from abroad for milk cows? In any case, it is the feeling that prevails, because since the summer, the blows rain! In August, the abolition of the parliamentary reserve deprived overnight the association life of the French abroad of its only financial resource. In October, your Government increased the CSG-CRDS by 1.7 percentage points on wealth income, contrary to the commitments made by the President of the Republic. This levy is unfair because the French abroad do not benefit from social protection. In November, 500 posts were abolished in the network managed by the Agence pour l'enseignement français à l'étranger – AEFE – while the President of the Republic placed it as a priority during the campaign. Nice way to thank those who voted 93% for the President of the Republic and who gave you 10 out of 11 deputies.
ParlaMint-FR_2018-02-13-O1139.u20	Well done for them!
ParlaMint-FR_2018-02-13-O1139.u21	For the past eight months, MPs REM have remained silent. You have certainly created a parliamentary mission to provide answers, but it has never met! "Words, words and words", the French abroad want action! It's the end of it! By decree of 30 December 2017, your Government ratifies a 1.7 per cent increase in health insurance contributions on retirement pensions.
ParlaMint-FR_2018-02-13-O1139.u22	Yes, in catini!
ParlaMint-FR_2018-02-13-O1139.u23	This is a flagrant violation of the principle of equality of citizens with regard to taxation.
ParlaMint-FR_2018-02-13-O1139.u24	This question is no longer relevant!
ParlaMint-FR_2018-02-13-O1139.u25	For your Government, social justice stops, alas, at the borders of hexagon! Seized by thousands of officials, I alerted the Government as early as 8 February. Two days later, finally, my colleagues REM followed me in this process. Gérald Darmanin asked you last night, Prime Minister, to suspend this decree. The French abroad are angry! [[Applause on the benches of the UDI-Agir group]] Prime Minister, can you confirm to the national representation that this decree will be suspended in the next few hours?
ParlaMint-FR_2018-02-13-O1139.u26	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2018-02-13-O1139.u27	[[Applause on several benches in the REM group]] Member of Parliament, you're quoting Dalida and I'll mention another song, "What happened to the flowers? " It was the parliamentarians of the majority who asked the Prime Minister and myself to suspend the decree, which we did. We were seized, more than ten days ago, of a decree that we took on 30 December and which did not guarantee equal treatment, without any demagogy, between the residents of France and our compatriots living abroad.
ParlaMint-FR_2018-02-13-O1139.u28	What a contempt!
ParlaMint-FR_2018-02-13-O1139.u29	This decree will therefore be suspended at the request of the Prime Minister. One of your colleagues, Mrs Genetet, is already working on a very important mission for the French abroad and will submit proposals to the Government to ensure that equal treatment exists and that, apart from the rhyme effects, the French abroad are fully respected. [[Applause on the benches of the REM and MODEM groups]] In addition, Mr Meyer Habib, the French abroad had a very important moment to work with Mr Jean-Baptiste Lemoyne, Secretary of State to the Minister for Europe and Foreign Affairs, and myself, under the authority of Mr Jean-Yves Le Drian for the Quai d'Orsay, in the future of the French abroad and their access to the education system. You are not unaware, because I know your involvement, Mr President, that the AEFE must also reform itself. The budget appropriations have been abounded in relation to the Government's proposal, which requires us, in all honesty, to stress that the parliamentary majority, far from being populated by godillots, has greatly improved the Government's copy and can be proud of its action.
ParlaMint-FR_2018-02-13-O1139.u30	Mrs Emmanuelle Fontaine-Domeizel has the floor for the La République group on the move.
ParlaMint-FR_2018-02-13-O1139.u31	Prime Minister, you were this morning with the Minister of Solidarity and Health at the Simone-Veil Hospital in Eaubonne to announce the government's plan to transform the provision of care in France. We are all very proud of our health care system: based on solidarity, it plays an important role in our social cohesion and contributes to making us a national community.
ParlaMint-FR_2018-02-13-O1139.u32	Remove the AME!
ParlaMint-FR_2018-02-13-O1139.u33	Each of us is concerned, the caregivers of course, but especially the patients. Our responsibility today is to maintain this high level of demand. If we are proud of our care delivery system, we must look at it with demand and responsibility. Prime Minister, as Mrs Buzyn has said, we are coming to the end of a system that is very effective in curative terms, but is nevertheless perfect in many respects. On prevention, it is urgent to invest, because it is better to guard against the disease than to have to thank those who have treated us. For equal access to care, it is urgent to rethink our territorial organization. As for the care path, its complexity means that the system is often based solely on the patient. Prime Minister, as you know, our hospitals are out of breath.
ParlaMint-FR_2018-02-13-O1139.u34	That's right!
ParlaMint-FR_2018-02-13-O1139.u35	[[Applause on the benches of the REM group. – Mr. Jean Lassalle also applauds]] What measures do you intend to take to enable us to maintain an inclusive and accessible health care system, located, in short, at the heart of our social pact?
ParlaMint-FR_2018-02-13-O1139.u36	The Prime Minister has the floor.
