ParlaMint-FR_2018-06-26-O1286.u1	The next item is the question to the Government.
ParlaMint-FR_2018-06-26-O1286.u2	The next speaker is Mr Alexis Corbière, for the Group of the European People's Party.
ParlaMint-FR_2018-06-26-O1286.u3	Mr President, ladies and gentlemen, on behalf of the Group of the European People's Party, I would like to solemnly protest the most strongly against the visit of the President of the Republic to the Vatican in order to receive the title of first and only honorary canon of the Roman Archbasilic of Saint John of Lateran. My protest is based on article 2 of the 1905 Act, which clearly states that the Republic does not recognize any worship. Don't let us know that this is an old tradition. This practice had fallen into disuse for nearly two hundred years; It was not restored until 1957, just sixty years ago, by President René Coty. It had already fallen into disuse under the kings of France, abandoned after the French Revolution, restored under the Second Empire. She was born in 1604, when Henry IV abjured Protestantism and agreed to abandon the benefits of Clairac Abbey in the Vatican. How does all this involve the Republic? [[Applause on the benches of the FI group]] We must be clear: the President of the Republic must be the first of the laity and remember that in no way has he, as he did on 9 April at the Collège des Bernardins, to engage in a dialogue with the bishops of France to tell them that we should repair a link between the Church and the State that would have been damaged. I don't agree. What we have to look after is respect for freedom of conscience and therefore of worship. We will have this debate this afternoon on clause 38 of the bill that strengthens the effectiveness of the administration for a relationship of trust with the public, which is a very hard blow to secularism by giving a gift to religious lobbies. We'll talk about it.
ParlaMint-FR_2018-06-26-O1286.u4	The question!
ParlaMint-FR_2018-06-26-O1286.u5	[[Applause on the benches of the FI group – Protests on the benches of the LaREM, MODEM and LR groups]] Prime Minister, when will you ask the President of the Republic to stop going to worship to weaken the 1905 law? When will you tell the Vatican that we abandon the title of canon of Lateran?
ParlaMint-FR_2018-06-26-O1286.u6	Demago!
ParlaMint-FR_2018-06-26-O1286.u7	The Secretary of State to the Prime Minister, spokesman for the Government, has the floor.
ParlaMint-FR_2018-06-26-O1286.u8	[[Applause on the benches of the LaREM group]] Member of the European Parliament, replying to you is a priesthood, but I have made it my way from the cross. The visit of the President of the Republic to the Vatican has a political and diplomatic resonance, like all visits to heads of State.
ParlaMint-FR_2018-06-26-O1286.u9	You don't know anything about it! This has nothing to do with it!
ParlaMint-FR_2018-06-26-O1286.u10	It is an opportunity for dialogue between two visions of the world, a confrontation of ideas on a number of topics that occupy the minds of our contemporaries: the migration issue, the fight against climate change, development aid, the situation of Eastern Christians, the protection of minorities. On the migration issue, the President was keen to recall, during his exchange with the Pope this morning, his approach, based on a European solution, on solidarity between European States, on strengthening cooperation with countries of origin and on examination procedures that better respect the dignity of people.
ParlaMint-FR_2018-06-26-O1286.u11	You're not answering the question!
ParlaMint-FR_2018-06-26-O1286.u12	Listen to my answer, it won't make you scream! [[Rites and exclamations on FI banks]] [["Fake! » on the benches of the FI group]] You're questioning us about the title of canon of the Lateran, which the President officially took possession of. It's a secular title. This distinction automatically belongs to the French Head of State since Henry IV. All the Presidents of the Republic were. Accepting this title is not an act of religious allegiance, but the response to an honour addressed by a State, in this case the Holy See, to a Head of State, in this case the President of the Republic.
ParlaMint-FR_2018-06-26-O1286.u13	No!
