ParlaMint-FR_2018-10-10-O1013.u1	The next item is the question to the Government.
ParlaMint-FR_2018-10-10-O1013.u2	The next speaker is Mr Jean-Pierre Vigier, for the Group of the European People's Party.
ParlaMint-FR_2018-10-10-O1013.u3	[["Yes! » on several benches of the LR group. – Exclaims on many banks of the LaREM and MODEM groups]] Prime Minister, the masquerade continues! You are on moving sands: the more you shake, the deeper you sink. We finally learn that you refuse to deliver a general policy speech, visibly fearing the outcome of the vote.
ParlaMint-FR_2018-10-10-O1013.u4	That's because he has nothing to say!
ParlaMint-FR_2018-10-10-O1013.u5	There's no one in charge anymore!
ParlaMint-FR_2018-10-10-O1013.u6	[[Applause on the benches of the LR group. – Exclaims on the banks of the LaREM and MODEM groups]] After five days of procrastination, the President of the Republic ordered you not to resign. Prime Minister, this is all for this! But all this implausible cacophony has, in essence, made it possible to highlight the weakening of the executive and your inability to form a government team worthy of that name. For the past ten days, you have been unable to find a minister of the interior, when security is more than ever the primary concern of the French. When we think that a few days ago, the President of the Republic presented Mr. Collomb's departure as a mere trip! [[Rites and exclamations on many banks of the LaREM and MODEM groups. – "There's nothing funny! » on several benches of the LR group]] Your ministers, instead of being at work, spend their time watching the ringing of their phones and watching news channels! Meanwhile, pensioners are crushed by increases in CSG,...
ParlaMint-FR_2018-10-10-O1013.u7	What does that have to do with it?
ParlaMint-FR_2018-10-10-O1013.u8	...the middle classes are battled by tax increases...
ParlaMint-FR_2018-10-10-O1013.u9	Give back the money!
ParlaMint-FR_2018-10-10-O1013.u10	...and crime continues to increase. [[Applause on the benches of the LR group]] So, Prime Minister, when are you going to put an end to this psychodrama?
ParlaMint-FR_2018-10-10-O1013.u11	[[Applause on the benches of the LaREM and MODEM groups]] The Prime Minister has the floor.
ParlaMint-FR_2018-10-10-O1013.u12	They're not getting up today!
ParlaMint-FR_2018-10-10-O1013.u13	It's sparse! There were a lot more of them yesterday!
ParlaMint-FR_2018-10-10-O1013.u14	She's here!
ParlaMint-FR_2018-10-10-O1013.u15	[[Long exclamations on the benches of the LR group]] Mr Vigier, I know the importance of the place...
ParlaMint-FR_2018-10-10-O1013.u16	Where are the deputies of the La République en Marche group?
ParlaMint-FR_2018-10-10-O1013.u17	Mr Jacob, only the Prime Minister has the floor: please listen to him! Mr. Fasquelle, sit down!
