ParlaMint-FR_2018-04-04-O1176.u1	The next item is the question to the Government.
ParlaMint-FR_2018-04-04-O1176.u2	Mrs Agnès Firmin Le Bodo, for the IDU Group, spoke on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-04-04-O1176.u3	Prime Minister, since yesterday, SNCF's railway workers have exercised their right to strike, a strike that has been announced and planned in order to protest the reform project that you are defending. This reform is necessary. That is why we agree with your constructive approach and the ongoing discussions aimed at reaching the necessary measures for the thousands of French people who take the train every day in order to go to work and for the companies that suffer daily from the risks of a degraded service and to the lack of reliability. It is urgent and necessary to act, simply to ensure the very survival of the public enterprise, SNCF. Ten years ago, the law of 21 August 2007 introduced a minimum service. This must prevent a disproportionate attack on the freedom to go and come, on the freedom of access to public services, on freedom of work, on the freedom of trade and industry, and on the organisation of school transport, not to mention, since we arrive in May and June, on the days of examinations, access to the public service of education. This very broad definition allows the SNCF to organise the minimum service. While it cannot be denied that the 2007 law has made it possible to improve the situation of users, in particular by providing them with better information upstream, it remains that traffic is very altered, if not impossible in certain places and close to nothing in some territories. Perhaps the time has come to review the modalities of the minimum service, with the partners and within the framework of the right to strike.
ParlaMint-FR_2018-04-04-O1176.u4	What about the Constitution?
ParlaMint-FR_2018-04-04-O1176.u5	[[Applause on the benches of the UDI-Agir group and on a few benches of the LaREM group]] Mr Prime Minister, in view of the very large number of trains abolished and the general discontent of the users, can you simply reassure the French that the Government will do its utmost to ensure that at least the minimum service, as planned today, is respected?
ParlaMint-FR_2018-04-04-O1176.u6	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-04-04-O1176.u7	[[Exclaims and laughs on the benches of the NG, FI and GDR groups]] Mrs Firmin Le Bodo, I think first of all of the users,...
ParlaMint-FR_2018-04-04-O1176.u8	It's happening again!
ParlaMint-FR_2018-04-04-O1176.u9	Answer written by Matignon!
ParlaMint-FR_2018-04-04-O1176.u10	...which were penalized yesterday, despite the offers of substitution that were proposed. At a time when we are halfway through the conciliation process, when the parliamentary debate is under way, when I have put forward proposals on opening up to competition, which have emerged from the discussion, how can we understand that some trade unions persist in wanting to engage in a long and penalizing conflict?
ParlaMint-FR_2018-04-04-O1176.u11	We!
ParlaMint-FR_2018-04-04-O1176.u12	Long live the CGT!
ParlaMint-FR_2018-04-04-O1176.u13	[[Exclaims on the banks of the NG group]] You're asking me about minimum service. Of course, the Government respects the right to strike, but it is equally attentive to respect for the right of everyone to move and go to work. Everyone is mobilized to ensure that this strike is the least penalizing possible.
ParlaMint-FR_2018-04-04-O1176.u14	All right!
ParlaMint-FR_2018-04-04-O1176.u15	Although the striker rate is, today as it was yesterday, lower than it was on March 22,...
ParlaMint-FR_2018-04-04-O1176.u16	It's 60%!
ParlaMint-FR_2018-04-04-O1176.u17	... traffic is severely disrupted due to the number of strikers. [[Applause on a few benches of the LaREM and MODEM groups]] The law of August 2007 on the continuity of public service in transport requires a prior declaration not later than 48 hours before the strike, which allows for the most reliable traffic forecast possible – the SNCF can thus announce the traffic planned for the next day at 17 hours. Without removing the inconvenience, this allows users to anticipate, possibly shift their journeys or, failing that, to resort to a substitute mode of transport. I can tell you that, on the basis of these statements, a gradual resumption of traffic will take place tomorrow, with three out of four trains in regions and almost normal service on high-speed lines.
ParlaMint-FR_2018-04-04-O1176.u18	The next speaker is Mr François Jolivet, for the La République group on the move.
ParlaMint-FR_2018-04-04-O1176.u19	Minister for Territorial Cohesion, this morning the Council of Ministers passed the Housing, Development and Digital Development Bill, known as "ELAN". This text is the result of a broad consultation that began last July and came to an end with the consensus conference on housing, organized under the auspices of the Senate. You collected 26,000 contributions on this occasion. The Government's work is immense and attests to its courage. Immense because the normative block that governs the right to housing, construction and development is a set of rules contained in more than 1700 pages; This is because conservatism has developed over the decades as a means of managing public action in this area. Of course, many laws have been passed, so new rules, but they never went to the end: you had to touch nothing, not frown – in reality, half-doing and sometimes giving up while at the same time best caring for its communication. The result is disappointing. For the last ten years, we have built an average of 385,000 housing units, compared to 550,000 in the early 1970s. But for the people of our country, the result is even more disappointing, as public policies have failed. However, housing is the daily life of people, it is the first protection of the family. Have we anticipated the consequences of the new family compositions, in particular of single parenthood, therefore of the only wage remaining to pay its rent or annuity, as well as the expenses, especially energy? Have we anticipated the consequences of the metropolisation in which France has been involved for the last twenty years in the field of housing and also in transport? The lack of transport and housing means of response requires territories that are suffocated. Have we anticipated the consequences of this metropolization on medium-sized cities? Before you, no one had done it. Your plan for medium-sized cities, announced last week, shows that this issue is now being taken into consideration. Has increased professional mobility been anticipated, which starts from student status? [[Applause on the benches of the LaREM group and on several benches of the MODEM group]] While France boasts homeownership, has it adopted a code of co-ownership? No. Have we simply put ourselves in the place of the one who is looking for a dwelling and who does not find it? Can you tell us, minister, what are the objectives of the bill passed this morning in Council of Ministers?
ParlaMint-FR_2018-04-04-O1176.u20	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2018-04-04-O1176.u21	You recalled, Mr.Jolivet, the progress of Bill ELAN, which bears his name well: it is about releasing and protecting. First of all, I would like to recall the great concerted effort that we have made. As you said, 26000 responses were collected as part of the digital consultation, and we counted 2600 contributions from professionals. I would also like to point out that the consensus conference, initiated in the Senate with the active participation of the members of the House of Commons, as part of the cooperation of the two assemblies, has enabled us to make very positive progress. The fundamental objective of the bill is to facilitate construction, to emerge from an accumulation of standards, regulations and remedies that have for years been hampering construction in our country. We have therefore liberated the sector from its standards, through a set of provisions, the first of which were passed in the last finance bill, with the placing on the market of large volumes of land or essential changes concerning capital gains. We have also moved on to the restructuring of the HLM world, with which I will shortly sign a convention demonstrating the quality of our work and the dialogue we have conducted. [[Applause on several benches of the LaREM group]] Moreover, we have worked to protect our fellow citizens, with the lease of mobility and unprecedented provisions to fight against sleep merchants: we have taken very strong measures to combat this scourge, which is particularly harmful for those of our fellow citizens who are in the greatest fragility. We have also taken steps to prevent evictions, which I will have an opportunity to answer earlier. Freeing, protecting, facilitating: all the action of this government, in the area of housing as in others,...
ParlaMint-FR_2018-04-04-O1176.u22	Thank you.
ParlaMint-FR_2018-04-04-O1176.u23	[[Applause on several benches of the LaREM groups and on a few benches of the MODEM group]] ...is to facilitate the work of our fellow citizens in order to achieve a better comfort of housing...
ParlaMint-FR_2018-04-04-O1176.u24	Mr Michel Larive, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-04-04-O1176.u25	Minister for Territorial Cohesion, since 1 April, France, the world's sixth largest economic power, has expelled entire families from their homes for spring reasons – it is called the end of the winter truce, or rain and cyclonics in the ultramarines. Minister, the housing crisis exists in summer and winter. In its 2018 report, the Fondation Abbé Pierre warns that "all indicators are red". In 2015, the number of evictions increased by 25 per cent. The following year, it was even worse: between 30,000 and 45,000 households were thrown out of the street, of which 15222 were expelled by bailiffs, with the help of the police, most often without any housing solution or rehousing.
ParlaMint-FR_2018-04-04-O1176.u26	Yes, the Netherlands years!
ParlaMint-FR_2018-04-04-O1176.u27	[[Exclaims on a few benches in the LR Group and among non-attached MPs]] Behind these cold statistics, they are human beings under pressure that you install in distress. It is men, women, and sometimes very young children who see their lives change. This is what you call the "abrism-free", a ludicrous phrase that covers the tragedies of winter like a shroud. I have another one for you: "non-choisism", which will inform you that apart from some ascetics, no one chooses misery. The 1954 alarm cry no longer echoes; the Republic fails to offer a roof to each of its children. In Paris, the town hall counted as many as 3000 people without a fixed home: sixty times fifty, Mr. Denormandie! It is time to put an end to rental evictions without rehousing solutions. A roof is a right! Since you've been in charge, you've saved more than €3 billion on housing policies. Soon a year of economic pragmatism, that's enough! France is a nation, not a company; The French are not your employees, they form a people. [[Applause on the benches of the FI and GDR groups]] Minister, what concrete and human measures do you intend to take to finally eradicate poverty in our country?
ParlaMint-FR_2018-04-04-O1176.u28	All right!
ParlaMint-FR_2018-04-04-O1176.u29	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2018-04-04-O1176.u30	Your question, Mr. Larive, is legitimate; My answer will be as well. I am not accounting for the numbers of evictions that occurred in 2015 and 2016. What I see is that, contrary to what you said, the number of evictions has slightly decreased in our country. But there are still too many of them: 15,000, according to the latest figures available. What are we doing to deal with this phenomenon? First, on 9 March, I brought together all the associations to discuss with them the prevention of evictions. Fifty-two measures will be implemented to this end; That's a lot. We all have a common objective here: to ensure that we intervene as upstream as possible, because expulsion is carried out when debts and unpaid debts have accumulated.
ParlaMint-FR_2018-04-04-O1176.u31	It's shameful!
ParlaMint-FR_2018-04-04-O1176.u32	The process we have designed, together with all the actors on the ground, therefore aims to ensure that we intervene as upstream as possible. There are also provisions in the ELAN bill – on housing, development and digital development – that aim to harmonize the procedure before the court of appeal and the over-indebtedness procedure, since the two rarely come together, rather they follow parallel paths, while legal coherence is needed. [[Applause on several benches of the LaREM and MODEM groups. – Exclaims on FI banks]] Our will is the same as yours: to limit the number of evictions, to provide more housing, to facilitate the work of all those who build in our country, in order to bring more housing and comfort. But, for God's sake, no trial of intent! There's enough procedures like that!
ParlaMint-FR_2018-04-04-O1176.u33	You haven't been tried, just observations!
ParlaMint-FR_2018-04-04-O1176.u34	The next speaker is Mr Sébastien Cazenove, for the La République group on the move.
ParlaMint-FR_2018-04-04-O1176.u35	[["Come on, students! » on the benches of the FI group]] Madam Minister for Higher Education and Research, for several weeks for some, a few days for others, about ten French universities have been occupied by Protestant individuals, among others, against certain aspects of the student plan.
ParlaMint-FR_2018-04-04-O1176.u36	It's a blow from Mélenchon!
