ParlaMint-FR_2018-03-20-O1160.u1	The next item is the question to the Government.
ParlaMint-FR_2018-03-20-O1160.u2	Mrs Marie-George Buffet has the floor for the Group of the Democratic and Republican Left.
ParlaMint-FR_2018-03-20-O1160.u3	Prime Minister, in recent days, the cold plan has been reactivated: institutions, associations and citizens have mobilized to help homeless people. Tomorrow's spring. Yet, for thousands of families, the date of March 21 is not a source of hope: on the contrary, it is a source of anxiety – anguish to see the bailiff arrive, anxiety of tomorrows without a roof. Indeed, on March 31st, the winter truce came to an end.
ParlaMint-FR_2018-03-20-O1160.u4	Good!
ParlaMint-FR_2018-03-20-O1160.u5	What a cruel and absurd dysfunction of our Republic: depending on the seasons, we help or expel – without solving the problems. In 2016, more than 15,000 evictions were executed, of which almost a quarter were carried out in Seine-Saint-Denis. Behind figures, the so-called accidents of life are most often hidden: precariousness, unemployment, health problems. After the expulsion, these families move from hotel rooms to hotel rooms, live in promiscuity with relatives, or sleep in their cars. Each one here measures the consequences of such a situation on the schooling of children who are poorly housed or away from their school. Beyond the inhumanity of what these families are experiencing, let us take note of the lack of income, in terms of human value and skills, that this situation represents for our country. However, there is no fatality: a large majority of evictions can be avoided, thus guaranteeing the right to a roof. Of course, we must act on family incomes, secure employment and empower social services to prevent difficult situations. However, it must be noted that the social processes in the prefectures are too cumbersome and insufficiently responsive to the current emergency. It is time to work on new, more effective and protective arrangements for both tenants and lenders, in order to avoid failure, the tragedy of expulsion. [[Applause on the benches of the GDR, FI and NG groups]] It is with this humanist aim, Prime Minister, that I ask you to decide, for this year, a moratorium on the execution of rental evictions.
ParlaMint-FR_2018-03-20-O1160.u6	The Secretary of State to the Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2018-03-20-O1160.u7	Who knows the subject very well!
ParlaMint-FR_2018-03-20-O1160.u8	Mrs Buffet, you are right: the subject you are referring to is extremely serious. Today, some may welcome the fact that in 2016, for the first time, a slight decrease in the number of proceedings initiated – not in the number of expulsions – was observed; This is absolutely not my case. I say this very clearly, very strongly and solemnly: every forced eviction is a tragedy, both human and family. We must fight in order to put an end to all the tragedies we observe, and this is a collective fight. How can I do that? Today, the issue is not to review the right to property, which is one of the most fundamental principles guaranteed by our Constitution. The challenge, however, is, as you know very well, to prevent, act sooner and accompany those who need it most. In concrete terms, with Jacques Mézard, Minister for Territorial Cohesion, we have, on 9 March and with a view to preparing for the end of the winter truce, brought together all the actors – in particular associations and representatives of social donors – in order to develop concrete measures to prevent evictions. A total of 52 measures have already been defined. In practical terms, action must be taken in two directions: first, to be able to detect failures earlier and to inform local committees to combat evictions; Secondly, to accompany those in need towards more affordable housing. Some measures will have to take the form of legislation. It is for this reason that the Housing Development and Digital Development Bill – which I am sure you will be defending with us – will include the reconciliation of eviction and over-indebtedness procedures. [[Applause on a few benches of the LaREM group]] As you can see, the Government has taken a determined approach to winning the collective fight we must wage against evictions.
ParlaMint-FR_2018-03-20-O1160.u9	The next speaker is Mr Alain Tourret, for the La République group on the move.
ParlaMint-FR_2018-03-20-O1160.u10	Prime Minister, Minister for European Affairs, diplomatic relations between France and Russia are going through a zone of severe turbulence. The alliance of France and Russia has long been the backbone of our foreign policy, but misunderstanding now prevails. In Syria, the total, if not excessive, support from Mr Putin to Mr Bashar al-Assad has enabled Russia to become the arbiter of this conflict; And how can we not recall that in Ukraine, our support for this country in the Crimean crisis did not lead to tangible results? A former President of the Republic has just, in an evening newspaper, stigmatized Russia, which "in the face of the inertia of the Western countries cynically supports the Assad regime and contributes to the abuses. We let Russia move forward without reacting. If Russia is threatening, it must be threatened. » The issues of disagreement between France and Russia are worsening all the more as Russia has just decided on the physical elimination of certain Russian opponents on English soil. The British Foreign Minister denounced the use of an inner gas, a first on the European continent since the Second World War. The United Kingdom does not remain inactive and has just responded by expelling 23 Russian diplomats and announcing its partial boycott of the next World Football Championship, which will take place in Russia. Britain naturally wishes to have the support of its traditional allies, who, like France, show their solidarity. [[Applause on several benches of the LaREM and MODEM groups]] Prime Minister, Minister for European Affairs, what policy does France intend to pursue towards Russia? If there must be sanctions, which ones does it recommend? What initiatives does it intend to take at European level and within the United Nations Security Council?
ParlaMint-FR_2018-03-20-O1160.u11	The Minister for European Affairs has the floor.
ParlaMint-FR_2018-03-20-O1160.u12	Mr President, Vladimir Putin was re-elected a few days ago as head of the Russian Federation. This is an opportunity to continue a demanding dialogue with the Russian President and the Russian authorities, calling for responsible behaviour on the international stage. That is what the President of the Republic has done by calling President Putin and reminding him of our expectations regarding all the crises you have described. With regard to Syria, Russia voted in favour of UN Security Council Resolution 2401, which calls for a ceasefire in Syria – a ceasefire that continues to be regularly violated. In Ukraine, despite the international commitment, in particular that of France and Germany, the resolution of the crisis is not progressing. Finally, all the light must be shed on the attempted assassination of two British citizens of Russian origin in Salisbury, United Kingdom. As you pointed out, this is the first time since 1945 that a neurotoxic agent has been used in Europe. But this agent was developed in Russia. We call on the Russian authorities to shed all light on the production and use of this neurotoxic agent and to comply with the investigation sent by the Organization for the Prohibition of Chemical Weapons.
ParlaMint-FR_2018-03-20-O1160.u13	That wasn't the point!
ParlaMint-FR_2018-03-20-O1160.u14	[[Applause on several benches of the LaREM and MODEM groups]] The European Council will meet tomorrow and the day after tomorrow; This will be an opportunity for the President of the Republic to discuss the matter again with his counterparts.
ParlaMint-FR_2018-03-20-O1160.u15	Mr Gilles Lurton, for the Group of the European People's Party, has the floor.
