ParlaMint-FR_2018-01-31-O1129.u1	The next item is the question to the Government.
ParlaMint-FR_2018-01-31-O1129.u2	Mr Jean-Yves Bony, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-01-31-O1129.u3	Mr Minister for Agriculture and Food, the application of the new map of the so-called disadvantaged areas would be dramatic for many farmers who are already heavily affected by the crisis and who are fighting on a daily basis to ensure a decent wage. But your answer yesterday did not satisfy us.
ParlaMint-FR_2018-01-31-O1129.u4	Is that a rebroadcast of yesterday's session?
ParlaMint-FR_2018-01-31-O1129.u5	Agriculture has been in crisis for more than four years. For four years, our farmers have been trying, in a very difficult context, to optimise their farms and minimize their burdens to the maximum. At his vows to the agricultural world on 25 January, the President of the Republic announced the imminent signing of the free trade agreement between the European Union and Mercosur. This announcement is in complete contradiction with his speech in Rungis on October 12, in which he stated: "I am not in favour of us rushing to conclude trade negotiations whose mandate was given in 1999". Similarly, Mr Minister, you said at the Clermont-Ferrand farm summit that France would not accept any agreement with Mercosur containing an offer of beef. In the face of these contradictory statements, how do you want our farmers to regain confidence? I am not going to recall here the dangers of this agreement, both in terms of the traceability of meat and the distortions of competition which could, in the long run, lower prices by 10 % and make 25 000 to 30 000 jobs disappear in this sector. This decision is as incomprehensible as it is dangerous for our industry, and may also have serious consequences for our farmers. [[Applause on the benches of the LR group and on some benches of the UDI-Agir group and the GDR group]] You say you want to promote a sustainable French breeding model, with incomparable health guarantees and effective in the fight against climate change, but you are about to sign an agreement...
ParlaMint-FR_2018-01-31-O1129.u6	Thank you, Congressman. The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2018-01-31-O1129.u7	Mr President, you are referring to a subject that we have already discussed together. I want to reassure you: we are very vigilant about the conditions under which the conclusion of the agreement with Mercosur will be conducted in the coming weeks. As I have already said and I repeat: France wishes to move forward with Mercosur, but in the current political context it is essential to achieve a balanced result. But at this stage, as far as our interests are concerned, the account is not there. With regard to geographical indications in particular, we must achieve a result consistent with the effort to increase the range of our various producers and which helps to extend to the American continent this approach of geographical indication and the recognition of the European agri-food heritage it embodies. As regards customs duties on processed agricultural goods, in particular on the dairy sector, and beyond on the agricultural sector, industrial goods, services and public procurement, the openings we expected from Mercosur in December have not been made. Nor, at this stage, do we have a credible commitment by Mercosur to the effective implementation of its legal obligations in the field of health, following the shortcomings identified last year, particularly in Brazil, with regard to food safety. In this context, our agricultural sensitivities in ethanol, sugar, poultry and products from the outermost regions should not be subject to further concessions. As far as beef is concerned, the volume of quota must deviate as little as possible from the volume presented so far in the European offer: this is a red line which the President of the Republic reminded Jean-Claude Juncker. This volume must be declared finely and supervised in order to establish the fairness of the conditions of competition with Mercosur producers, subject as much as possible to Hilton conditionalities, i.e. neither cowmeat nor feed lots, as well as a floor duty.
ParlaMint-FR_2018-01-31-O1129.u8	The President of the Republic says the opposite!
ParlaMint-FR_2018-01-31-O1129.u9	[[Applause on several benches of the REM and MODEM groups]] It must also be accompanied by a price adjustment mechanism: we are vigilant on this subject on which we continue to work.
ParlaMint-FR_2018-01-31-O1129.u10	It's bla-bla!
ParlaMint-FR_2018-01-31-O1129.u11	Mr Dominique Da Silva, for the Group of the European People's Party, on the move.
ParlaMint-FR_2018-01-31-O1129.u12	My question is to the Minister of State, Minister of the Interior. Minister of State, last Monday, at the beginning of the evening, in Sarcelles, an eight-year-old boy who was going to a school support course was cowardly assaulted, hit on the ground by young teenagers, without them stealing anything from him. The only reason for this heinous act is the child's Jewish confession – it's because he was wearing a kippa! At this stage, the Pontoise Public Prosecutor's Office retained the anti-Semitic motive. But on January 10, again in Sarcelles, a 15-year-old Jewish high school girl who returned from her confessional high school in Raincy, Seine-Saint-Denis, saw an unknown man cut her cheek, without saying anything, without robbing her. As the President of the Republic recalled last night, "every time a citizen is attacked because of his age, appearance or confession, the whole Republic is attacked". Minister of State, as you yourself recalled last Thursday, since the beginning of 2018, anti-Semitic acts have been increasing again. As you pointed out, these undermine the principles of unity in our nation. Minister of State, I would like to ask you very clearly. These acts are not anodized or isolated. Should we recall the facts of Bagneux, Toulouse or Paris? Beyond the violence of the acts committed, I also see this as a challenge to our republican integration, especially when children attack other children. [[Applause on all benches]] Minister of State, can you assure us that all means are used by the Government to combat anti-Semitism and all forms of racist or xenophobic violence that threaten national cohesion?
ParlaMint-FR_2018-01-31-O1129.u13	The Prime Minister has the floor.
ParlaMint-FR_2018-01-31-O1129.u14	When considering the Government's action to combat anti-Semitism, it is necessary to do so with determination and humility. With humility, because the fight is ancient, it is difficult and you and I know it will last a long time. If the expression of determination is indispensable, the awareness of humility is no less so. Yet we must be determined, and we are. We cannot accept that French people attack other French people because of their religious beliefs. We cannot accept that an eight-year-old child should be assaulted because of external signs that express his or her religious beliefs. This is an anti-Semitic attack – it is in any case the qualification that the prosecutor's office has retained. Mr President, I mean, in full agreement with the whole of the national representation, I am sure, that we want justice to pass, and that of course it goes through with severity. Yesterday, as soon as we learned of the aggression, the Minister of the Interior asked the interministerial delegate for the fight against racism and anti-Semitism to go there, to meet all the local actors who, moved, shocked and angry after this act, wanted to express their anxieties, and to imagine what solutions could be found. I myself had earlier on the telephone the President of the Union of Jewish Communities of Val-d'Oise, who told me, in very clear terms, although kept in mind, both his emotion and his anger. As I said in December, I will announce in a few weeks' time, on the occasion of the week of education and action against racism and anti-Semitism, the content of the new inter-ministerial plan to combat racism and anti-Semitism. I want this plan to be broad and ambitious. To combat racism and anti-Semitism is to have the courage to name things, to recognize that there is indeed a new form of violent and brutal anti-Semitism, which is expressed in an increasingly open way in our territory. Combating racism and anti-Semitism means assessing precisely and transparently what is being achieved in this fight, the results it produces. I have asked two general State inspections for an evaluation report on what has been done so far. These reports will of course be public; We have nothing to gain from not communicating directly about the content of our policies and their results. Combating racism and anti-Semitism means acting to ensure with the utmost determination the effectiveness of republican principles; action on prevention – the fight will take a long time; It is also a matter of judicial and criminal action. In particular, there is the possibility in the United Kingdom for the complainant to qualify the infringement himself. Justice is then free to retain this qualification or not, that goes without saying. This does not exist in France, where it is the agent who takes the complaint to proceed with the qualification. I asked for an assessment of the scope of this possibility that could be offered. We will reflect on the subject and examine to what extent this would make it possible to better identify and recognize the anti-Semitic character of aggression – which is sometimes at the heart of the first controversy, at the heart of the first incomprehensions. [[Applause on all benches]] The work will take a long time, Mr.Member, as you know – we all know. Many before us have acted with, I believe, immense good faith and determination, but we need to go even further. You should know, Mr. Member of Parliament, ladies and gentlemen of Parliament, that the Government's determination in this matter is complete.
ParlaMint-FR_2018-01-31-O1129.u15	Mr François Pupponi, for the New Left Group, has the floor.
ParlaMint-FR_2018-01-31-O1129.u16	Prime Minister, my question is for you. You have already responded in part, but I would like to add to Mr Da Silva's question. On Monday evening, in Sarcelles, an eight-year-old boy was brutally assaulted by two young teenagers, who were waiting for him and who hit him because he was wearing a kippa. They never threatened him, insulted him, or called him a "dirty Jew," but they knew very well what they were doing by attacking an eight-year-old who was wearing the kippa: they were attacking a member of the Jewish community. Fifteen days earlier, a young girl, who was also known to be a member of the Jewish community, had her cheek cut with a beating, again without being insulted, by an individual who knew that he was assaulting a young girl who was a member of the Jewish community. A few days earlier, a trade in Créteil burned, after crosses had been inscribed on its walls. Prime Minister, there is now a resurgence of anti-Semitic acts in our country. We have to take all the measures we can take. The President of the Republic did it yesterday – I had the opportunity to discuss it with him in the evening – you did it too, as did the Minister of the Interior. I welcome the reaction of the President of the Republic and the Government, but more needs to be done. Our colleagues need to know that today, in France, it is not the police that compiles the statistics of anti-Semitic acts; it is the Jewish community itself that keeps its own statistics.
ParlaMint-FR_2018-01-31-O1129.u17	That's right!
