ParlaMint-FR_2018-12-04-O1092.u1	The next item is the question to the Government.
ParlaMint-FR_2018-12-04-O1092.u2	Mrs Marielle de Sarnez has the floor.
ParlaMint-FR_2018-12-04-O1092.u3	Prime Minister, France is upset, angry for some, deeply worried for all. The French want answers.
ParlaMint-FR_2018-12-04-O1092.u4	So do we!
ParlaMint-FR_2018-12-04-O1092.u5	[[Applause on the benches of the MODEM, LaREM and UDI-Agir groups as well as on a few benches of the LR and SOC groups]] First of all, they want the return of republican order, never again to see the violence or the scenes of civil war, in the heart of our capital, in the most symbolic places in our history. They also measure the full scope of this movement. It's a movement of all fractures. The divide is social: it affects living conditions, income from work, wages and taxation. It is also a democratic divide: a large part of the country feels neither taken into account nor represented. The protest movement is spreading. The French economy is weakening. Traders, artisans and employees are affected. Above all, the country's unity and social cohesion are being undermined. It is therefore absolutely urgent to act. [[Applause on many benches of MODEM and LaREM groups]] You announced the suspension of the tax increases. This gesture of appeasement and openness was clearly needed.
ParlaMint-FR_2018-12-04-O1092.u6	But not enough!
ParlaMint-FR_2018-12-04-O1092.u7	We had to do it two weeks ago!
ParlaMint-FR_2018-12-04-O1092.u8	It's too little and late!
ParlaMint-FR_2018-12-04-O1092.u9	[[Mr. Erwan Balanant applauds]] But beyond that, we must devise answers to the gaps, frustrations, and deep reasons for this protest movement, which comes from far, far, decades ago.
ParlaMint-FR_2018-12-04-O1092.u10	Charles Martel?
ParlaMint-FR_2018-12-04-O1092.u11	[["We must act! » on the benches of the LR group]] It must be answered in substance and in time. In truth, it is necessary to rewrite the social and civic contract, to define together the goals that our nation sets itself in terms of tax fairness,...
ParlaMint-FR_2018-12-04-O1092.u12	Who's president?
ParlaMint-FR_2018-12-04-O1092.u13	... in the field of justice for the territories, in the field of the organization of powers and the organisation of the State, in the field of ecological transition.
ParlaMint-FR_2018-12-04-O1092.u14	We've been telling you for a year and a half!
ParlaMint-FR_2018-12-04-O1092.u15	Prime Minister, the national representation wants to hear from you about the directions that the Government intends to implement...
ParlaMint-FR_2018-12-04-O1092.u16	Thank you, Madame de Sarnez...
ParlaMint-FR_2018-12-04-O1092.u17	[[Applause on the benches of the MODEM and LaREM groups]] ...to restore civil peace.
ParlaMint-FR_2018-12-04-O1092.u18	[[Vif applause on the benches of the LaREM and MODEM groups. – "Stay up! » on the benches of the LR Group and among the non-attached Members]] The Prime Minister has the floor.
ParlaMint-FR_2018-12-04-O1092.u19	You're right, MP: the anger comes from far away.
ParlaMint-FR_2018-12-04-O1092.u20	Don't you get up? It's such a success that you should get up!
ParlaMint-FR_2018-12-04-O1092.u21	Please...
ParlaMint-FR_2018-12-04-O1092.u22	She's from far away,...
ParlaMint-FR_2018-12-04-O1092.u23	Juppé!
ParlaMint-FR_2018-12-04-O1092.u24	...and, for a long time, she scolded and accumulated. There is a fairly simple way of describing it, which goes through figures, but the figures on this subject are eloquent:...
ParlaMint-FR_2018-12-04-O1092.u25	You've been in power for eighteen months!
ParlaMint-FR_2018-12-04-O1092.u26	[[Applause on the benches of the LaREM and MODEM groups]] ... in ten years, purchasing power has fallen continuously, taxes have increased continuously and public debt has risen to 35 percentage points of GDP.
